YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;1.4;-1.7;-6.1;-1.4;-4.8;-9.4;3.9;-0.1;0.36;1.5;1.2;115.97;82;16;62;32;93276;0.35;7.31;0.37;0.4
1981;1;2;2;0.1;-1;-2.5;-2.3;-3.7;-5.1;3.3;0.5;0.37;1.5;1.2;125.86;59;12;49;21;93291;0.45;13.06;0.37;0.4
1981;1;3;3;5.2;3.3;0.3;1.5;-1;-2.3;3.9;1.2;0.37;1.5;1.2;133.84;82;17;51;21;92061;0.47;8.86;0.37;0.4
1981;1;4;4;3.7;0.7;-1.5;1.4;-0.6;-4.3;3;-0.3;0.36;1.4;1.2;132.05;54;11;59;33;91679;0.24;13.3;0.38;0.4
1981;1;5;5;-2.4;-3.7;-4.5;-5.3;-6.7;-7.9;3.7;-1.1;0.36;1.4;1.2;143.03;97;21;78;40;92476;0.86;12.77;0.38;0.4
1981;1;6;6;-3.9;-4.7;-5.7;-5.2;-6.5;-7.6;1.4;-0.1;0.37;1.4;1.2;156.93;62;11;37;24;92482;0.26;16.52;0.38;0.4
1981;1;7;7;-5.7;-7.9;-10;-6.9;-10;-12.2;1.8;-1.2;0.37;1.4;1.2;171.19;162;30;65;32;93475;0.38;9.71;0.37;0.4
1981;1;8;8;-9.5;-11.4;-17.6;-11.7;-13.9;-19.5;0.6;-0.2;0.38;1.4;1.2;179.12;117;24;89;44;94599;0.15;4.36;0.37;0.4
1981;1;9;9;-6.1;-14.6;-19.6;-15;-18.9;-22.5;0;1.4;0.38;1.4;1.2;180.37;206;44;90;61;94220;0.07;0;0.37;0.4
1981;1;10;10;-1.1;-8.4;-15.4;-7.4;-11.9;-17.9;0;1;0.38;1.3;1.2;180.39;191;38;70;26;92858;0.01;0.13;0.37;0.4
1981;1;11;11;-3.8;-6.2;-9.3;-6.3;-7.8;-10.1;-0.4;0.2;0.38;1.3;1.2;180.59;169;35;77;41;93301;-0.03;0.06;0.37;0.4
1981;1;12;12;-1;-9;-14.4;-6.9;-11.9;-16.3;0.2;1.3;0.37;1.3;1.2;180.67;184;39;95;56;92770;0.03;0;0.37;0.4
1981;1;13;13;-3.7;-7.7;-12.9;-5.5;-9.6;-15.1;0.8;0.4;0.37;1.3;1.2;181.7;97;20;61;22;92305;-0.07;3.79;0.37;0.4
1981;1;14;14;-3.9;-6.8;-8.9;-7.5;-10;-12.2;0.9;1;0.37;1.3;1.2;184.85;197;41;97;43;92421;0.21;0.49;0.37;0.4
1981;1;15;15;-0.8;-3.4;-6.4;-3.5;-6.5;-9.6;2.3;0.6;0.37;1.2;1.2;189.2;128;23;93;33;90626;0.28;9.22;0.36;0.4
1981;1;16;16;-3.5;-5.3;-9.1;-6.3;-7.7;-11.2;2.3;0.1;0.38;1.2;1.2;197.6;110;25;80;45;91979;0.36;6.14;0.36;0.4
1981;1;17;17;0.7;-3.6;-8.6;-3.7;-6.9;-11;0.6;1.7;0.37;1.3;1.2;202.51;178;39;76;43;91827;0.24;6.32;0.36;0.4
1981;1;18;18;0.2;-2.1;-4.7;-1.9;-3.8;-6.2;1.6;0.5;0.37;1.3;1.2;210.39;112;26;53;29;92526;0.08;11.07;0.36;0.4
1981;1;19;19;0.6;-2.1;-5.2;-2.1;-4.1;-6.3;1.4;1;0.37;1.3;1.2;219.36;81;17;47;28;92486;0.27;13.61;0.36;0.4
1981;1;20;20;-1.1;-2.9;-4.8;-3.3;-5;-6.1;2;-0.8;0.37;1.3;1.2;234.31;158;35;81;43;92265;0.47;12.13;0.36;0.4
1981;1;21;21;-3.1;-4.8;-7.8;-5.6;-6.5;-8.8;1.4;-0.6;0.38;1.3;1.2;246.52;88;20;43;24;93840;0.23;7.47;0.36;0.4
1981;1;22;22;-4.8;-8.6;-13.3;-9.5;-11.2;-14.9;-0.3;0.8;0.38;1.3;1.2;248.97;213;48;100;71;94249;0.21;0;0.36;0.4
1981;1;23;23;-2.3;-10.9;-15.7;-10;-14.4;-17.8;-0.2;1.1;0.38;1.3;1.2;248.89;241;54;96;71;94356;0.21;0;0.35;0.4
1981;1;24;24;-1.1;-10.6;-17.1;-9.7;-15.1;-19.4;0.2;1.1;0.37;1.3;1.2;248.79;242;55;95;61;93858;0.17;0;0.35;0.4
1981;1;25;25;-2.9;-7.6;-13.9;-6.1;-12.2;-17.6;1.1;1.4;0.37;1.3;1.2;248.85;164;37;59;33;93666;0.05;1.69;0.35;0.4
1981;1;26;26;-1.2;-3.2;-6.1;-3.2;-4.7;-7.2;2;-0.5;0.37;1.3;1.2;256.73;109;26;67;25;94154;0.05;11.63;0.35;0.4
1981;1;27;27;-2.1;-6.1;-10.7;-7.1;-8.8;-11.9;0.1;0.6;0.37;1.3;1.2;262.14;245;54;99;62;94928;0.23;0.14;0.35;0.4
