YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;6;1.5;-3.5;-0.1;-3.5;-5.9;4.2;-1.3;0.29;2;1.9;8.12;152;29;83;47;97547;0.77;0.56;0.4;0.36
1981;1;2;2;2.8;1;-0.6;-2.1;-4;-6.8;4.4;-1.6;0.27;2;1.8;7;196;39;88;72;97652;0.78;0.95;0.4;0.36
1981;1;3;3;7.1;4.7;1.9;2;0.4;-2.2;4;0.6;0.24;2;1.8;5.82;149;30;66;35;96316;1;4.19;0.4;0.36
1981;1;4;4;6.1;4;1.2;2.7;-0.6;-2;4.1;-1.5;0.18;2;1.8;2.74;228;46;92;70;96057;0.98;0.67;0.4;0.36
1981;1;5;5;0.8;-0.4;-2.5;-2.2;-5.5;-8.3;4.2;-3.7;0.19;2;1.8;3.08;128;27;93;67;96556;0.58;2.09;0.4;0.36
1981;1;6;6;0;-1.9;-3.2;-4.8;-6.4;-8.2;1.8;-1.5;0.23;2;1.8;4.69;194;35;84;55;97197;0.38;1.66;0.4;0.36
1981;1;7;7;-3.2;-5.4;-7.8;-5.8;-9.3;-11.5;2.1;-3.5;0.34;2;1.8;7.45;145;32;71;52;98100;0.32;2.8;0.39;0.36
1981;1;8;8;-6.6;-8.6;-10.9;-11.1;-12.2;-13.9;1.7;-3.7;0.38;2;1.8;8.32;161;36;89;72;99524;0.24;0.38;0.39;0.36
1981;1;9;9;-5.2;-10.9;-15.4;-13.5;-16.4;-20.9;1.7;-0.8;0.38;2;1.8;8.36;204;44;113;83;99304;0.06;0;0.39;0.36
1981;1;10;10;-2.2;-8.6;-14.7;-11.3;-16.8;-22.5;0.3;1;0.37;2;1.8;8.3;198;44;104;64;97974;0.06;0;0.39;0.37
1981;1;11;11;-3;-6.4;-10.6;-6.5;-10.8;-15.3;0.9;-0.5;0.37;2;1.8;8.25;129;28;48;30;98422;0.1;0.39;0.39;0.37
1981;1;12;12;-1.1;-5.9;-10.2;-6;-9;-12.9;0;1.7;0.38;2;1.8;8.64;204;44;103;57;97838;0.11;0.12;0.39;0.37
1981;1;13;13;-1.6;-5;-11;-4.1;-8.4;-14;1.5;-0.9;0.38;1.9;1.8;8.87;78;19;53;35;97026;0.14;1.14;0.39;0.37
1981;1;14;14;-1.9;-5.2;-12.2;-4.4;-8.5;-14.9;2;-1.8;0.41;1.9;1.8;9.51;170;36;98;56;97159;0.35;0.12;0.38;0.37
1981;1;15;15;2.7;-1.5;-7.3;-1;-5.9;-11.6;2.4;0.7;0.4;1.9;1.8;9.45;96;18;86;39;95149;0.66;1.29;0.38;0.37
1981;1;16;16;-0.2;-2.5;-5.6;-5.3;-6.4;-8.5;3.7;-2;0.39;1.9;1.8;9.29;183;42;92;85;96496;0.5;0.1;0.38;0.37
1981;1;17;17;2.2;-3.5;-11.5;-3;-7.4;-14.4;1.2;2.3;0.39;1.9;1.8;9.42;196;40;92;49;96774;0.31;1.01;0.38;0.37
1981;1;18;18;2.9;-0.9;-5.6;-0.2;-2.8;-7.1;0.9;0;0.42;1.9;1.8;10.16;154;31;74;32;97217;0.11;2.04;0.38;0.37
1981;1;19;19;2.2;-1.4;-5.7;-1.3;-3.6;-7.7;1.3;1.3;0.43;1.9;1.8;10.49;187;36;87;46;97285;0.27;2.46;0.38;0.37
1981;1;20;20;1.7;-1.5;-3.4;-3;-4.1;-5.2;2.2;-1.3;0.47;1.9;1.8;11.93;166;38;88;61;96809;0.26;0.69;0.38;0.37
1981;1;21;21;0.1;-1.7;-3.6;-3.1;-4.3;-6;2.3;-4.7;0.48;1.9;1.7;12.39;114;24;74;45;98294;0.71;1.23;0.38;0.37
1981;1;22;22;-1.7;-3.1;-4.6;-4.9;-6.4;-7.6;1.8;-4.3;0.49;1.9;1.7;12.65;136;30;67;49;99100;0.64;0.28;0.38;0.37
1981;1;23;23;-0.2;-4.9;-8.9;-5.8;-8.6;-12.4;1.8;-2.3;0.47;1.9;1.7;12.32;191;43;95;69;99328;0.33;0;0.38;0.37
1981;1;24;24;0.6;-3.9;-8.7;-4.6;-8.4;-12.5;1.3;-1.1;0.45;1.9;1.7;11.94;147;29;44;28;98757;0.27;0.08;0.38;0.37
1981;1;25;25;1.4;-1.8;-5.8;-3.1;-6;-9.7;2.2;0.3;0.43;1.9;1.7;11.63;106;24;41;25;98315;0.34;0.24;0.38;0.37
1981;1;26;26;1.3;-1;-4.9;-1;-5;-9.5;3.3;-3.3;0.46;1.9;1.7;12.69;176;40;99;66;98583;1.03;2.68;0.37;0.37
1981;1;27;27;-2.9;-5;-6.6;-8.4;-9;-9.6;2.6;-3.7;0.47;1.9;1.7;12.86;196;44;96;77;99757;0.58;0;0.37;0.37
1981;1;28;28;-2.5;-6.5;-10.9;-8.3;-10.7;-14.5;2;-2.5;0.45;1.9;1.7;12.44;216;50;104;80;100043;0.36;0;0.37;0.37
1981;1;29;29;0.2;-6.7;-12.1;-7.5;-12.1;-16.3;2.2;-1.9;0.43;1.9;1.7;12.1;225;53;103;69;99754;0.43;0;0.37;0.37
1981;1;30;30;2.3;-4.6;-8.4;-2.7;-9.2;-12.8;1.5;-1;0.41;1.9;1.7;11.35;235;55;107;63;99584;0.12;0;0.37;0.37
1981;1;31;31;6;0.9;-6.8;-4.1;-7.2;-12.5;3.2;-1.5;0.37;1.9;1.7;9.95;207;42;78;52;99509;0.69;0;0.37;0.37
1981;2;1;32;9.7;4.1;-0.1;-2.1;-3.8;-5.4;3.4;-1;0.3;1.9;1.7;7.5;280;66;104;78;99450;0.38;0;0.37;0.37
1981;2;2;33;9.9;4.7;1.8;-1.5;-3.2;-4.1;3.4;-0.7;0.24;1.9;1.7;5.01;306;73;102;79;99373;0.57;0;0.38;0.37
1981;2;3;34;11.7;3.5;-2.1;4.6;-0.9;-4.8;1.4;0.8;0.2;1.9;1.7;3.42;307;70;103;52;97712;0.28;0;0.38;0.37
1981;2;4;35;7.4;3.1;0.6;1.3;0;-0.8;1.4;0.5;0.18;1.9;1.7;2.6;163;29;61;20;95795;0.18;0.94;0.38;0.37
1981;2;5;36;3.7;1.4;-0.7;-0.6;-3.3;-4.9;3.3;-2.9;0.17;1.9;1.7;2.26;282;69;102;66;96401;0.96;0.22;0.38;0.37
1981;2;6;37;3.8;0.4;-1.9;-2.7;-4.6;-5.8;2.2;-1.8;0.16;1.9;1.7;2.04;296;72;86;63;97869;0.47;0.53;0.37;0.37
