YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;-0.5;-4.9;-11.2;-2.9;-7.4;-13.2;2.4;-0.1;0.38;1.7;1.6;178.36;87;15;55;22;90935;-0.06;9.46;0.34;0.4
1981;1;2;2;-1.6;-2.7;-4.1;-3.8;-4.8;-6.2;2;0.2;0.39;1.7;1.6;192.51;62;12;51;18;90942;0.25;15.98;0.34;0.4
1981;1;3;3;3.4;1.2;-1.8;0.4;-2.1;-3.6;1.8;1;0.38;1.7;1.6;205.31;84;18;55;14;89793;0.28;10.63;0.34;0.4
1981;1;4;4;2.7;-0.5;-2.7;0.3;-1.7;-5.1;1.8;-0.4;0.38;1.7;1.6;214.68;58;11;54;30;89376;0.37;17.56;0.35;0.4
1981;1;5;5;-3.5;-5.4;-6.4;-6.4;-7.7;-9;2.6;-1;0.38;1.6;1.6;231.23;85;17;72;34;90100;0.69;17.25;0.35;0.4
1981;1;6;6;-5.3;-6.3;-7.3;-6.8;-7.9;-9;0.9;-0.1;0.39;1.6;1.6;248.6;68;13;33;21;90106;0.13;19.08;0.34;0.4
1981;1;7;7;-7;-9.3;-11.3;-8.1;-11.2;-13.4;1.2;-1;0.39;1.6;1.6;266.14;152;28;69;26;91025;0.3;13.17;0.34;0.4
1981;1;8;8;-11.1;-12.3;-17.3;-12.8;-14.7;-19.6;0.3;-0.3;0.39;1.6;1.6;276.64;120;25;87;42;92107;0.12;5.44;0.34;0.4
1981;1;9;9;-7;-15.5;-21.1;-16.8;-20.2;-24;0;1.2;0.39;1.6;1.6;278.22;205;44;88;61;91768;0.05;0;0.34;0.4
1981;1;10;10;-2.5;-10.2;-17.4;-9.8;-14.1;-19.7;0;1;0.39;1.6;1.6;278.25;193;39;69;25;90488;0;0.11;0.34;0.4
1981;1;11;11;-4.2;-7.1;-9.7;-6.8;-9;-12.3;-0.2;0.1;0.38;1.6;1.6;278.4;169;35;75;39;90899;-0.08;0.03;0.34;0.4
1981;1;12;12;-1.5;-9.6;-15.5;-8.4;-12.7;-17.2;0;1.1;0.38;1.6;1.6;278.47;192;41;97;59;90391;0.02;0;0.34;0.4
1981;1;13;13;-4.7;-9.2;-14.4;-7.4;-11.1;-16.6;0.5;0.4;0.38;1.5;1.6;279.58;101;21;60;19;89933;-0.02;4.55;0.34;0.4
1981;1;14;14;-4.2;-8.4;-10.8;-9.3;-11.7;-14.4;0.5;0.8;0.38;1.5;1.6;283.67;202;42;93;41;90060;0.13;0.78;0.34;0.4
1981;1;15;15;-2.5;-5.6;-9.2;-5.3;-8.4;-11.5;1.5;0.5;0.38;1.5;1.6;288.18;114;20;91;26;88341;0.03;9.95;0.34;0.4
1981;1;16;16;-5.1;-7.3;-11.7;-7.4;-9.3;-13.3;1.4;0.1;0.39;1.5;1.6;299.22;98;22;76;38;89626;0.12;8.84;0.34;0.39
1981;1;17;17;-1.9;-6;-10.7;-6.3;-9.2;-12.5;0.2;1.5;0.39;1.5;1.6;305.78;180;38;75;37;89533;0.17;6.54;0.34;0.39
1981;1;18;18;-0.6;-4.5;-8.5;-3.8;-6.2;-9.7;0.9;0.4;0.39;1.5;1.6;314.12;130;27;40;24;90191;-0.02;13.4;0.34;0.39
1981;1;19;19;-1.5;-4.1;-7.4;-4.1;-5.9;-8.3;0.6;0.9;0.39;1.5;1.6;325.63;78;18;50;24;90163;0.07;16.93;0.33;0.39
1981;1;20;20;-2.7;-4.6;-6.2;-5.5;-6.5;-8.2;1.4;-0.7;0.39;1.5;1.6;346.03;157;34;76;35;89907;0.24;16.92;0.33;0.39
1981;1;21;21;-4.5;-6.1;-8.2;-6.9;-7.5;-9.2;1;-0.6;0.39;1.5;1.6;362.6;82;19;40;21;91423;0.13;10.33;0.33;0.39
1981;1;22;22;-5;-8.7;-13.5;-9.8;-11.5;-15.1;-0.3;0.5;0.39;1.5;1.6;366.36;219;49;99;74;91821;0.13;0.01;0.33;0.39
1981;1;23;23;-2.5;-11;-16.7;-10.5;-14.8;-18.6;-0.2;0.8;0.39;1.5;1.6;366.35;239;54;95;70;91924;0.11;0;0.33;0.39
1981;1;24;24;-1.6;-10.5;-17.2;-11;-15.3;-19.2;0.1;0.9;0.38;1.5;1.6;366.3;240;55;94;62;91445;0.15;0;0.33;0.39
1981;1;25;25;-3.3;-9.3;-15.8;-9.7;-14.3;-19;0.5;1.3;0.38;1.5;1.6;366.37;175;40;65;34;91294;0.05;1.77;0.33;0.39
1981;1;26;26;-3.1;-5.5;-7.2;-4.7;-7;-8.9;1.3;-0.5;0.39;1.5;1.6;376.35;93;22;58;14;91752;-0.06;15.95;0.33;0.39
1981;1;27;27;-3.9;-6.7;-10.5;-7.8;-9.2;-11.5;0;0.1;0.39;1.5;1.6;384.26;247;54;101;58;92490;0.16;0.28;0.33;0.39
1981;1;28;28;-4.5;-10;-15.2;-9.3;-12.6;-16.8;-0.3;0.6;0.39;1.5;1.6;384.29;155;34;77;54;92589;0.06;0.03;0.33;0.39
1981;1;29;29;-1.3;-11;-18.3;-12.1;-16.1;-20.3;-0.2;0.8;0.38;1.5;1.6;384.34;265;62;115;82;92300;0.12;0;0.33;0.39
1981;1;30;30;-0.3;-10.5;-18.6;-11.7;-16.2;-20.9;0;1;0.38;1.5;1.6;384.33;264;62;103;68;92280;0.11;0;0.33;0.39
1981;1;31;31;2;-8.1;-16.8;-10.2;-14.3;-18.9;-0.1;1.2;0.38;1.5;1.6;384.33;258;61;89;56;92518;0.04;0;0.33;0.39
1981;2;1;32;4;-5.9;-13.2;-5.7;-10.6;-15.2;0.1;1.1;0.38;1.5;1.6;384.33;261;62;95;56;92537;0.01;0;0.33;0.39
1981;2;2;33;5.1;-5.4;-12.7;-4.2;-9.4;-14.3;0.1;1.2;0.38;1.5;1.6;384.39;268;64;103;66;92470;0.01;0;0.33;0.39
1981;2;3;34;5;-3.7;-10.3;-3.7;-7.6;-12.1;0.3;1.4;0.38;1.5;1.6;384.5;249;56;88;46;90753;0.05;0.73;0.33;0.39
1981;2;4;35;1.2;-1.3;-3.5;-1.4;-2.8;-4.5;0.8;0.4;0.38;1.5;1.6;390.81;103;19;58;17;88914;0.07;13.07;0.32;0.39
1981;2;5;36;-2;-3.6;-4.8;-3.8;-5.4;-7.3;1.8;-0.7;0.38;1.5;1.6;405.3;145;34;58;35;89636;0.47;15.49;0.32;0.39
1981;2;6;37;0;-2.8;-5.2;-2.5;-4.8;-6.4;1.1;0.3;0.39;1.6;1.6;419.07;188;34;57;22;90835;0.16;12.6;0.32;0.39
1981;2;7;38;2.7;1.2;-1.2;1;-0.4;-2.4;1;0.9;0.38;1.6;1.6;430.61;72;13;6;0;91594;0;11.66;0.32;0.39
1981;2;8;39;5.2;2.4;0.5;1.9;0.9;-0.7;0.6;0.2;0.37;1.6;1.6;432.17;172;41;63;35;91570;-0.02;0.5;0.33;0.39
1981;2;9;40;7.5;1.8;-3.5;1.1;-1.2;-3.9;-0.1;0.5;0.37;1.6;1.6;428.88;293;69;107;71;90843;0.23;0;0.33;0.39
1981;2;10;41;3.7;0.2;-3.2;0.7;-2.1;-5;0.9;0.1;0.36;1.6;1.6;429.89;123;26;91;39;90709;0.27;5.23;0.33;0.39
1981;2;11;42;-1;-3.7;-6.3;-4.9;-6.3;-8.2;1.2;-0.4;0.36;1.6;1.6;433.97;239;59;90;64;91100;0.83;3.76;0.33;0.39
1981;2;12;43;-3.8;-6.4;-7.7;-7.7;-9;-10;0.4;-0.5;0.37;1.6;1.6;438.02;255;60;75;61;90585;0.28;3.54;0.33;0.39
1981;2;13;44;-4.6;-7.5;-9.9;-10;-11.7;-13.2;-0.2;-0.1;0.37;1.6;1.6;439.52;274;72;93;71;90892;0.31;0.16;0.33;0.39
1981;2;14;45;-4;-8.7;-14.1;-10;-12.7;-16.1;0;0.3;0.37;1.6;1.6;439.56;273;69;95;60;91074;0.13;0.15;0.33;0.39
1981;2;15;46;-3.1;-8.1;-14.3;-9;-12.2;-16.4;0.1;0.3;0.37;1.6;1.6;439.62;313;81;105;76;90974;0.1;0;0.33;0.39
1981;2;16;47;-2;-7.6;-13.3;-8.7;-11.6;-16;-0.6;0.1;0.37;1.6;1.6;439.62;329;84;106;78;91012;0.1;0;0.33;0.39
1981;2;17;48;-2.8;-6.7;-10.4;-8.3;-9.7;-12.1;-0.8;-0.3;0.37;1.6;1.6;439.64;287;68;87;56;90947;0.05;0.01;0.33;0.39
1981;2;18;49;-3.5;-6.4;-8.2;-7.6;-8.9;-9.8;-0.5;-0.7;0.37;1.6;1.6;440.11;242;61;67;34;90419;0.1;2.2;0.33;0.39
1981;2;19;50;-3.5;-6.2;-8.3;-8;-8.9;-10;-0.3;-0.8;0.37;1.6;1.6;442.88;249;62;68;37;90179;0.16;1.59;0.33;0.39
1981;2;20;51;-2.3;-5.8;-8.7;-8.3;-9;-9.9;0.2;-0.3;0.37;1.6;1.6;443.34;276;72;95;64;90321;0.12;0.16;0.33;0.39
