YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;3;-1.3;-5.6;-0.9;-4.5;-8.1;1.3;0.1;0.39;1.7;2.5;20.71;141;26;71;40;96984;0.08;0.87;0.43;0.42
1981;1;2;2;2.7;-0.9;-4.6;-2.7;-5.3;-7.4;2.6;-0.7;0.37;1.7;2.5;19.96;186;38;92;71;97091;0.73;0.26;0.43;0.42
1981;1;3;3;3.7;1.2;-1.1;-0.9;-2.5;-5.5;2;1.9;0.37;1.7;2.5;19.44;148;25;60;27;95873;0.61;0.96;0.43;0.42
1981;1;4;4;5.2;0.2;-4.4;0.9;-2;-6.4;1.1;-0.1;0.34;1.7;2.5;18.37;168;32;72;43;95493;0.09;0.55;0.43;0.42
1981;1;5;5;0.5;-1.4;-3.3;-3.9;-6.5;-9.1;2.1;-3.3;0.34;1.7;2.5;17.89;115;24;91;62;95904;1.08;0.89;0.43;0.42
1981;1;6;6;0.1;-2.7;-5.1;-4.4;-7;-10.4;0.7;-0.6;0.35;1.7;2.5;17.97;187;34;88;51;96590;0.23;1.35;0.43;0.42
1981;1;7;7;-3.7;-5.7;-7.9;-5.9;-10;-12.5;0.6;-3.6;0.41;1.7;2.5;19.57;182;38;97;63;97390;0.61;1.25;0.43;0.42
1981;1;8;8;-6.3;-8.3;-10.4;-12.1;-12.8;-14;-0.1;-4.8;0.41;1.7;2.5;19.26;183;41;104;88;98730;0.62;0.02;0.43;0.42
1981;1;9;9;-5;-10;-15;-12.3;-15.8;-20.3;0.5;-1.7;0.4;1.7;2.5;18.85;204;45;115;85;98616;0.24;0;0.43;0.42
1981;1;10;10;-4.4;-10.2;-16;-12.7;-17.7;-22.1;1.1;1;0.39;1.7;2.5;18.59;204;45;105;63;97388;0.27;0;0.43;0.42
1981;1;11;11;-2.6;-6.7;-11.5;-8;-12.5;-16.8;0.4;-0.3;0.39;1.7;2.5;18.37;189;41;94;45;97776;0.2;0.05;0.42;0.42
1981;1;12;12;-2.1;-6.2;-9.9;-8.2;-10.5;-13.1;1;1.7;0.38;1.7;2.5;18.18;206;44;99;58;97303;0.3;0;0.42;0.42
1981;1;13;13;-1.3;-5;-11.1;-4.1;-7.9;-13.7;0.4;-1;0.4;1.7;2.5;18.99;79;13;48;24;96383;0.32;3.31;0.42;0.42
1981;1;14;14;-1.3;-4.7;-12.7;-4.9;-8.8;-15.2;0.4;-2.3;0.45;1.7;2.5;20.71;189;41;106;60;96513;0.53;0.1;0.42;0.42
1981;1;15;15;0;-5.6;-12;-3.7;-8.7;-14.1;1.8;1.7;0.45;1.7;2.5;20.75;103;20;72;29;94702;0.46;1.02;0.42;0.42
1981;1;16;16;0.7;-7;-12.1;-6.5;-10.9;-14.8;1.8;-1.5;0.44;1.7;2.5;20.68;190;41;98;66;95888;0.25;0;0.42;0.42
1981;1;17;17;-0.4;-5.9;-13.6;-6;-9.8;-16.8;1.7;1.8;0.44;1.7;2.5;20.32;187;40;88;42;96296;0.44;0.43;0.42;0.42
1981;1;18;18;1.1;-4.2;-9.8;-1.7;-6.5;-11.7;0.8;0.3;0.43;1.7;2.5;20.24;155;32;75;36;96614;0.13;0.65;0.42;0.42
1981;1;19;19;1.2;-3.6;-11.5;-2.1;-5.5;-12.9;1.2;1.1;0.43;1.7;2.5;20.23;205;42;101;44;96748;0.23;2.13;0.42;0.42
1981;1;20;20;1.9;-3.8;-7.6;-2.1;-6;-9.3;0.5;-1.1;0.46;1.7;2.5;22.68;188;41;100;59;96181;0;2.4;0.42;0.42
1981;1;21;21;0.5;-1.8;-4.4;-3.9;-5.2;-7.2;0.4;-5.7;0.45;1.7;2.5;22.38;169;37;81;64;97506;0.83;0.1;0.42;0.42
