YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;-0.6;-5.7;-10;-5.5;-9.2;-12.8;1.8;-1.3;0.4;2.2;2.2;133.76;127;28;75;43;87478;0.18;2.95;0.33;0.39
1981;1;2;2;-3.3;-5.9;-7.7;-7.1;-8.6;-10.6;1.5;-1.1;0.41;2.2;2.2;139.15;123;25;69;40;87478;0.26;6.35;0.33;0.39
1981;1;3;3;-1.2;-3.8;-7.2;-3.2;-5.4;-8.5;1.3;0.2;0.42;2.2;2.2;146.07;174;35;72;29;86580;0.06;8.37;0.33;0.39
1981;1;4;4;-0.7;-3.8;-7.2;-3.7;-5.7;-9.1;1;-0.8;0.42;2.2;2.2;153.75;152;31;69;50;86057;0.05;4.64;0.33;0.39
1981;1;5;5;-6.1;-7.8;-9.3;-9.2;-11;-13.1;1.6;-1.8;0.42;2.2;2.2;158.79;97;22;84;46;86437;0.33;8.11;0.33;0.39
1981;1;6;6;-7.3;-9.5;-12.5;-9.7;-11.9;-14.1;0.7;-0.5;0.42;2.2;2.2;165.2;120;25;65;35;86785;0.08;4.06;0.33;0.39
1981;1;7;7;-11;-13;-16.3;-13.8;-15.9;-18.2;0.6;-1.5;0.42;2.2;2.2;169.17;178;36;92;51;87446;0.15;3.04;0.33;0.39
1981;1;8;8;-13.2;-17.1;-20.7;-18.4;-19.9;-22.7;0.5;-1.8;0.42;2.1;2.2;170.43;176;37;98;67;88570;0.05;0.37;0.33;0.39
1981;1;9;9;-10.9;-18.7;-22.9;-20.7;-23.5;-25.6;0.7;-1.1;0.42;2.1;2.2;170.55;204;45;95;70;88486;0.07;0;0.33;0.39
1981;1;10;10;-6.5;-13.9;-20.6;-13;-18.3;-25.2;0.6;-0.6;0.42;2.1;2.2;170.53;196;43;78;41;87433;-0.01;0;0.33;0.39
1981;1;11;11;-4.6;-10.5;-15.9;-9.1;-12.7;-17.5;0.3;-0.5;0.41;2.1;2.2;170.6;195;41;95;48;87785;-0.04;0;0.32;0.39
1981;1;12;12;-6.6;-11.7;-14.9;-11.3;-13.7;-16.3;0.7;0.3;0.41;2.1;2.2;170.67;208;45;93;61;87434;-0.03;0;0.32;0.39
1981;1;13;13;-7.7;-11.2;-16.3;-10.6;-13.5;-17.9;0.6;-0.9;0.41;2.1;2.2;171.31;139;25;55;25;86702;-0.07;2.07;0.32;0.39
1981;1;14;14;-8.3;-10.4;-13.6;-10.8;-14.3;-17.1;0.9;-1.1;0.41;2.1;2.2;172.93;213;46;108;61;86747;0.21;0.18;0.32;0.39
1981;1;15;15;-6;-10.5;-13.3;-9.4;-13.7;-17.1;1.1;-0.3;0.41;2.1;2.2;174.51;113;25;95;36;85255;-0.01;3.36;0.32;0.39
1981;1;16;16;-6.9;-11.7;-14.8;-11.9;-14.3;-16.3;1.2;-1.1;0.41;2.1;2.2;177.16;166;38;88;58;86265;0.03;1.61;0.32;0.39
1981;1;17;17;-7.1;-10.3;-14.2;-11.7;-14;-16.5;0.7;0.1;0.41;2.1;2.2;178.72;210;46;82;50;86617;0.04;1.2;0.32;0.38
1981;1;18;18;-2.2;-7.8;-11.8;-6.6;-10.3;-14.2;0.7;-0.8;0.41;2.1;2.2;179.9;142;32;68;29;86953;-0.05;1.6;0.32;0.38
1981;1;19;19;-5;-8.3;-11.6;-7.9;-10.3;-12.8;0.7;-0.1;0.41;2.1;2.2;181.85;120;27;53;33;87040;-0.02;5.61;0.32;0.38
1981;1;20;20;-5.8;-9.1;-11.5;-10.2;-11.8;-13.2;0.8;-1.2;0.42;2.1;2.2;187.66;216;47;97;59;86529;0.07;2.21;0.32;0.38
1981;1;21;21;-5.6;-7.4;-9;-9.5;-10.4;-11.5;0.8;-2.5;0.42;2.1;2.2;189.76;160;35;53;36;87747;0.19;2.21;0.32;0.38
