YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;0.448;1;0;0
1981;1;2;0.419;1;0;0
1981;1;3;0.432;1;0;0
1981;1;4;0.492;1;0;0
1981;1;5;0.401;1;0;0
1981;1;6;0.381;1;0;0
1981;1;7;0.453;1;0;0
1981;1;8;0.468;1;0;0
1981;1;9;0.455;1;0;0
1981;1;10;0.427;1;0;0
1981;1;11;0.419;1;0;0
1981;1;12;0.417;1;0;0
1981;1;13;0.398;1;0;0
1981;1;14;0.4;1;0;0
1981;1;15;0.407;1;0;0
1981;1;16;0.404;1;0;0
1981;1;17;0.399;1;0;0
1981;1;18;0.393;1;0;0
1981;1;19;0.388;1;0;0
1981;1;20;0.383;1;0;0
1981;1;21;0.378;1;0;0
1981;1;22;0.376;1;0;0
1981;1;23;0.374;1;0;0
1981;1;24;0.372;1;0;0
1981;1;25;0.369;1;0;0
1981;1;26;0.367;1;0;0
1981;1;27;0.365;1;0;0
1981;1;28;0.362;1;0;0
1981;1;29;0.36;1;0;0
1981;1;30;0.358;1;0;0
1981;1;31;0.356;1;0;0
1981;2;1;0.353;1;0;0
1981;2;2;0.351;1;0;0
1981;2;3;0.349;1;0;0
1981;2;4;0.347;1;0;0
1981;2;5;0.344;1;0;0
1981;2;6;0.342;1;0;0
1981;2;7;0.34;1;0;0
1981;2;8;0.339;1;0;0
1981;2;9;0.339;1;0;0
1981;2;10;0.339;1;0;0
1981;2;11;0.339;1;0;0
1981;2;12;0.339;1;0;0
1981;2;13;0.339;1;0;0
1981;2;14;0.338;1;0;0
1981;2;15;0.331;1;0;0
1981;2;16;0.324;1;0;0
1981;2;17;0.321;1;0;0
1981;2;18;0.321;1;0;0
1981;2;19;0.321;1;0;0
1981;2;20;0.321;1;0;0
1981;2;21;0.321;1;0;0
1981;2;22;0.321;1;0;0
1981;2;23;0.321;1;0;0
1981;2;24;0.321;1;0;0
1981;2;25;0.321;1;0;0
1981;2;26;0.328;1;0;0
1981;2;27;0.325;1;0;0
1981;2;28;0.317;1;0;0
1981;3;1;0.318;1;0;0
1981;3;2;0.335;1;0;0
1981;3;3;0.364;1;0;0
1981;3;4;0.422;1;0;0
1981;3;5;0.47;1;0;0
1981;3;6;0.501;1;0;0
1981;3;7;0.513;1;0;0
1981;3;8;0.493;1;0;0
1981;3;9;0.475;1;0;0
1981;3;10;0.489;1;0;0
1981;3;11;0.63;1;0;0
1981;3;12;0.914;1;0;0
1981;3;13;0.981;1;0;0
1981;3;14;0.745;1;0;0
1981;3;15;0.711;1;0;0
1981;3;16;0.679;1;0;0
1981;3;17;0.584;1;0;0
1981;3;18;0.571;1;0;0
1981;3;19;0.576;1;0;0
1981;3;20;0.618;1;0;0
1981;3;21;0.635;1;0;0
1981;3;22;0.599;1;0;0
1981;3;23;0.519;1;0;0
1981;3;24;0.515;1;0;0
1981;3;25;0.886;1;0;0
1981;3;26;2.062;1;0;0
1981;3;27;2.156;1;0;0
1981;3;28;1.627;1;0;0
1981;3;29;1.91;1;0;0
1981;3;30;3.492;1;0;0
1981;3;31;6.638;1;0;0
1981;4;1;5.277;1;0;0
1981;4;2;3.899;1;0;0
1981;4;3;3.387;1;0;0
1981;4;4;2.926;1;0;0
1981;4;5;2.63;1;0;0
1981;4;6;2.363;1;0;0
1981;4;7;2.381;1;0;0
1981;4;8;2.662;1;0;0
1981;4;9;3.243;1;0;0
1981;4;10;3.69;1;0;0
1981;4;11;3.713;1;0;0
1981;4;12;3.711;1;0;0
1981;4;13;3.751;1;0;0
1981;4;14;3.984;1;0;0
1981;4;15;4.577;1;0;0
1981;4;16;4.568;1;0;0
1981;4;17;3.906;1;0;0
1981;4;18;3.172;1;0;0
1981;4;19;2.616;1;0;0
1981;4;20;2.35;1;0;0
1981;4;21;2.125;1;0;0
1981;4;22;2.019;1;0;0
1981;4;23;2.102;1;0;0
1981;4;24;2.141;1;0;0
1981;4;25;2.105;1;0;0
1981;4;26;2.284;1;0;0
1981;4;27;2.469;1;0;0
1981;4;28;2.08;1;0;0
1981;4;29;1.811;1;0;0
1981;4;30;1.492;1;0;0
1981;5;1;1.477;1;0;0
1981;5;2;1.674;1;0;0
1981;5;3;1.464;1;0;0
1981;5;4;1.385;1;0;0
1981;5;5;1.288;1;0;0
1981;5;6;1.373;1;0;0
1981;5;7;1.544;1;0;0
1981;5;8;2.31;1;0;0
1981;5;9;2.771;1;0;0
1981;5;10;2.803;1;0;0
1981;5;11;5.365;1;0;0
1981;5;12;4.192;1;0;0
1981;5;13;3.509;1;0;0
1981;5;14;3.589;1;0;0
1981;5;15;3.516;1;0;0
