YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;7.25;1;0;0
1981;1;2;6.636;1;0;0
1981;1;3;9.218;1;0;0
1981;1;4;10.739;1;0;0
1981;1;5;7.788;1;0;0
1981;1;6;7.62;1;0;0
1981;1;7;6.961;1;0;0
1981;1;8;6.894;1;0;0
1981;1;9;7.327;1;0;0
1981;1;10;6.841;1;0;0
1981;1;11;6.571;1;0;0
1981;1;12;6.258;1;0;0
1981;1;13;6.013;1;0;0
1981;1;14;5.815;1;0;0
1981;1;15;6.202;1;0;0
1981;1;16;5.921;1;0;0
1981;1;17;5.889;1;0;0
1981;1;18;6.052;1;0;0
1981;1;19;5.69;1;0;0
1981;1;20;5.515;1;0;0
1981;1;21;5.358;1;0;0
1981;1;22;5.201;1;0;0
1981;1;23;5.721;1;0;0
1981;1;24;6.312;1;0;0
1981;1;25;6.856;1;0;0
1981;1;26;6.104;1;0;0
1981;1;27;5.864;1;0;0
1981;1;28;6.353;1;0;0
1981;1;29;6.484;1;0;0
1981;1;30;6.688;1;0;0
1981;1;31;6.547;1;0;0
1981;2;1;6.386;1;0;0
1981;2;2;6.182;1;0;0
1981;2;3;6.324;1;0;0
1981;2;4;6.886;1;0;0
1981;2;5;6.494;1;0;0
1981;2;6;5.827;1;0;0
1981;2;7;6.432;1;0;0
1981;2;8;12.516;1;0;0
1981;2;9;10.333;1;0;0
1981;2;10;8.45;1;0;0
1981;2;11;6.527;1;0;0
1981;2;12;5.507;1;0;0
1981;2;13;5.447;1;0;0
1981;2;14;5.379;1;0;0
1981;2;15;5.601;1;0;0
1981;2;16;5.384;1;0;0
1981;2;17;4.891;1;0;0
1981;2;18;4.59;1;0;0
1981;2;19;4.407;1;0;0
1981;2;20;4.172;1;0;0
1981;2;21;4.093;1;0;0
1981;2;22;4.079;1;0;0
1981;2;23;4.303;1;0;0
1981;2;24;4.176;1;0;0
1981;2;25;4.208;1;0;0
1981;2;26;4.143;1;0;0
1981;2;27;4.361;1;0;0
1981;2;28;5.164;1;0;0
1981;3;1;4.949;1;0;0
1981;3;2;4.152;1;0;0
1981;3;3;4.011;1;0;0
1981;3;4;4.112;1;0;0
1981;3;5;4.035;1;0;0
1981;3;6;4.047;1;0;0
1981;3;7;4.484;1;0;0
1981;3;8;5.234;1;0;0
1981;3;9;9.421;1;0;0
1981;3;10;34.731;1;0;0
1981;3;11;65.441;1;0;0
1981;3;12;69.098;1;0;0
1981;3;13;41.883;1;0;0
1981;3;14;33.199;1;0;0
1981;3;15;25.759;1;0;0
1981;3;16;21.874;1;0;0
1981;3;17;20.952;1;0;0
1981;3;18;18.183;1;0;0
1981;3;19;14.847;1;0;0
1981;3;20;14.63;1;0;0
1981;3;21;14.417;1;0;0
1981;3;22;16.104;1;0;0
1981;3;23;17.756;1;0;0
1981;3;24;36.62;1;0;0
1981;3;25;38.336;1;0;0
1981;3;26;42.505;1;0;0
1981;3;27;43.147;1;0;0
1981;3;28;32.579;1;0;0
1981;3;29;31.455;1;0;0
1981;3;30;33.634;1;0;0
1981;3;31;34.486;1;0;0
1981;4;1;38.05;1;0;0
1981;4;2;38.244;1;0;0
1981;4;3;34.035;1;0;0
1981;4;4;27.383;1;0;0
1981;4;5;25.008;1;0;0
1981;4;6;22.007;1;0;0
1981;4;7;20.567;1;0;0
1981;4;8;20.947;1;0;0
1981;4;9;21.01;1;0;0
1981;4;10;19.696;1;0;0
1981;4;11;18.15;1;0;0
1981;4;12;17.233;1;0;0
1981;4;13;16.626;1;0;0
1981;4;14;18.035;1;0;0
1981;4;15;16.32;1;0;0
1981;4;16;14.854;1;0;0
1981;4;17;13.895;1;0;0
1981;4;18;13.054;1;0;0
1981;4;19;12.434;1;0;0
1981;4;20;11.633;1;0;0
1981;4;21;11.295;1;0;0
1981;4;22;10.871;1;0;0
1981;4;23;10.1;1;0;0
1981;4;24;10.178;1;0;0
1981;4;25;9.818;1;0;0
1981;4;26;9.504;1;0;0
1981;4;27;10.157;1;0;0
1981;4;28;10.845;1;0;0
1981;4;29;10.703;1;0;0
1981;4;30;18.615;1;0;0
1981;5;1;33.37;1;0;0
1981;5;2;18.087;1;0;0
1981;5;3;12.992;1;0;0
1981;5;4;11.38;1;0;0
1981;5;5;11.682;1;0;0
1981;5;6;11.064;1;0;0
1981;5;7;10.49;1;0;0
1981;5;8;10.133;1;0;0
1981;5;9;10.481;1;0;0
1981;5;10;10.57;1;0;0
1981;5;11;10.361;1;0;0
1981;5;12;9.817;1;0;0
