YYYY;MM;DD;qobs;ckhs;qceq;qcol
1997;9;17;1.392;1;0;0
1997;9;18;1.567;1;0;0
1997;9;19;1.61;1;0;0
1997;9;20;1.584;1;0;0
1997;9;21;1.553;1;0;0
1997;9;22;1.497;1;0;0
1997;9;23;1.483;1;0;0
1997;9;24;1.42;1;0;0
1997;9;25;1.36;1;0;0
1997;9;26;1.338;1;0;0
1997;9;27;1.33;1;0;0
1997;9;28;1.318;1;0;0
1997;9;29;1.26;1;0;0
1997;9;30;1.312;1;0;0
1997;10;1;3.39;1;0;0
1997;10;2;4.174;1;0;0
1997;10;3;4.374;1;0;0
1997;10;4;3.876;1;0;0
1997;10;5;3.6;1;0;0
1997;10;6;3.337;1;0;0
1997;10;7;3.022;1;0;0
1997;10;8;2.756;1;0;0
1997;10;9;2.585;1;0;0
1997;10;10;2.76;1;0;0
1997;10;11;2.986;1;0;0
1997;10;12;4.155;1;0;0
1997;10;13;4.227;1;0;0
1997;10;14;4.594;1;0;0
1997;10;15;5.271;1;0;0
1997;10;16;5.587;1;0;0
1997;10;17;5.267;1;0;0
1997;10;18;4.94;1;0;0
1997;10;19;4.723;1;0;0
1997;10;20;4.525;1;0;0
1997;10;21;4.202;1;0;0
1997;10;22;3.91;1;0;0
1997;10;23;3.367;1;0;0
1997;10;24;3.221;1;0;0
1997;10;25;2.961;1;0;0
1997;10;26;3.09;1;0;0
1997;10;27;3.255;1;0;0
1997;10;28;3.092;1;0;0
1997;10;29;2.807;1;0;0
1997;10;30;2.548;1;0;0
1997;10;31;2.229;1;0;0
1997;11;1;2.061;1;0;0
1997;11;2;1.998;1;0;0
1997;11;3;2.106;1;0;0
1997;11;4;2.045;1;0;0
1997;11;5;1.979;1;0;0
1997;11;6;1.924;1;0;0
1997;11;7;1.7;1;0;0
1997;11;8;1.64;1;0;0
1997;11;9;1.545;1;0;0
1997;11;10;1.753;1;0;0
1997;11;11;1.706;1;0;0
1997;11;12;1.644;1;0;0
1997;11;13;1.59;1;0;0
1997;11;14;1.559;1;0;0
1997;11;15;1.305;1;0;0
1997;11;16;0.911;1;0;0
1997;11;17;2.17;1;0;0
1997;11;18;2.017;1;0;0
1997;11;19;1.943;1;0;0
1997;11;20;1.85;1;0;0
1997;11;21;1.75;1;0;0
1997;11;22;1.722;1;0;0
1997;11;23;1.691;1;0;0
1997;11;24;1.683;1;0;0
1997;11;25;1.625;1;0;0
