YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;43.704;1;0;0
1981;1;2;48.787;1;0;0
1981;1;3;56.046;1;0;0
1981;1;4;56.925;1;0;0
1981;1;5;63.087;1;0;0
1981;1;6;58.304;1;0;0
1981;1;7;67.587;1;0;0
1981;1;8;101.458;1;0;0
1981;1;9;81.704;1;0;0
1981;1;10;64.042;1;0;0
1981;1;11;50.137;1;0;0
1981;1;12;62.908;1;0;0
1981;1;13;82.896;1;0;0
1981;1;14;84.517;1;0;0
1981;1;15;89.712;1;0;0
1981;1;16;80.908;1;0;0
1981;1;17;67.633;1;0;0
1981;1;18;52.067;1;0;0
1981;1;19;62.638;1;0;0
1981;1;20;83.379;1;0;0
1981;1;21;87.142;1;0;0
1981;1;22;81.333;1;0;0
1981;1;23;84.246;1;0;0
1981;1;24;76.825;1;0;0
1981;1;25;53.05;1;0;0
1981;1;26;56.408;1;0;0
1981;1;27;72.942;1;0;0
1981;1;28;71.146;1;0;0
1981;1;29;73.421;1;0;0
1981;1;30;75.362;1;0;0
1981;1;31;57.513;1;0;0
1981;2;1;44.896;1;0;0
1981;2;2;56.7;1;0;0
1981;2;3;75.608;1;0;0
1981;2;4;77.388;1;0;0
1981;2;5;77.862;1;0;0
1981;2;6;80.604;1;0;0
1981;2;7;60.517;1;0;0
1981;2;8;47.85;1;0;0
1981;2;9;54.721;1;0;0
1981;2;10;72.663;1;0;0
1981;2;11;77.987;1;0;0
1981;2;12;76.608;1;0;0
1981;2;13;74.367;1;0;0
1981;2;14;76.3;1;0;0
1981;2;15;50.317;1;0;0
1981;2;16;60.938;1;0;0
1981;2;17;86.142;1;0;0
1981;2;18;77.971;1;0;0
1981;2;19;80.017;1;0;0
1981;2;20;83.767;1;0;0
1981;2;21;65.142;1;0;0
1981;2;22;44.808;1;0;0
1981;2;23;65.154;1;0;0
1981;2;24;74.496;1;0;0
1981;2;25;72.537;1;0;0
1981;2;26;69.192;1;0;0
1981;2;27;77.396;1;0;0
1981;2;28;57.712;1;0;0
1981;3;1;44.95;1;0;0
1981;3;2;43.975;1;0;0
1981;3;3;61.475;1;0;0
1981;3;4;77.017;1;0;0
1981;3;5;80.188;1;0;0
1981;3;6;78.654;1;0;0
1981;3;7;70.138;1;0;0
1981;3;8;47.483;1;0;0
1981;3;9;61.579;1;0;0
1981;3;10;75.95;1;0;0
1981;3;11;89.371;1;0;0
1981;3;12;128.933;1;0;0
1981;3;13;128.046;1;0;0
1981;3;14;99.929;1;0;0
1981;3;15;79.408;1;0;0
1981;3;16;90.1;1;0;0
1981;3;17;100.554;1;0;0
1981;3;18;96.587;1;0;0
1981;3;19;93.533;1;0;0
1981;3;20;82.3;1;0;0
1981;3;21;71.108;1;0;0
1981;3;22;54.425;1;0;0
1981;3;23;67.225;1;0;0
1981;3;24;93.892;1;0;0
1981;3;25;117.221;1;0;0
1981;3;26;147.833;1;0;0
1981;3;27;144.167;1;0;0
1981;3;28;123.821;1;0;0
1981;3;29;113.438;1;0;0
