YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;1.945;1;0;0
1981;1;2;1.957;1;0;0
1981;1;3;4.084;1;0;0
1981;1;4;5.373;1;0;0
1981;1;5;2.986;1;0;0
1981;1;6;2.595;1;0;0
1981;1;7;2.355;1;0;0
1981;1;8;2.238;1;0;0
1981;1;9;2.175;1;0;0
1981;1;10;2.067;1;0;0
1981;1;11;2.008;1;0;0
1981;1;12;1.95;1;0;0
1981;1;13;1.909;1;0;0
1981;1;14;1.886;1;0;0
1981;1;15;1.902;1;0;0
1981;1;16;1.95;1;0;0
1981;1;17;1.95;1;0;0
1981;1;18;1.948;1;0;0
1981;1;19;1.935;1;0;0
1981;1;20;1.995;1;0;0
1981;1;21;1.933;1;0;0
1981;1;22;1.909;1;0;0
1981;1;23;1.85;1;0;0
1981;1;24;1.85;1;0;0
1981;1;25;1.848;1;0;0
1981;1;26;1.79;1;0;0
1981;1;27;1.788;1;0;0
1981;1;28;1.74;1;0;0
1981;1;29;1.74;1;0;0
1981;1;30;1.74;1;0;0
1981;1;31;1.74;1;0;0
1981;2;1;1.74;1;0;0
1981;2;2;1.74;1;0;0
1981;2;3;1.751;1;0;0
1981;2;4;2.005;1;0;0
1981;2;5;1.898;1;0;0
1981;2;6;1.854;1;0;0
1981;2;7;2.002;1;0;0
1981;2;8;5.637;1;0;0
1981;2;9;4.812;1;0;0
1981;2;10;3.223;1;0;0
1981;2;11;2.724;1;0;0
1981;2;12;2.41;1;0;0
1981;2;13;2.238;1;0;0
1981;2;14;2.054;1;0;0
1981;2;15;1.948;1;0;0
1981;2;16;1.902;1;0;0
1981;2;17;1.833;1;0;0
1981;2;18;1.805;1;0;0
1981;2;19;1.774;1;0;0
1981;2;20;1.732;1;0;0
1981;2;21;1.671;1;0;0
1981;2;22;1.645;1;0;0
1981;2;23;1.632;1;0;0
1981;2;24;1.633;1;0;0
1981;2;25;1.589;1;0;0
1981;2;26;1.553;1;0;0
1981;2;27;1.54;1;0;0
1981;2;28;1.538;1;0;0
1981;3;1;1.497;1;0;0
1981;3;2;1.51;1;0;0
1981;3;3;1.507;1;0;0
1981;3;4;1.492;1;0;0
1981;3;5;1.46;1;0;0
1981;3;6;1.495;1;0;0
1981;3;7;1.645;1;0;0
1981;3;8;1.956;1;0;0
1981;3;9;5.284;1;0;0
1981;3;10;24.462;1;0;0
1981;3;11;33.254;1;0;0
1981;3;12;37.921;1;0;0
1981;3;13;21.983;1;0;0
1981;3;14;18.367;1;0;0
1981;3;15;14.346;1;0;0
1981;3;16;12.046;1;0;0
1981;3;17;10.95;1;0;0
1981;3;18;9.959;1;0;0
1981;3;19;8.344;1;0;0
1981;3;20;7.462;1;0;0
1981;3;21;7.075;1;0;0
1981;3;22;7.53;1;0;0
1981;3;23;8.137;1;0;0
1981;3;24;16.549;1;0;0
1981;3;25;16.2;1;0;0
1981;3;26;15.65;1;0;0
1981;3;27;14.638;1;0;0
