YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;0.942;1;0;0
1981;1;2;0.925;1;0;0
1981;1;3;1.958;1;0;0
1981;1;4;8.007;1;0;0
1981;1;5;4.424;1;0;0
1981;1;6;2.529;1;0;0
1981;1;7;1.983;1;0;0
1981;1;8;1.614;1;0;0
1981;1;9;1.435;1;0;0
1981;1;10;1.268;1;0;0
1981;1;11;1.096;1;0;0
1981;1;12;1.003;1;0;0
1981;1;13;0.997;1;0;0
1981;1;14;0.894;1;0;0
1981;1;15;1.612;1;0;0
1981;1;16;1.449;1;0;0
1981;1;17;1.248;1;0;0
1981;1;18;1.496;1;0;0
1981;1;19;1.67;1;0;0
1981;1;20;2.558;1;0;0
1981;1;21;1.892;1;0;0
1981;1;22;1.494;1;0;0
1981;1;23;1.3;1;0;0
1981;1;24;1.092;1;0;0
1981;1;25;0.957;1;0;0
1981;1;26;0.995;1;0;0
1981;1;27;0.931;1;0;0
1981;1;28;0.832;1;0;0
1981;1;29;0.853;1;0;0
1981;1;30;0.801;1;0;0
1981;1;31;0.644;1;0;0
1981;2;1;0.586;1;0;0
1981;2;2;0.618;1;0;0
1981;2;3;0.673;1;0;0
1981;2;4;1.429;1;0;0
1981;2;5;1.275;1;0;0
1981;2;6;1.138;1;0;0
1981;2;7;4.181;1;0;0
1981;2;8;6.854;1;0;0
1981;2;9;5.206;1;0;0
1981;2;10;3.781;1;0;0
1981;2;11;2.927;1;0;0
1981;2;12;2.376;1;0;0
1981;2;13;1.857;1;0;0
1981;2;14;1.49;1;0;0
1981;2;15;1.225;1;0;0
1981;2;16;1.178;1;0;0
1981;2;17;1.127;1;0;0
1981;2;18;1.075;1;0;0
1981;2;19;0.978;1;0;0
1981;2;20;0.891;1;0;0
1981;2;21;0.737;1;0;0
1981;2;22;0.631;1;0;0
1981;2;23;0.644;1;0;0
1981;2;24;0.641;1;0;0
1981;2;25;0.603;1;0;0
1981;2;26;0.631;1;0;0
1981;2;27;0.649;1;0;0
1981;2;28;0.56;1;0;0
1981;3;1;1.029;1;0;0
