YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;0.386;1;0;0
1981;1;2;0.429;1;0;0
1981;1;3;3.127;1;0;0
1981;1;4;1.804;1;0;0
1981;1;5;0.69;1;0;0
1981;1;6;0.559;1;0;0
1981;1;7;0.485;1;0;0
1981;1;8;0.429;1;0;0
1981;1;9;0.418;1;0;0
1981;1;10;0.419;1;0;0
1981;1;11;0.402;1;0;0
1981;1;12;0.407;1;0;0
1981;1;13;0.395;1;0;0
1981;1;14;0.386;1;0;0
1981;1;15;0.558;1;0;0
1981;1;16;0.478;1;0;0
1981;1;17;0.441;1;0;0
1981;1;18;0.688;1;0;0
1981;1;19;0.74;1;0;0
1981;1;20;0.834;1;0;0
1981;1;21;0.568;1;0;0
1981;1;22;0.52;1;0;0
1981;1;23;0.462;1;0;0
1981;1;24;0.408;1;0;0
1981;1;25;0.405;1;0;0
1981;1;26;0.483;1;0;0
1981;1;27;0.432;1;0;0
1981;1;28;0.42;1;0;0
1981;1;29;0.412;1;0;0
1981;1;30;0.405;1;0;0
1981;1;31;0.384;1;0;0
1981;2;1;0.363;1;0;0
1981;2;2;0.368;1;0;0
1981;2;3;0.384;1;0;0
1981;2;4;1.752;1;0;0
1981;2;5;1.07;1;0;0
1981;2;6;0.664;1;0;0
1981;2;7;3.539;1;0;0
1981;2;8;7.532;1;0;0
1981;2;9;1.998;1;0;0
1981;2;10;0.979;1;0;0
1981;2;11;0.703;1;0;0
1981;2;12;0.591;1;0;0
1981;2;13;0.536;1;0;0
1981;2;14;0.518;1;0;0
1981;2;15;0.51;1;0;0
1981;2;16;0.504;1;0;0
1981;2;17;0.443;1;0;0
1981;2;18;0.426;1;0;0
1981;2;19;0.424;1;0;0
1981;2;20;0.432;1;0;0
1981;2;21;0.468;1;0;0
1981;2;22;0.442;1;0;0
1981;2;23;0.416;1;0;0
1981;2;24;0.413;1;0;0
1981;2;25;0.398;1;0;0
1981;2;26;0.414;1;0;0
1981;2;27;0.394;1;0;0
1981;2;28;0.379;1;0;0
1981;3;1;0.382;1;0;0
1981;3;2;0.363;1;0;0
1981;3;3;0.364;1;0;0
1981;3;4;0.365;1;0;0
1981;3;5;0.366;1;0;0
1981;3;6;0.368;1;0;0
1981;3;7;0.399;1;0;0
1981;3;8;0.399;1;0;0
1981;3;9;0.424;1;0;0
1981;3;10;0.632;1;0;0
1981;3;11;0.748;1;0;0
1981;3;12;0.751;1;0;0
1981;3;13;0.689;1;0;0
1981;3;14;0.569;1;0;0
1981;3;15;0.467;1;0;0
