YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;55.508;1;0;0
1981;1;2;59;1;0;0
1981;1;3;60.725;1;0;0
1981;1;4;72.417;1;0;0
1981;1;5;68.958;1;0;0
1981;1;6;63.654;1;0;0
1981;1;7;61.1;1;0;0
1981;1;8;52.65;1;0;0
1981;1;9;44.579;1;0;0
1981;1;10;41.371;1;0;0
1981;1;11;47.617;1;0;0
1981;1;12;51.008;1;0;0
1981;1;13;49.538;1;0;0
1981;1;14;49.542;1;0;0
1981;1;15;50.846;1;0;0
1981;1;16;51.646;1;0;0
1981;1;17;52.221;1;0;0
1981;1;18;50.846;1;0;0
1981;1;19;50.65;1;0;0
1981;1;20;51.538;1;0;0
1981;1;21;51.604;1;0;0
1981;1;22;53.662;1;0;0
1981;1;23;50.467;1;0;0
1981;1;24;48.075;1;0;0
1981;1;25;47.321;1;0;0
1981;1;26;48.954;1;0;0
1981;1;27;50.479;1;0;0
1981;1;28;49.325;1;0;0
1981;1;29;48.079;1;0;0
1981;1;30;44.663;1;0;0
1981;1;31;45.325;1;0;0
1981;2;1;47.738;1;0;0
1981;2;2;47.688;1;0;0
1981;2;3;48.95;1;0;0
1981;2;4;49.975;1;0;0
1981;2;5;50.467;1;0;0
1981;2;6;49.188;1;0;0
1981;2;7;49.729;1;0;0
1981;2;8;54.904;1;0;0
1981;2;9;60.262;1;0;0
1981;2;10;59.125;1;0;0
1981;2;11;54.358;1;0;0
1981;2;12;47;1;0;0
1981;2;13;47.521;1;0;0
1981;2;14;46.425;1;0;0
1981;2;15;45.808;1;0;0
1981;2;16;49.342;1;0;0
1981;2;17;49.963;1;0;0
1981;2;18;48.112;1;0;0
1981;2;19;46.521;1;0;0
1981;2;20;46.792;1;0;0
1981;2;21;48.746;1;0;0
1981;2;22;47.521;1;0;0
1981;2;23;45.654;1;0;0
1981;2;24;47.188;1;0;0
1981;2;25;48.287;1;0;0
1981;2;26;41.975;1;0;0
1981;2;27;39.458;1;0;0
1981;2;28;38.65;1;0;0
1981;3;1;40.554;1;0;0
1981;3;2;43.712;1;0;0
1981;3;3;43.854;1;0;0
1981;3;4;45.392;1;0;0
1981;3;5;44.329;1;0;0
1981;3;6;43.767;1;0;0
1981;3;7;45.567;1;0;0
1981;3;8;47.942;1;0;0
1981;3;9;52.642;1;0;0
1981;3;10;60.654;1;0;0
1981;3;11;98.521;1;0;0
1981;3;12;164.625;1;0;0
1981;3;13;203.5;1;0;0
1981;3;14;167.167;1;0;0
1981;3;15;142.167;1;0;0
1981;3;16;128.292;1;0;0
1981;3;17;118.958;1;0;0
1981;3;18;109.125;1;0;0
1981;3;19;99.471;1;0;0
1981;3;20;91.242;1;0;0
1981;3;21;88.912;1;0;0
1981;3;22;88.504;1;0;0
1981;3;23;91.029;1;0;0
1981;3;24;96.358;1;0;0
1981;3;25;122.333;1;0;0
1981;3;26;158.667;1;0;0
1981;3;27;189.708;1;0;0
1981;3;28;180.5;1;0;0
1981;3;29;170.5;1;0;0
1981;3;30;165.833;1;0;0
1981;3;31;184.542;1;0;0
1981;4;1;214.708;1;0;0
1981;4;2;238.667;1;0;0
1981;4;3;230.375;1;0;0
1981;4;4;214.042;1;0;0
1981;4;5;198.708;1;0;0
1981;4;6;192.583;1;0;0
1981;4;7;179.958;1;0;0
1981;4;8;179.208;1;0;0
1981;4;9;178.167;1;0;0
1981;4;10;181.375;1;0;0
1981;4;11;180.333;1;0;0
1981;4;12;175;1;0;0
1981;4;13;170.333;1;0;0
1981;4;14;170.292;1;0;0
1981;4;15;166.792;1;0;0
1981;4;16;166.542;1;0;0
1981;4;17;158.125;1;0;0
1981;4;18;146.5;1;0;0
1981;4;19;132.708;1;0;0
1981;4;20;122.542;1;0;0
1981;4;21;114;1;0;0
1981;4;22;107.792;1;0;0
1981;4;23;102.167;1;0;0
1981;4;24;100.842;1;0;0
1981;4;25;98.721;1;0;0
1981;4;26;95.008;1;0;0
1981;4;27;108.308;1;0;0
1981;4;28;108.508;1;0;0
1981;4;29;96.637;1;0;0
1981;4;30;91.762;1;0;0
1981;5;1;88.608;1;0;0
1981;5;2;91.996;1;0;0
1981;5;3;90.962;1;0;0
1981;5;4;93.679;1;0;0
1981;5;5;98.183;1;0;0
1981;5;6;92.633;1;0;0
1981;5;7;89.1;1;0;0
1981;5;8;94.946;1;0;0
1981;5;9;96.125;1;0;0
1981;5;10;103.783;1;0;0
1981;5;11;124.583;1;0;0
1981;5;12;158.417;1;0;0
1981;5;13;182.417;1;0;0
1981;5;14;161.792;1;0;0
1981;5;15;148.542;1;0;0
1981;5;16;145.917;1;0;0
1981;5;17;148.875;1;0;0
1981;5;18;154.083;1;0;0
1981;5;19;142.958;1;0;0
1981;5;20;142.167;1;0;0
1981;5;21;150.542;1;0;0
1981;5;22;162.083;1;0;0
1981;5;23;299.5;1;0;0
1981;5;24;254.75;1;0;0
1981;5;25;208.25;1;0;0
1981;5;26;189.417;1;0;0
1981;5;27;202.542;1;0;0
1981;5;28;253;1;0;0
1981;5;29;203.375;1;0;0
1981;5;30;175.417;1;0;0
1981;5;31;163.792;1;0;0
1981;6;1;159.875;1;0;0
1981;6;2;157.333;1;0;0
1981;6;3;156.292;1;0;0
1981;6;4;160;1;0;0
1981;6;5;160.542;1;0;0
1981;6;6;148.833;1;0;0
