YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;2.022;1;0;0
1981;1;2;1.987;1;0;0
1981;1;3;7.252;1;0;0
1981;1;4;20.755;1;0;0
1981;1;5;5.605;1;0;0
1981;1;6;3.476;1;0;0
1981;1;7;2.642;1;0;0
1981;1;8;2.31;1;0;0
1981;1;9;2.305;1;0;0
1981;1;10;2.27;1;0;0
1981;1;11;2.111;1;0;0
1981;1;12;1.892;1;0;0
1981;1;13;1.794;1;0;0
1981;1;14;1.613;1;0;0
1981;1;15;2.578;1;0;0
1981;1;16;1.916;1;0;0
1981;1;17;1.596;1;0;0
1981;1;18;1.543;1;0;0
1981;1;19;1.603;1;0;0
1981;1;20;2.45;1;0;0
1981;1;21;1.745;1;0;0
1981;1;22;1.42;1;0;0
1981;1;23;1.683;1;0;0
1981;1;24;1.784;1;0;0
1981;1;25;1.817;1;0;0
1981;1;26;1.693;1;0;0
1981;1;27;1.34;1;0;0
1981;1;28;1.289;1;0;0
1981;1;29;1.289;1;0;0
1981;1;30;1.295;1;0;0
1981;1;31;1.3;1;0;0
1981;2;1;1.31;1;0;0
1981;2;2;1.329;1;0;0
1981;2;3;1.352;1;0;0
1981;2;4;6.45;1;0;0
1981;2;5;8.017;1;0;0
1981;2;6;5.69;1;0;0
1981;2;7;11.871;1;0;0
1981;2;8;10.638;1;0;0
1981;2;9;6.21;1;0;0
1981;2;10;4.497;1;0;0
1981;2;11;3.675;1;0;0
1981;2;12;2.292;1;0;0
1981;2;13;1.763;1;0;0
1981;2;14;1.678;1;0;0
1981;2;15;1.504;1;0;0
1981;2;16;1.306;1;0;0
1981;2;17;1.229;1;0;0
1981;2;18;1.178;1;0;0
1981;2;19;1.196;1;0;0
1981;2;20;1.224;1;0;0
1981;2;21;1.071;1;0;0
1981;2;22;0.975;1;0;0
1981;2;23;0.932;1;0;0
1981;2;24;0.908;1;0;0
1981;2;25;0.814;1;0;0
1981;2;26;0.753;1;0;0
1981;2;27;0.794;1;0;0
1981;2;28;0.761;1;0;0
1981;3;1;0.925;1;0;0
1981;3;2;1.144;1;0;0
1981;3;3;1.909;1;0;0
1981;3;4;2.263;1;0;0
1981;3;5;1.838;1;0;0
1981;3;6;2.04;1;0;0
1981;3;7;8.194;1;0;0
1981;3;8;14.935;1;0;0
1981;3;9;24.904;1;0;0
1981;3;10;35.658;1;0;0
1981;3;11;34.583;1;0;0
1981;3;12;46.842;1;0;0
1981;3;13;35.404;1;0;0
1981;3;14;14.979;1;0;0
1981;3;15;9.171;1;0;0
1981;3;16;7.653;1;0;0
1981;3;17;6.148;1;0;0
1981;3;18;4.743;1;0;0
1981;3;19;3.988;1;0;0
1981;3;20;4.145;1;0;0
1981;3;21;5.29;1;0;0
1981;3;22;6.356;1;0;0
1981;3;23;8.73;1;0;0
1981;3;24;16.183;1;0;0
1981;3;25;21.55;1;0;0
1981;3;26;15.09;1;0;0
1981;3;27;7.495;1;0;0
1981;3;28;4.945;1;0;0
1981;3;29;4.351;1;0;0
1981;3;30;3.499;1;0;0
1981;3;31;2.879;1;0;0
1981;4;1;2.902;1;0;0
1981;4;2;2.813;1;0;0
1981;4;3;2.56;1;0;0
1981;4;4;2.06;1;0;0
1981;4;5;2.188;1;0;0
1981;4;6;2.612;1;0;0
1981;4;7;1.917;1;0;0
1981;4;8;1.657;1;0;0
1981;4;9;1.472;1;0;0
1981;4;10;1.4;1;0;0
1981;4;11;1.288;1;0;0
1981;4;12;1.247;1;0;0
1981;4;13;1.191;1;0;0
1981;4;14;1.082;1;0;0
1981;4;15;0.963;1;0;0
1981;4;16;0.904;1;0;0
1981;4;17;0.823;1;0;0
1981;4;18;0.795;1;0;0
1981;4;19;0.781;1;0;0
1981;4;20;0.768;1;0;0
1981;4;21;0.778;1;0;0
1981;4;22;0.803;1;0;0
1981;4;23;0.747;1;0;0
1981;4;24;0.718;1;0;0
1981;4;25;0.711;1;0;0
1981;4;26;0.694;1;0;0
1981;4;27;0.845;1;0;0
1981;4;28;1.35;1;0;0
1981;4;29;2.631;1;0;0
1981;4;30;3.12;1;0;0
1981;5;1;9.601;1;0;0
1981;5;2;11.937;1;0;0
1981;5;3;4.161;1;0;0
1981;5;4;2.413;1;0;0
1981;5;5;5.828;1;0;0
1981;5;6;7.235;1;0;0
1981;5;7;3.214;1;0;0
1981;5;8;1.908;1;0;0
1981;5;9;1.37;1;0;0
1981;5;10;1.14;1;0;0
1981;5;11;1.157;1;0;0
1981;5;12;1.28;1;0;0
1981;5;13;3.221;1;0;0
1981;5;14;2.095;1;0;0
1981;5;15;1.556;1;0;0
1981;5;16;2.296;1;0;0
1981;5;17;1.255;1;0;0
1981;5;18;1.073;1;0;0
1981;5;19;0.948;1;0;0
1981;5;20;0.862;1;0;0
1981;5;21;1.004;1;0;0
1981;5;22;1.529;1;0;0
1981;5;23;1.276;1;0;0
1981;5;24;1.71;1;0;0
1981;5;25;1.409;1;0;0
1981;5;26;2.963;1;0;0
1981;5;27;24.88;1;0;0
1981;5;28;4.787;1;0;0
1981;5;29;4.397;1;0;0
1981;5;30;2.976;1;0;0
1981;5;31;2.221;1;0;0
1981;6;1;1.502;1;0;0
1981;6;2;1.159;1;0;0
1981;6;3;0.972;1;0;0
1981;6;4;0.947;1;0;0
1981;6;5;0.895;1;0;0
1981;6;6;0.773;1;0;0
1981;6;7;1.094;1;0;0
1981;6;8;0.831;1;0;0
1981;6;9;0.834;1;0;0
1981;6;10;2.495;1;0;0
1981;6;11;0.94;1;0;0
1981;6;12;0.637;1;0;0
1981;6;13;0.562;1;0;0
1981;6;14;0.532;1;0;0
1981;6;15;0.516;1;0;0
1981;6;16;0.621;1;0;0
1981;6;17;0.576;1;0;0
1981;6;18;1.411;1;0;0
1981;6;19;2.765;1;0;0
1981;6;20;1.011;1;0;0
1981;6;21;2.493;1;0;0
1981;6;22;1.986;1;0;0
1981;6;23;1.12;1;0;0
1981;6;24;0.858;1;0;0
1981;6;25;0.745;1;0;0
1981;6;26;0.683;1;0;0
1981;6;27;0.6;1;0;0
1981;6;28;0.585;1;0;0
1981;6;29;0.76;1;0;0
1981;6;30;0.618;1;0;0
1981;7;1;0.554;1;0;0
1981;7;2;0.536;1;0;0
1981;7;3;4.993;1;0;0
1981;7;4;3.803;1;0;0
1981;7;5;1.146;1;0;0
1981;7;6;0.927;1;0;0
1981;7;7;0.729;1;0;0
1981;7;8;0.62;1;0;0
1981;7;9;0.567;1;0;0
1981;7;10;0.533;1;0;0
1981;7;11;3.409;1;0;0
1981;7;12;4.143;1;0;0
1981;7;13;3.752;1;0;0
1981;7;14;4.581;1;0;0
1981;7;15;1.438;1;0;0
1981;7;16;0.99;1;0;0
1981;7;17;1.442;1;0;0
1981;7;18;24.26;1;0;0
1981;7;19;45.608;1;0;0
1981;7;20;14.054;1;0;0
1981;7;21;18.333;1;0;0
1981;7;22;6.538;1;0;0
1981;7;23;3.968;1;0;0
1981;7;24;24.316;1;0;0
1981;7;25;16.192;1;0;0
1981;7;26;10.556;1;0;0
1981;7;27;6.671;1;0;0
1981;7;28;5.36;1;0;0
1981;7;29;3.486;1;0;0
1981;7;30;2.709;1;0;0
1981;7;31;2.225;1;0;0
1981;8;1;1.877;1;0;0
1981;8;2;1.647;1;0;0
1981;8;3;1.545;1;0;0
1981;8;4;2.212;1;0;0
1981;8;5;1.327;1;0;0
1981;8;6;1.174;1;0;0
1981;8;7;1.197;1;0;0
1981;8;8;5.072;1;0;0
1981;8;9;7.002;1;0;0
1981;8;10;3.636;1;0;0
1981;8;11;2.194;1;0;0
1981;8;12;1.657;1;0;0
1981;8;13;1.335;1;0;0
1981;8;14;1.173;1;0;0
1981;8;15;1.071;1;0;0
1981;8;16;1.026;1;0;0
1981;8;17;1.413;1;0;0
1981;8;18;0.996;1;0;0
1981;8;19;0.934;1;0;0
1981;8;20;0.989;1;0;0
1981;8;21;2.444;1;0;0
1981;8;22;1.141;1;0;0
1981;8;23;13.358;1;0;0
1981;8;24;3.031;1;0;0
1981;8;25;1.842;1;0;0
1981;8;26;1.361;1;0;0
1981;8;27;1.172;1;0;0
1981;8;28;1.074;1;0;0
1981;8;29;1.006;1;0;0
1981;8;30;0.91;1;0;0
1981;8;31;0.939;1;0;0
1981;9;1;6.208;1;0;0
1981;9;2;3.692;1;0;0
1981;9;3;1.885;1;0;0
1981;9;4;1.357;1;0;0
1981;9;5;1.171;1;0;0
1981;9;6;1.075;1;0;0
1981;9;7;0.986;1;0;0
1981;9;8;0.953;1;0;0
1981;9;9;1.253;1;0;0
1981;9;10;1.348;1;0;0
1981;9;11;10.318;1;0;0
1981;9;12;2.626;1;0;0
1981;9;13;5.146;1;0;0
1981;9;14;14.264;1;0;0
1981;9;15;4.195;1;0;0
1981;9;16;7.736;1;0;0
1981;9;17;4.128;1;0;0
1981;9;18;2.37;1;0;0
1981;9;19;2.189;1;0;0
1981;9;20;2.082;1;0;0
1981;9;21;1.587;1;0;0
1981;9;22;1.359;1;0;0
1981;9;23;26.8;1;0;0
1981;9;24;7.264;1;0;0
1981;9;25;4.648;1;0;0
1981;9;26;2.769;1;0;0
1981;9;27;2.292;1;0;0
1981;9;28;21.793;1;0;0
1981;9;29;64.75;1;0;0
1981;9;30;11.213;1;0;0
1981;10;1;5.116;1;0;0
1981;10;2;3.908;1;0;0
1981;10;3;3.775;1;0;0
1981;10;4;2.607;1;0;0
1981;10;5;2.191;1;0;0
1981;10;6;1.886;1;0;0
1981;10;7;2.696;1;0;0
1981;10;8;1.898;1;0;0
1981;10;9;1.666;1;0;0
1981;10;10;6.753;1;0;0
1981;10;11;15.011;1;0;0
1981;10;12;14.719;1;0;0
1981;10;13;24.622;1;0;0
1981;10;14;6.83;1;0;0
1981;10;15;37.642;1;0;0
1981;10;16;10.261;1;0;0
1981;10;17;4.609;1;0;0
1981;10;18;3.397;1;0;0
1981;10;19;4.075;1;0;0
1981;10;20;2.543;1;0;0
1981;10;21;7.733;1;0;0
1981;10;22;9.602;1;0;0
1981;10;23;7.256;1;0;0
1981;10;24;9.143;1;0;0
1981;10;25;5.893;1;0;0
1981;10;26;4.344;1;0;0
1981;10;27;4.682;1;0;0
1981;10;28;6.779;1;0;0
1981;10;29;6.229;1;0;0
1981;10;30;35.81;1;0;0
1981;10;31;21.467;1;0;0
1981;11;1;7.766;1;0;0
1981;11;2;4.553;1;0;0
1981;11;3;3.254;1;0;0
1981;11;4;2.627;1;0;0
1981;11;5;2.307;1;0;0
1981;11;6;2.169;1;0;0
1981;11;7;1.892;1;0;0
1981;11;8;1.698;1;0;0
1981;11;9;1.476;1;0;0
1981;11;10;1.357;1;0;0
1981;11;11;1.24;1;0;0
1981;11;12;1.235;1;0;0
1981;11;13;1.404;1;0;0
1981;11;14;1.729;1;0;0
1981;11;15;1.687;1;0;0
1981;11;16;1.343;1;0;0
1981;11;17;1.297;1;0;0
1981;11;18;2.57;1;0;0
1981;11;19;4.271;1;0;0
1981;11;20;3.235;1;0;0
1981;11;21;2.09;1;0;0
1981;11;22;1.688;1;0;0
1981;11;23;1.501;1;0;0
1981;11;24;1.952;1;0;0
1981;11;25;1.925;1;0;0
1981;11;26;1.56;1;0;0
1981;11;27;2.066;1;0;0
1981;11;28;4.297;1;0;0
1981;11;29;3.04;1;0;0
1981;11;30;3.026;1;0;0
1981;12;1;14.065;1;0;0
1981;12;2;6.144;1;0;0
1981;12;3;4.124;1;0;0
1981;12;4;3.617;1;0;0
1981;12;5;5.559;1;0;0
1981;12;6;3.716;1;0;0
1981;12;7;3.197;1;0;0
1981;12;8;14.132;1;0;0
1981;12;9;19.572;1;0;0
1981;12;10;6.944;1;0;0
1981;12;11;5.095;1;0;0
1981;12;12;11.95;1;0;0
1981;12;13;6.632;1;0;0
1981;12;14;5.505;1;0;0
1981;12;15;5.493;1;0;0
1981;12;16;19.515;1;0;0
1981;12;17;9.991;1;0;0
1981;12;18;6.034;1;0;0
1981;12;19;4.678;1;0;0
1981;12;20;3.549;1;0;0
1981;12;21;3.375;1;0;0
1981;12;22;3.363;1;0;0
1981;12;23;3.089;1;0;0
1981;12;24;2.982;1;0;0
1981;12;25;2.959;1;0;0
1981;12;26;2.832;1;0;0
1981;12;27;2.45;1;0;0
1981;12;28;2.695;1;0;0
1981;12;29;2.667;1;0;0
1981;12;30;2.59;1;0;0
1981;12;31;5.263;1;0;0
1982;1;1;8.377;1;0;0
1982;1;2;8.53;1;0;0
1982;1;3;5.942;1;0;0
1982;1;4;10.248;1;0;0
1982;1;5;27.975;1;0;0
1982;1;6;52;1;0;0
1982;1;7;14.44;1;0;0
1982;1;8;6.584;1;0;0
1982;1;9;16.25;1;0;0
1982;1;10;19.784;1;0;0
1982;1;11;7.588;1;0;0
1982;1;12;16.565;1;0;0
1982;1;13;7.34;1;0;0
1982;1;14;4.988;1;0;0
1982;1;15;4.127;1;0;0
1982;1;16;3.536;1;0;0
1982;1;17;3.132;1;0;0
1982;1;18;2.803;1;0;0
1982;1;19;2.749;1;0;0
1982;1;20;2.728;1;0;0
1982;1;21;2.773;1;0;0
1982;1;22;2.737;1;0;0
1982;1;23;2.328;1;0;0
1982;1;24;1.897;1;0;0
1982;1;25;1.752;1;0;0
1982;1;26;1.544;1;0;0
1982;1;27;1.743;1;0;0
1982;1;28;1.723;1;0;0
1982;1;29;1.674;1;0;0
1982;1;30;12.179;1;0;0
1982;1;31;33.8;1;0;0
1982;2;1;15.272;1;0;0
1982;2;2;5.985;1;0;0
1982;2;3;4.06;1;0;0
1982;2;4;3.327;1;0;0
1982;2;5;2.862;1;0;0
1982;2;6;2.61;1;0;0
1982;2;7;2.832;1;0;0
1982;2;8;3.96;1;0;0
1982;2;9;4.488;1;0;0
1982;2;10;3.746;1;0;0
1982;2;11;3.734;1;0;0
1982;2;12;3.812;1;0;0
1982;2;13;3.595;1;0;0
1982;2;14;3.317;1;0;0
1982;2;15;3.205;1;0;0
1982;2;16;2.965;1;0;0
1982;2;17;2.816;1;0;0
1982;2;18;2.636;1;0;0
1982;2;19;2.568;1;0;0
1982;2;20;2.382;1;0;0
1982;2;21;2.192;1;0;0
1982;2;22;1.931;1;0;0
1982;2;23;1.715;1;0;0
1982;2;24;1.764;1;0;0
1982;2;25;1.751;1;0;0
1982;2;26;1.769;1;0;0
1982;2;27;1.732;1;0;0
1982;2;28;1.63;1;0;0
1982;3;1;3.022;1;0;0
1982;3;2;8.53;1;0;0
1982;3;3;5.291;1;0;0
1982;3;4;5.368;1;0;0
1982;3;5;5.263;1;0;0
