YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;0.783;1;0;0
1981;1;2;0.898;1;0;0
1981;1;3;0.778;1;0;0
1981;1;4;0.671;1;0;0
1981;1;5;0.971;1;0;0
1981;1;6;0.873;1;0;0
1981;1;7;1.048;1;0;0
1981;1;8;1.007;1;0;0
1981;1;9;0.896;1;0;0
1981;1;10;0.913;1;0;0
1981;1;11;1.05;1;0;0
1981;1;12;0.977;1;0;0
1981;1;13;1.177;1;0;0
1981;1;14;1.056;1;0;0
1981;1;15;1.106;1;0;0
1981;1;16;0.946;1;0;0
1981;1;17;1.037;1;0;0
1981;1;18;1.099;1;0;0
1981;1;19;1.076;1;0;0
1981;1;20;1.227;1;0;0
1981;1;21;1.29;1;0;0
1981;1;22;1.209;1;0;0
1981;1;23;1.217;1;0;0
1981;1;24;0.894;1;0;0
1981;1;25;0.921;1;0;0
1981;1;26;1.208;1;0;0
1981;1;27;1.198;1;0;0
1981;1;28;1.068;1;0;0
1981;1;29;1.238;1;0;0
1981;1;30;1.005;1;0;0
1981;1;31;0.846;1;0;0
1981;2;1;0.866;1;0;0
1981;2;2;1.207;1;0;0
1981;2;3;1.209;1;0;0
1981;2;4;1.168;1;0;0
1981;2;5;1.095;1;0;0
1981;2;6;1.045;1;0;0
1981;2;7;1.07;1;0;0
1981;2;8;0.886;1;0;0
1981;2;9;1.08;1;0;0
1981;2;10;0.871;1;0;0
1981;2;11;1.012;1;0;0
1981;2;12;1.02;1;0;0
1981;2;13;1.058;1;0;0
1981;2;14;1.062;1;0;0
1981;2;15;0.823;1;0;0
1981;2;16;1.171;1;0;0
1981;2;17;1.19;1;0;0
1981;2;18;1.193;1;0;0
1981;2;19;1.091;1;0;0
1981;2;20;0.964;1;0;0
1981;2;21;0.961;1;0;0
1981;2;22;0.793;1;0;0
1981;2;23;1.043;1;0;0
1981;2;24;1.053;1;0;0
1981;2;25;1.051;1;0;0
1981;2;26;1.008;1;0;0
1981;2;27;1.025;1;0;0
1981;2;28;0.946;1;0;0
1981;3;1;0.936;1;0;0
1981;3;2;1.107;1;0;0
1981;3;3;1.068;1;0;0
1981;3;4;0.864;1;0;0
1981;3;5;0.877;1;0;0
1981;3;6;0.998;1;0;0
1981;3;7;0.76;1;0;0
1981;3;8;0.784;1;0;0
1981;3;9;0.9;1;0;0
1981;3;10;0.982;1;0;0
1981;3;11;1.513;1;0;0
1981;3;12;2.521;1;0;0
1981;3;13;2.024;1;0;0
1981;3;14;1.889;1;0;0
1981;3;15;1.304;1;0;0
1981;3;16;1.353;1;0;0
1981;3;17;1.127;1;0;0
1981;3;18;1.089;1;0;0
1981;3;19;1.186;1;0;0
1981;3;20;1.284;1;0;0
1981;3;21;1.221;1;0;0
1981;3;22;1.125;1;0;0
1981;3;23;1.052;1;0;0
1981;3;24;1.026;1;0;0
1981;3;25;2.24;1;0;0
1981;3;26;2.848;1;0;0
1981;3;27;2.967;1;0;0
1981;3;28;2.497;1;0;0
1981;3;29;2.654;1;0;0
1981;3;30;2.116;1;0;0
1981;3;31;2.895;1;0;0
1981;4;1;3.392;1;0;0
1981;4;2;3.888;1;0;0
1981;4;3;3.757;1;0;0
1981;4;4;2.578;1;0;0
1981;4;5;2.78;1;0;0
1981;4;6;3.078;1;0;0
1981;4;7;3.116;1;0;0
1981;4;8;4.86;1;0;0
1981;4;9;3.82;1;0;0
1981;4;10;3.694;1;0;0
1981;4;11;3.357;1;0;0
1981;4;12;4.15;1;0;0
1981;4;13;4.217;1;0;0
1981;4;14;4.122;1;0;0
1981;4;15;3.998;1;0;0
1981;4;16;3.827;1;0;0
1981;4;17;3.947;1;0;0
1981;4;18;3.039;1;0;0
1981;4;19;2.142;1;0;0
1981;4;20;1.947;1;0;0
1981;4;21;2.106;1;0;0
1981;4;22;1.914;1;0;0
1981;4;23;1.956;1;0;0
1981;4;24;2.04;1;0;0
1981;4;25;1.9;1;0;0
1981;4;26;1.81;1;0;0
1981;4;27;1.848;1;0;0
1981;4;28;1.851;1;0;0
1981;4;29;1.844;1;0;0
1981;4;30;1.822;1;0;0
1981;5;1;1.836;1;0;0
1981;5;2;1.551;1;0;0
1981;5;3;1.394;1;0;0
1981;5;4;1.715;1;0;0
1981;5;5;1.85;1;0;0
1981;5;6;2.287;1;0;0
1981;5;7;2.097;1;0;0
1981;5;8;2.021;1;0;0
1981;5;9;2.44;1;0;0
1981;5;10;4.767;1;0;0
1981;5;11;5.505;1;0;0
1981;5;12;5.529;1;0;0
1981;5;13;5.219;1;0;0
1981;5;14;6.183;1;0;0
1981;5;15;6.244;1;0;0
1981;5;16;4.731;1;0;0
