YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;1515.875;1;0;0
1981;1;2;1491.417;1;0;0
1981;1;3;1561.375;1;0;0
1981;1;4;2439.458;1;0;0
1981;1;5;2851.625;1;0;0
1981;1;6;2607.667;1;0;0
1981;1;7;2475.708;1;0;0
1981;1;8;2252.208;1;0;0
1981;1;9;2021.417;1;0;0
1981;1;10;1885.792;1;0;0
1981;1;11;1717.583;1;0;0
1981;1;12;1660.25;1;0;0
1981;1;13;1617.958;1;0;0
1981;1;14;1569.875;1;0;0
1981;1;15;1547.458;1;0;0
1981;1;16;1624.667;1;0;0
1981;1;17;1568.208;1;0;0
1981;1;18;1505.375;1;0;0
1981;1;19;1537;1;0;0
1981;1;20;1541.042;1;0;0
1981;1;21;1633.708;1;0;0
1981;1;22;1625.833;1;0;0
1981;1;23;1595.292;1;0;0
1981;1;24;1507;1;0;0
1981;1;25;1436.125;1;0;0
1981;1;26;1392.708;1;0;0
1981;1;27;1383.167;1;0;0
1981;1;28;1317.417;1;0;0
1981;1;29;1304.5;1;0;0
1981;1;30;1290.75;1;0;0
1981;1;31;1239.5;1;0;0
1981;2;1;1248.333;1;0;0
1981;2;2;1185.542;1;0;0
1981;2;3;1156.125;1;0;0
1981;2;4;1265.5;1;0;0
1981;2;5;1602.542;1;0;0
1981;2;6;1681.917;1;0;0
1981;2;7;1664.958;1;0;0
1981;2;8;2420.125;1;0;0
1981;2;9;3418.667;1;0;0
1981;2;10;3060.292;1;0;0
1981;2;11;2925.042;1;0;0
1981;2;12;2822.917;1;0;0
1981;2;13;2555.583;1;0;0
1981;2;14;2260.917;1;0;0
1981;2;15;2041.833;1;0;0
1981;2;16;1804.375;1;0;0
1981;2;17;1695.625;1;0;0
1981;2;18;1639.833;1;0;0
1981;2;19;1611.25;1;0;0
1981;2;20;1569.875;1;0;0
1981;2;21;1542.042;1;0;0
1981;2;22;1493.458;1;0;0
1981;2;23;1410.417;1;0;0
1981;2;24;1374.5;1;0;0
1981;2;25;1385.208;1;0;0
1981;2;26;1366.208;1;0;0
1981;2;27;1345.958;1;0;0
1981;2;28;1298;1;0;0
1981;3;1;1275.25;1;0;0
1981;3;2;1280;1;0;0
1981;3;3;1255.292;1;0;0
1981;3;4;1219.958;1;0;0
1981;3;5;1310.25;1;0;0
1981;3;6;1294.542;1;0;0
1981;3;7;1331.292;1;0;0
1981;3;8;1365.292;1;0;0
1981;3;9;1484.458;1;0;0
1981;3;10;2001.458;1;0;0
1981;3;11;3217.5;1;0;0
1981;3;12;4346;1;0;0
1981;3;13;5216.833;1;0;0
1981;3;14;5686.333;1;0;0
1981;3;15;5447.292;1;0;0
1981;3;16;4516.958;1;0;0
1981;3;17;4087.958;1;0;0
1981;3;18;3726.458;1;0;0
1981;3;19;3357.708;1;0;0
1981;3;20;3088.708;1;0;0
1981;3;21;2842.208;1;0;0
1981;3;22;2610.25;1;0;0
1981;3;23;2455.75;1;0;0
1981;3;24;2485.583;1;0;0
1981;3;25;2803.333;1;0;0
1981;3;26;3467.958;1;0;0
1981;3;27;3792.792;1;0;0
1981;3;28;3884.708;1;0;0
1981;3;29;3458.792;1;0;0
1981;3;30;3321.333;1;0;0
1981;3;31;3451.292;1;0;0
1981;4;1;3623.667;1;0;0
1981;4;2;3725.875;1;0;0
1981;4;3;3600.208;1;0;0
1981;4;4;3412.375;1;0;0
1981;4;5;3182.167;1;0;0
1981;4;6;2973.292;1;0;0
1981;4;7;2838.417;1;0;0
1981;4;8;2756.792;1;0;0
1981;4;9;2774.625;1;0;0
1981;4;10;2764.833;1;0;0
1981;4;11;2735.208;1;0;0
1981;4;12;2667.417;1;0;0
1981;4;13;2558.292;1;0;0
1981;4;14;2473.375;1;0;0
1981;4;15;2481.25;1;0;0
1981;4;16;2462.167;1;0;0
1981;4;17;2416.25;1;0;0
1981;4;18;2323.083;1;0;0
1981;4;19;2156.042;1;0;0
1981;4;20;1969.917;1;0;0
1981;4;21;1889.458;1;0;0
1981;4;22;1830.375;1;0;0
1981;4;23;1814.167;1;0;0
1981;4;24;1772;1;0;0
1981;4;25;1769.792;1;0;0
1981;4;26;1714.708;1;0;0
1981;4;27;1599.208;1;0;0
1981;4;28;1740.208;1;0;0
1981;4;29;1697.5;1;0;0
1981;4;30;1663.583;1;0;0
1981;5;1;1694.25;1;0;0
1981;5;2;2095.833;1;0;0
1981;5;3;2194.208;1;0;0
1981;5;4;1898.417;1;0;0
1981;5;5;1866.167;1;0;0
1981;5;6;1957.833;1;0;0
1981;5;7;1859.75;1;0;0
1981;5;8;1811.208;1;0;0
1981;5;9;1857.875;1;0;0
1981;5;10;1766.167;1;0;0
1981;5;11;1823.417;1;0;0
1981;5;12;1995.333;1;0;0
1981;5;13;2020.75;1;0;0
1981;5;14;1898.708;1;0;0
1981;5;15;1866.792;1;0;0
1981;5;16;1816.333;1;0;0
1981;5;17;1820.875;1;0;0
1981;5;18;1750.875;1;0;0
1981;5;19;1793.083;1;0;0
1981;5;20;1772.583;1;0;0
1981;5;21;1788.5;1;0;0
1981;5;22;1854.5;1;0;0
1981;5;23;2079.792;1;0;0
1981;5;24;2742.583;1;0;0
1981;5;25;2240.667;1;0;0
1981;5;26;2028.375;1;0;0
1981;5;27;2095.042;1;0;0
1981;5;28;2373.125;1;0;0
1981;5;29;2394.208;1;0;0
1981;5;30;2279.75;1;0;0
1981;5;31;2177.333;1;0;0
1981;6;1;2061;1;0;0
1981;6;2;2089.25;1;0;0
1981;6;3;2214.708;1;0;0
1981;6;4;2326.708;1;0;0
1981;6;5;2413.5;1;0;0
1981;6;6;2435.25;1;0;0
1981;6;7;2129.375;1;0;0
1981;6;8;1834.958;1;0;0
1981;6;9;1744.458;1;0;0
1981;6;10;1820.25;1;0;0
1981;6;11;2267.5;1;0;0
1981;6;12;2384.583;1;0;0
1981;6;13;2163.833;1;0;0
1981;6;14;2066.958;1;0;0
1981;6;15;2039.333;1;0;0
1981;6;16;1958.333;1;0;0
1981;6;17;2035.333;1;0;0
1981;6;18;2034.5;1;0;0
1981;6;19;1854.458;1;0;0
1981;6;20;2202.042;1;0;0
1981;6;21;2005.917;1;0;0
1981;6;22;1708.75;1;0;0
1981;6;23;1801.375;1;0;0
1981;6;24;1980.25;1;0;0
1981;6;25;2190.208;1;0;0
1981;6;26;2115.333;1;0;0
1981;6;27;1865.583;1;0;0
1981;6;28;1758.292;1;0;0
1981;6;29;1628.458;1;0;0
1981;6;30;1672.292;1;0;0
1981;7;1;1900.458;1;0;0
1981;7;2;1723.417;1;0;0
1981;7;3;1641.583;1;0;0
1981;7;4;1665.208;1;0;0
1981;7;5;1894.958;1;0;0
1981;7;6;1770.625;1;0;0
1981;7;7;1578.875;1;0;0
1981;7;8;1598.417;1;0;0
1981;7;9;1581.875;1;0;0
1981;7;10;1510.583;1;0;0
1981;7;11;1521.208;1;0;0
1981;7;12;1457.833;1;0;0
1981;7;13;1481.792;1;0;0
1981;7;14;1596.125;1;0;0
1981;7;15;1695.292;1;0;0
1981;7;16;1790.292;1;0;0
1981;7;17;1701.75;1;0;0
1981;7;18;1641;1;0;0
1981;7;19;2068.25;1;0;0
1981;7;20;4532.5;1;0;0
1981;7;21;5622.875;1;0;0
1981;7;22;6689.458;1;0;0
1981;7;23;7490.333;1;0;0
1981;7;24;7663.875;1;0;0
1981;7;25;6662.5;1;0;0
1981;7;26;5324.375;1;0;0
1981;7;27;4399.5;1;0;0
1981;7;28;4070.917;1;0;0
1981;7;29;4137.417;1;0;0
1981;7;30;3580.917;1;0;0
1981;7;31;3244.958;1;0;0
1981;8;1;2958.125;1;0;0
1981;8;2;2721.917;1;0;0
1981;8;3;2510.292;1;0;0
1981;8;4;2453.792;1;0;0
1981;8;5;2582.167;1;0;0
1981;8;6;2483.583;1;0;0
1981;8;7;2241.875;1;0;0
1981;8;8;2191.25;1;0;0
1981;8;9;2146.5;1;0;0
1981;8;10;2049.292;1;0;0
1981;8;11;2192.667;1;0;0
1981;8;12;2186.042;1;0;0
1981;8;13;2203.042;1;0;0
1981;8;14;2038.708;1;0;0
1981;8;15;1935.75;1;0;0
1981;8;16;1833.75;1;0;0
1981;8;17;1723.083;1;0;0
1981;8;18;1960.375;1;0;0
1981;8;19;2075.083;1;0;0
1981;8;20;1865.875;1;0;0
1981;8;21;1782.042;1;0;0
1981;8;22;2033.667;1;0;0
1981;8;23;2004;1;0;0
1981;8;24;2040.417;1;0;0
1981;8;25;2357.042;1;0;0
1981;8;26;2528.25;1;0;0
1981;8;27;2233.5;1;0;0
1981;8;28;2191.958;1;0;0
1981;8;29;2558.625;1;0;0
1981;8;30;2528.542;1;0;0
1981;8;31;2025.583;1;0;0
1981;9;1;1809;1;0;0
1981;9;2;1813.792;1;0;0
1981;9;3;1916.125;1;0;0
1981;9;4;1734.083;1;0;0
1981;9;5;1709.417;1;0;0
1981;9;6;1622.417;1;0;0
1981;9;7;1513.708;1;0;0
1981;9;8;1437.458;1;0;0
1981;9;9;1426.875;1;0;0
1981;9;10;1470.583;1;0;0
1981;9;11;1486.208;1;0;0
1981;9;12;1536.708;1;0;0
1981;9;13;1528.625;1;0;0
1981;9;14;1530.667;1;0;0
1981;9;15;2305;1;0;0
1981;9;16;2302.458;1;0;0
1981;9;17;2258.292;1;0;0
1981;9;18;2571;1;0;0
1981;9;19;2214.708;1;0;0
1981;9;20;1925;1;0;0
1981;9;21;1758.875;1;0;0
1981;9;22;1639.542;1;0;0
1981;9;23;1605.708;1;0;0
1981;9;24;1606.792;1;0;0
1981;9;25;1790.458;1;0;0
1981;9;26;1896.583;1;0;0
1981;9;27;1966.125;1;0;0
1981;9;28;1670;1;0;0
1981;9;29;1673.917;1;0;0
1981;9;30;1783.667;1;0;0
1981;10;1;2250.208;1;0;0
1981;10;2;2576.25;1;0;0
1981;10;3;2553.625;1;0;0
1981;10;4;2418.708;1;0;0
1981;10;5;2150.833;1;0;0
1981;10;6;1958.167;1;0;0
1981;10;7;1844.792;1;0;0
1981;10;8;1790.917;1;0;0
1981;10;9;1717.917;1;0;0
1981;10;10;1667.875;1;0;0
1981;10;11;1638;1;0;0
