YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;1.452;1;0;0
1981;1;2;1.466;1;0;0
1981;1;3;2.478;1;0;0
1981;1;4;2.514;1;0;0
1981;1;5;2.418;1;0;0
1981;1;6;2.382;1;0;0
1981;1;7;2.272;1;0;0
1981;1;8;2.039;1;0;0
1981;1;9;1.857;1;0;0
1981;1;10;1.863;1;0;0
1981;1;11;1.97;1;0;0
1981;1;12;2.041;1;0;0
1981;1;13;2.118;1;0;0
1981;1;14;2.198;1;0;0
1981;1;15;2.155;1;0;0
1981;1;16;2.08;1;0;0
1981;1;17;1.974;1;0;0
1981;1;18;1.965;1;0;0
1981;1;19;1.987;1;0;0
1981;1;20;1.986;1;0;0
1981;1;21;1.97;1;0;0
1981;1;22;1.946;1;0;0
1981;1;23;1.959;1;0;0
1981;1;24;1.958;1;0;0
1981;1;25;1.95;1;0;0
1981;1;26;1.918;1;0;0
1981;1;27;1.862;1;0;0
1981;1;28;1.844;1;0;0
1981;1;29;1.852;1;0;0
1981;1;30;1.855;1;0;0
1981;1;31;1.855;1;0;0
1981;2;1;1.865;1;0;0
1981;2;2;1.825;1;0;0
1981;2;3;1.76;1;0;0
1981;2;4;1.74;1;0;0
1981;2;5;1.681;1;0;0
1981;2;6;1.597;1;0;0
1981;2;7;1.627;1;0;0
1981;2;8;1.633;1;0;0
1981;2;9;1.803;1;0;0
1981;2;10;1.811;1;0;0
1981;2;11;1.853;1;0;0
1981;2;12;1.823;1;0;0
1981;2;13;1.735;1;0;0
1981;2;14;1.685;1;0;0
1981;2;15;1.642;1;0;0
1981;2;16;1.63;1;0;0
1981;2;17;1.606;1;0;0
1981;2;18;1.591;1;0;0
1981;2;19;1.593;1;0;0
1981;2;20;1.561;1;0;0
1981;2;21;1.52;1;0;0
1981;2;22;1.547;1;0;0
1981;2;23;1.552;1;0;0
1981;2;24;1.582;1;0;0
1981;2;25;1.516;1;0;0
1981;2;26;1.482;1;0;0
1981;2;27;1.479;1;0;0
1981;2;28;1.477;1;0;0
1981;3;1;1.465;1;0;0
1981;3;2;1.545;1;0;0
1981;3;3;1.631;1;0;0
1981;3;4;1.682;1;0;0
1981;3;5;1.668;1;0;0
1981;3;6;1.631;1;0;0
