YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;2.021;1;0;0
1981;1;2;2.04;1;0;0
1981;1;3;2.103;1;0;0
1981;1;4;2.339;1;0;0
1981;1;5;2.178;1;0;0
1981;1;6;2.136;1;0;0
1981;1;7;2.077;1;0;0
1981;1;8;2.018;1;0;0
1981;1;9;1.993;1;0;0
1981;1;10;2.049;1;0;0
1981;1;11;2.024;1;0;0
1981;1;12;1.976;1;0;0
1981;1;13;1.998;1;0;0
1981;1;14;1.924;1;0;0
1981;1;15;1.867;1;0;0
1981;1;16;1.924;1;0;0
1981;1;17;1.951;1;0;0
1981;1;18;1.914;1;0;0
1981;1;19;1.94;1;0;0
1981;1;20;1.89;1;0;0
1981;1;21;1.797;1;0;0
1981;1;22;1.757;1;0;0
1981;1;23;1.739;1;0;0
1981;1;24;1.771;1;0;0
1981;1;25;1.742;1;0;0
1981;1;26;1.723;1;0;0
1981;1;27;1.711;1;0;0
1981;1;28;1.698;1;0;0
1981;1;29;1.686;1;0;0
1981;1;30;1.674;1;0;0
1981;1;31;1.662;1;0;0
1981;2;1;1.655;1;0;0
1981;2;2;1.706;1;0;0
1981;2;3;1.736;1;0;0
1981;2;4;1.74;1;0;0
1981;2;5;1.74;1;0;0
1981;2;6;1.744;1;0;0
1981;2;7;1.75;1;0;0
1981;2;8;1.75;1;0;0
1981;2;9;1.847;1;0;0
1981;2;10;1.858;1;0;0
1981;2;11;1.821;1;0;0
1981;2;12;1.793;1;0;0
1981;2;13;1.772;1;0;0
1981;2;14;1.74;1;0;0
1981;2;15;1.708;1;0;0
1981;2;16;1.703;1;0;0
1981;2;17;1.718;1;0;0
1981;2;18;1.734;1;0;0
1981;2;19;1.749;1;0;0
1981;2;20;1.765;1;0;0
1981;2;21;1.778;1;0;0
1981;2;22;1.766;1;0;0
1981;2;23;1.839;1;0;0
1981;2;24;1.82;1;0;0
1981;2;25;1.824;1;0;0
1981;2;26;1.83;1;0;0
1981;2;27;1.83;1;0;0
1981;2;28;1.83;1;0;0
1981;3;1;1.781;1;0;0
1981;3;2;1.744;1;0;0
1981;3;3;1.74;1;0;0
1981;3;4;1.819;1;0;0
1981;3;5;1.805;1;0;0
1981;3;6;1.859;1;0;0
1981;3;7;1.855;1;0;0
1981;3;8;1.892;1;0;0
1981;3;9;2.318;1;0;0
1981;3;10;3.181;1;0;0
1981;3;11;7.343;1;0;0
1981;3;12;16.872;1;0;0
1981;3;13;13.595;1;0;0
1981;3;14;7.308;1;0;0
1981;3;15;5.533;1;0;0
1981;3;16;4.95;1;0;0
1981;3;17;4.658;1;0;0
1981;3;18;4.405;1;0;0
1981;3;19;4.253;1;0;0
1981;3;20;4.056;1;0;0
1981;3;21;3.986;1;0;0
1981;3;22;4.199;1;0;0
1981;3;23;4.502;1;0;0
1981;3;24;8.189;1;0;0
1981;3;25;18.903;1;0;0
1981;3;26;17.279;1;0;0
1981;3;27;12.943;1;0;0
1981;3;28;9.833;1;0;0
1981;3;29;10.163;1;0;0
1981;3;30;11.132;1;0;0
1981;3;31;11.674;1;0;0
1981;4;1;11.781;1;0;0
1981;4;2;10.281;1;0;0
1981;4;3;10.067;1;0;0
1981;4;4;8.744;1;0;0
1981;4;5;8.862;1;0;0
1981;4;6;7.055;1;0;0
1981;4;7;6.913;1;0;0
1981;4;8;7.995;1;0;0
1981;4;9;9.353;1;0;0
1981;4;10;7.668;1;0;0
1981;4;11;6.991;1;0;0
1981;4;12;6.555;1;0;0
1981;4;13;6.551;1;0;0
1981;4;14;6.41;1;0;0
1981;4;15;6.272;1;0;0
1981;4;16;5.783;1;0;0
1981;4;17;4.942;1;0;0
1981;4;18;4.337;1;0;0
1981;4;19;3.902;1;0;0
1981;4;20;3.737;1;0;0
1981;4;21;3.68;1;0;0
1981;4;22;3.469;1;0;0
1981;4;23;3.519;1;0;0
1981;4;24;3.52;1;0;0
1981;4;25;3.487;1;0;0
1981;4;26;3.422;1;0;0
1981;4;27;3.39;1;0;0
1981;4;28;3.366;1;0;0
1981;4;29;3.329;1;0;0
1981;4;30;3.292;1;0;0
1981;5;1;3.512;1;0;0
1981;5;2;3.807;1;0;0
1981;5;3;3.535;1;0;0
1981;5;4;3.426;1;0;0
1981;5;5;3.5;1;0;0
1981;5;6;3.572;1;0;0
1981;5;7;3.616;1;0;0
1981;5;8;3.666;1;0;0
1981;5;9;3.686;1;0;0
1981;5;10;4.093;1;0;0
1981;5;11;4.321;1;0;0
1981;5;12;4.132;1;0;0
1981;5;13;4.006;1;0;0
1981;5;14;3.93;1;0;0
1981;5;15;3.626;1;0;0
1981;5;16;3.536;1;0;0
1981;5;17;3.808;1;0;0
1981;5;18;3.872;1;0;0
1981;5;19;3.591;1;0;0
1981;5;20;3.549;1;0;0
1981;5;21;3.507;1;0;0
1981;5;22;3.517;1;0;0
1981;5;23;3.739;1;0;0
1981;5;24;3.602;1;0;0
1981;5;25;3.549;1;0;0
1981;5;26;3.503;1;0;0
1981;5;27;4.674;1;0;0
1981;5;28;4.024;1;0;0
1981;5;29;3.563;1;0;0
1981;5;30;3.478;1;0;0
1981;5;31;3.403;1;0;0
1981;6;1;3.299;1;0;0
1981;6;2;3.172;1;0;0
1981;6;3;3.074;1;0;0
1981;6;4;3.119;1;0;0
1981;6;5;3.161;1;0;0
1981;6;6;3.12;1;0;0
1981;6;7;3.071;1;0;0
1981;6;8;3.05;1;0;0
1981;6;9;3.076;1;0;0
1981;6;10;3.156;1;0;0
1981;6;11;3.118;1;0;0
1981;6;12;3.071;1;0;0
1981;6;13;3.038;1;0;0
1981;6;14;3;1;0;0
1981;6;15;3.005;1;0;0
1981;6;16;3.109;1;0;0
1981;6;17;2.978;1;0;0
1981;6;18;3.226;1;0;0
1981;6;19;3.689;1;0;0
1981;6;20;3.328;1;0;0
1981;6;21;3.331;1;0;0
1981;6;22;3.697;1;0;0
1981;6;23;3.869;1;0;0
1981;6;24;3.583;1;0;0
1981;6;25;3.498;1;0;0
1981;6;26;3.414;1;0;0
1981;6;27;3.327;1;0;0
1981;6;28;3.24;1;0;0
1981;6;29;3.206;1;0;0
1981;6;30;3.219;1;0;0
1981;7;1;3.233;1;0;0
1981;7;2;3.245;1;0;0
1981;7;3;3.28;1;0;0
1981;7;4;3.343;1;0;0
1981;7;5;3.238;1;0;0
1981;7;6;3.109;1;0;0
1981;7;7;2.947;1;0;0
1981;7;8;2.87;1;0;0
1981;7;9;2.864;1;0;0
1981;7;10;2.78;1;0;0
1981;7;11;3.071;1;0;0
1981;7;12;3.77;1;0;0
1981;7;13;2.97;1;0;0
1981;7;14;3.057;1;0;0
1981;7;15;2.81;1;0;0
1981;7;16;2.81;1;0;0
1981;7;17;2.858;1;0;0
