YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;124.875;1;0;0
1981;1;2;121.75;1;0;0
1981;1;3;131.917;1;0;0
1981;1;4;142.333;1;0;0
1981;1;5;135.125;1;0;0
1981;1;6;138.458;1;0;0
1981;1;7;135.583;1;0;0
1981;1;8;168.083;1;0;0
1981;1;9;167.708;1;0;0
1981;1;10;155.167;1;0;0
1981;1;11;142.083;1;0;0
1981;1;12;135.208;1;0;0
1981;1;13;152.667;1;0;0
1981;1;14;154.25;1;0;0
1981;1;15;160.208;1;0;0
1981;1;16;155.375;1;0;0
1981;1;17;145.75;1;0;0
1981;1;18;130.708;1;0;0
1981;1;19;124.542;1;0;0
1981;1;20;148.542;1;0;0
1981;1;21;155.75;1;0;0
1981;1;22;150.5;1;0;0
1981;1;23;151.333;1;0;0
1981;1;24;159.5;1;0;0
1981;1;25;150.792;1;0;0
1981;1;26;130.417;1;0;0
1981;1;27;144.333;1;0;0
1981;1;28;153.583;1;0;0
1981;1;29;148.458;1;0;0
1981;1;30;150.5;1;0;0
1981;1;31;142;1;0;0
1981;2;1;126.542;1;0;0
1981;2;2;136.792;1;0;0
1981;2;3;156.875;1;0;0
1981;2;4;141.417;1;0;0
1981;2;5;143.208;1;0;0
1981;2;6;141.542;1;0;0
1981;2;7;133.917;1;0;0
1981;2;8;121.75;1;0;0
1981;2;9;118.167;1;0;0
1981;2;10;138.292;1;0;0
1981;2;11;143.375;1;0;0
1981;2;12;144.25;1;0;0
1981;2;13;144.292;1;0;0
1981;2;14;137.125;1;0;0
1981;2;15;129.042;1;0;0
1981;2;16;124.5;1;0;0
1981;2;17;154.042;1;0;0
1981;2;18;153.917;1;0;0
1981;2;19;152.375;1;0;0
1981;2;20;153.667;1;0;0
1981;2;21;153;1;0;0
1981;2;22;130.042;1;0;0
1981;2;23;133.917;1;0;0
1981;2;24;149.75;1;0;0
1981;2;25;144.708;1;0;0
1981;2;26;139.458;1;0;0
1981;2;27;130.167;1;0;0
1981;2;28;139.417;1;0;0
1981;3;1;125.917;1;0;0
1981;3;2;117.917;1;0;0
1981;3;3;130;1;0;0
1981;3;4;143.75;1;0;0
1981;3;5;148.708;1;0;0
