YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;2.306;1;0;0
1981;1;2;2.315;1;0;0
1981;1;3;13.557;1;0;0
1981;1;4;8.37;1;0;0
1981;1;5;4.618;1;0;0
1981;1;6;3.828;1;0;0
1981;1;7;3.257;1;0;0
1981;1;8;2.789;1;0;0
1981;1;9;2.518;1;0;0
1981;1;10;2.31;1;0;0
1981;1;11;2.304;1;0;0
1981;1;12;2.173;1;0;0
1981;1;13;2.18;1;0;0
1981;1;14;2.129;1;0;0
1981;1;15;3.577;1;0;0
1981;1;16;3.395;1;0;0
1981;1;17;2.837;1;0;0
1981;1;18;4.546;1;0;0
1981;1;19;5.069;1;0;0
1981;1;20;5.786;1;0;0
1981;1;21;4.027;1;0;0
1981;1;22;3.257;1;0;0
1981;1;23;2.588;1;0;0
1981;1;24;2.304;1;0;0
1981;1;25;2.159;1;0;0
1981;1;26;1.895;1;0;0
1981;1;27;1.765;1;0;0
1981;1;28;1.635;1;0;0
1981;1;29;1.515;1;0;0
1981;1;30;1.4;1;0;0
1981;1;31;1.4;1;0;0
1981;2;1;1.395;1;0;0
1981;2;2;1.28;1;0;0
1981;2;3;1.313;1;0;0
1981;2;4;12.725;1;0;0
1981;2;5;7.808;1;0;0
1981;2;6;4.228;1;0;0
1981;2;7;23.747;1;0;0
1981;2;8;24.883;1;0;0
1981;2;9;9.82;1;0;0
1981;2;10;6.942;1;0;0
1981;2;11;5.828;1;0;0
1981;2;12;4.93;1;0;0
1981;2;13;4.484;1;0;0
1981;2;14;4.104;1;0;0
1981;2;15;3.907;1;0;0
1981;2;16;3.651;1;0;0
1981;2;17;3.462;1;0;0
1981;2;18;3.315;1;0;0
1981;2;19;3.229;1;0;0
1981;2;20;2.998;1;0;0
1981;2;21;2.965;1;0;0
1981;2;22;2.875;1;0;0
1981;2;23;2.796;1;0;0
1981;2;24;2.685;1;0;0
1981;2;25;2.613;1;0;0
1981;2;26;2.527;1;0;0
1981;2;27;2.543;1;0;0
1981;2;28;2.46;1;0;0
1981;3;1;2.454;1;0;0
1981;3;2;2.419;1;0;0
1981;3;3;2.361;1;0;0
1981;3;4;2.314;1;0;0
1981;3;5;2.025;1;0;0
1981;3;6;1.986;1;0;0
1981;3;7;2.017;1;0;0
1981;3;8;2.142;1;0;0
1981;3;9;2.171;1;0;0
1981;3;10;2.681;1;0;0
1981;3;11;3.612;1;0;0
1981;3;12;4.065;1;0;0
1981;3;13;5.153;1;0;0
1981;3;14;4.249;1;0;0
1981;3;15;3.263;1;0;0
1981;3;16;3.223;1;0;0
1981;3;17;3.214;1;0;0
1981;3;18;3.844;1;0;0
1981;3;19;3.521;1;0;0
1981;3;20;3.075;1;0;0
1981;3;21;2.833;1;0;0
1981;3;22;2.586;1;0;0
1981;3;23;2.275;1;0;0
1981;3;24;2.302;1;0;0
1981;3;25;2.608;1;0;0
1981;3;26;2.673;1;0;0
1981;3;27;2.369;1;0;0
1981;3;28;2.212;1;0;0
1981;3;29;2.173;1;0;0
1981;3;30;2.092;1;0;0
1981;3;31;1.884;1;0;0
1981;4;1;1.873;1;0;0
1981;4;2;1.794;1;0;0
1981;4;3;1.753;1;0;0
1981;4;4;1.85;1;0;0
1981;4;5;1.86;1;0;0
1981;4;6;1.837;1;0;0
1981;4;7;1.586;1;0;0
1981;4;8;1.594;1;0;0
1981;4;9;1.612;1;0;0
1981;4;10;1.559;1;0;0
1981;4;11;1.518;1;0;0
1981;4;12;1.515;1;0;0
1981;4;13;1.542;1;0;0
1981;4;14;1.476;1;0;0
1981;4;15;1.442;1;0;0
1981;4;16;1.399;1;0;0
1981;4;17;1.358;1;0;0
1981;4;18;1.349;1;0;0
1981;4;19;1.38;1;0;0
1981;4;20;1.353;1;0;0
1981;4;21;1.259;1;0;0
1981;4;22;1.215;1;0;0
1981;4;23;1.148;1;0;0
1981;4;24;1.188;1;0;0
1981;4;25;1.195;1;0;0
1981;4;26;1.232;1;0;0
1981;4;27;1.336;1;0;0
1981;4;28;1.344;1;0;0
1981;4;29;1.298;1;0;0
1981;4;30;1.318;1;0;0
1981;5;1;3.635;1;0;0
1981;5;2;4.705;1;0;0
1981;5;3;2.622;1;0;0
1981;5;4;2.069;1;0;0
1981;5;5;2.05;1;0;0
1981;5;6;1.992;1;0;0
1981;5;7;1.755;1;0;0
1981;5;8;1.526;1;0;0
1981;5;9;1.475;1;0;0
1981;5;10;1.428;1;0;0
1981;5;11;1.335;1;0;0
1981;5;12;1.295;1;0;0
1981;5;13;1.272;1;0;0
1981;5;14;1.342;1;0;0
1981;5;15;1.225;1;0;0
1981;5;16;1.225;1;0;0
1981;5;17;1.271;1;0;0
1981;5;18;1.218;1;0;0
1981;5;19;1.095;1;0;0
1981;5;20;1.042;1;0;0
1981;5;21;1.069;1;0;0
1981;5;22;1.321;1;0;0
1981;5;23;2.015;1;0;0
1981;5;24;1.344;1;0;0
1981;5;25;1.267;1;0;0
1981;5;26;1.223;1;0;0
1981;5;27;1.223;1;0;0
1981;5;28;1.132;1;0;0
