YYYY;MM;DD;qobs;ckhs;qceq;qcol
1986;1;1;30.829;1;0;0
1986;1;2;38.342;1;0;0
1986;1;3;47.804;1;0;0
1986;1;4;43.988;1;0;0
1986;1;5;39.721;1;0;0
1986;1;6;42.1;1;0;0
1986;1;7;55.358;1;0;0
1986;1;8;64.65;1;0;0
1986;1;9;66.275;1;0;0
1986;1;10;79.021;1;0;0
1986;1;11;54.087;1;0;0
1986;1;12;37.579;1;0;0
1986;1;13;49.646;1;0;0
1986;1;14;59.158;1;0;0
1986;1;15;60.871;1;0;0
1986;1;16;70.158;1;0;0
1986;1;17;60.037;1;0;0
1986;1;18;52.883;1;0;0
1986;1;19;43.512;1;0;0
1986;1;20;50.554;1;0;0
1986;1;21;57.683;1;0;0
1986;1;22;63.713;1;0;0
1986;1;23;65.671;1;0;0
1986;1;24;68.125;1;0;0
1986;1;25;47.825;1;0;0
1986;1;26;35.342;1;0;0
1986;1;27;51.833;1;0;0
1986;1;28;70.325;1;0;0
1986;1;29;65.846;1;0;0
1986;1;30;69.154;1;0;0
1986;1;31;66.917;1;0;0
1986;2;1;53.283;1;0;0
1986;2;2;38.121;1;0;0
1986;2;3;66.404;1;0;0
1986;2;4;67.479;1;0;0
1986;2;5;63.542;1;0;0
1986;2;6;69.583;1;0;0
1986;2;7;68.654;1;0;0
1986;2;8;63.783;1;0;0
1986;2;9;46.742;1;0;0
1986;2;10;79.429;1;0;0
1986;2;11;75.113;1;0;0
1986;2;12;87.996;1;0;0
1986;2;13;81.9;1;0;0
1986;2;14;78.717;1;0;0
1986;2;15;68.308;1;0;0
1986;2;16;36.337;1;0;0
1986;2;17;66.475;1;0;0
1986;2;18;73.354;1;0;0
1986;2;19;74.629;1;0;0
1986;2;20;68.775;1;0;0
1986;2;21;76.417;1;0;0
1986;2;22;72.871;1;0;0
1986;2;23;47.437;1;0;0
1986;2;24;68.763;1;0;0
1986;2;25;59.833;1;0;0
1986;2;26;65.333;1;0;0
1986;2;27;77.554;1;0;0
1986;2;28;71.637;1;0;0
1986;3;1;53.225;1;0;0
1986;3;2;38.288;1;0;0
1986;3;3;55.237;1;0;0
1986;3;4;62.471;1;0;0
1986;3;5;65.508;1;0;0
1986;3;6;57.562;1;0;0
1986;3;7;57.829;1;0;0
1986;3;8;45.721;1;0;0
1986;3;9;34.142;1;0;0
1986;3;10;57.462;1;0;0
1986;3;11;81.875;1;0;0
1986;3;12;77.15;1;0;0
1986;3;13;73.133;1;0;0
1986;3;14;71.242;1;0;0
1986;3;15;55.592;1;0;0
1986;3;16;43.833;1;0;0
1986;3;17;68.367;1;0;0
1986;3;18;76.883;1;0;0
1986;3;19;75.013;1;0;0
1986;3;20;86.325;1;0;0
1986;3;21;77.446;1;0;0
1986;3;22;58.833;1;0;0
1986;3;23;46.913;1;0;0
1986;3;24;73.654;1;0;0
1986;3;25;76.296;1;0;0
1986;3;26;87.333;1;0;0
1986;3;27;88.492;1;0;0
1986;3;28;68.142;1;0;0
1986;3;29;68.65;1;0;0
1986;3;30;55.187;1;0;0
1986;3;31;46.542;1;0;0
1986;4;1;89.025;1;0;0
1986;4;2;88.612;1;0;0
1986;4;3;86.475;1;0;0
1986;4;4;88.721;1;0;0
1986;4;5;63.017;1;0;0
1986;4;6;55.292;1;0;0
1986;4;7;79.129;1;0;0
1986;4;8;96.158;1;0;0
1986;4;9;107.229;1;0;0
1986;4;10;108.604;1;0;0
1986;4;11;89.167;1;0;0
1986;4;12;74.862;1;0;0
1986;4;13;60.079;1;0;0
1986;4;14;76.108;1;0;0
