YYYY;MM;DD;qobs;ckhs;qceq;qcol
2013;1;1;1.014;1;0;0
2013;1;2;0.978;1;0;0
2013;1;3;1.12;1;0;0
2013;1;4;1.264;1;0;0
2013;1;5;8.513;1;0;0
2013;1;6;15.199;1;0;0
2013;1;7;8.218;1;0;0
2013;1;8;3.502;1;0;0
2013;1;9;2.342;1;0;0
2013;1;10;1.92;1;0;0
2013;1;11;2.094;1;0;0
2013;1;12;2.005;1;0;0
2013;1;13;1.653;1;0;0
2013;1;14;1.263;1;0;0
2013;1;15;1.199;1;0;0
2013;1;16;1.093;1;0;0
2013;1;17;1.01;1;0;0
2013;1;18;0.959;1;0;0
2013;1;19;0.95;1;0;0
2013;1;20;0.856;1;0;0
2013;1;21;0.782;1;0;0
2013;1;22;0.88;1;0;0
2013;1;23;0.724;1;0;0
2013;1;24;0.709;1;0;0
2013;1;25;0.756;1;0;0
2013;1;26;0.721;1;0;0
2013;1;27;0.715;1;0;0
2013;1;28;0.768;1;0;0
2013;1;29;2.459;1;0;0
2013;1;30;7.484;1;0;0
2013;1;31;5.364;1;0;0
2013;2;1;4.258;1;0;0
2013;2;2;11.536;1;0;0
2013;2;3;6.982;1;0;0
2013;2;4;3.89;1;0;0
2013;2;5;7.487;1;0;0
2013;2;6;4.465;1;0;0
2013;2;7;3.014;1;0;0
2013;2;8;2.499;1;0;0
2013;2;9;2.188;1;0;0
2013;2;10;1.968;1;0;0
2013;2;11;1.62;1;0;0
2013;2;12;1.552;1;0;0
2013;2;13;1.331;1;0;0
2013;2;14;1.235;1;0;0
2013;2;15;1.158;1;0;0
2013;2;16;1.126;1;0;0
2013;2;17;1.148;1;0;0
2013;2;18;1.161;1;0;0
2013;2;19;1.157;1;0;0
2013;2;20;1.159;1;0;0
2013;2;21;1.118;1;0;0
2013;2;22;1.107;1;0;0
2013;2;23;0.941;1;0;0
2013;2;24;0.873;1;0;0
2013;2;25;0.927;1;0;0
2013;2;26;0.862;1;0;0
2013;2;27;0.86;1;0;0
2013;2;28;0.874;1;0;0
2013;3;1;0.902;1;0;0
2013;3;2;0.928;1;0;0
2013;3;3;1.026;1;0;0
2013;3;4;1.076;1;0;0
2013;3;5;1.22;1;0;0
2013;3;6;1.709;1;0;0
2013;3;7;3.099;1;0;0
2013;3;8;4.369;1;0;0
2013;3;9;3.604;1;0;0
2013;3;10;2.607;1;0;0
2013;3;11;1.997;1;0;0
2013;3;12;1.639;1;0;0
2013;3;13;1.627;1;0;0
2013;3;14;1.338;1;0;0
2013;3;15;1.125;1;0;0
2013;3;16;1.07;1;0;0
2013;3;17;0.946;1;0;0
2013;3;18;1.094;1;0;0
2013;3;19;1.331;1;0;0
2013;3;20;1.338;1;0;0
2013;3;21;1.028;1;0;0
2013;3;22;0.94;1;0;0
2013;3;23;0.85;1;0;0
2013;3;24;0.816;1;0;0
2013;3;25;0.679;1;0;0
2013;3;26;0.755;1;0;0
2013;3;27;0.723;1;0;0
2013;3;28;0.661;1;0;0
2013;3;29;1.668;1;0;0
2013;3;30;2.716;1;0;0
2013;3;31;3.543;1;0;0
2013;4;1;2.968;1;0;0
2013;4;2;2.262;1;0;0
2013;4;3;1.738;1;0;0
2013;4;4;1.612;1;0;0
2013;4;5;1.533;1;0;0
2013;4;6;1.405;1;0;0
2013;4;7;1.062;1;0;0
2013;4;8;1.078;1;0;0
2013;4;9;1.227;1;0;0
2013;4;10;0.975;1;0;0
2013;4;11;1.261;1;0;0
2013;4;12;1.349;1;0;0
2013;4;13;0.953;1;0;0
2013;4;14;0.891;1;0;0
2013;4;15;0.747;1;0;0
2013;4;16;0.675;1;0;0
2013;4;17;0.658;1;0;0
2013;4;18;0.633;1;0;0
2013;4;19;0.69;1;0;0
2013;4;20;2.546;1;0;0
2013;4;21;2.854;1;0;0
2013;4;22;1.741;1;0;0
2013;4;23;1.191;1;0;0
2013;4;24;1.058;1;0;0
2013;4;25;0.875;1;0;0
2013;4;26;0.692;1;0;0
2013;4;27;0.69;1;0;0
2013;4;28;0.69;1;0;0
2013;4;29;0.675;1;0;0
2013;4;30;0.591;1;0;0
2013;5;1;0.574;1;0;0
2013;5;2;0.59;1;0;0
2013;5;3;0.584;1;0;0
2013;5;4;0.698;1;0;0
2013;5;5;0.605;1;0;0
2013;5;6;0.514;1;0;0
2013;5;7;0.509;1;0;0
2013;5;8;0.532;1;0;0
2013;5;9;0.515;1;0;0
2013;5;10;1.913;1;0;0
2013;5;11;3.228;1;0;0
2013;5;12;2.148;1;0;0
2013;5;13;1.852;1;0;0
2013;5;14;1.296;1;0;0
2013;5;15;1.043;1;0;0
2013;5;16;0.787;1;0;0
2013;5;17;0.625;1;0;0
2013;5;18;0.598;1;0;0
2013;5;19;0.608;1;0;0
2013;5;20;0.579;1;0;0
2013;5;21;0.725;1;0;0
2013;5;22;1.076;1;0;0
2013;5;23;0.76;1;0;0
2013;5;24;0.697;1;0;0
2013;5;25;0.642;1;0;0
2013;5;26;0.717;1;0;0
2013;5;27;1.831;1;0;0
2013;5;28;1.298;1;0;0
2013;5;29;1.191;1;0;0
2013;5;30;1.436;1;0;0
2013;5;31;10.316;1;0;0
2013;6;1;18.487;1;0;0
2013;6;2;27.953;1;0;0
2013;6;3;21.612;1;0;0
2013;6;4;14.65;1;0;0
2013;6;5;9.006;1;0;0
2013;6;6;4.335;1;0;0
2013;6;7;3.145;1;0;0
2013;6;8;2.891;1;0;0
2013;6;9;1.724;1;0;0
2013;6;10;7.39;1;0;0
2013;6;11;5.985;1;0;0
2013;6;12;4.192;1;0;0
2013;6;13;2.317;1;0;0
2013;6;14;1.904;1;0;0
2013;6;15;1.592;1;0;0
2013;6;16;1.221;1;0;0
2013;6;17;1.217;1;0;0
2013;6;18;1.001;1;0;0
2013;6;19;0.858;1;0;0
2013;6;20;0.762;1;0;0
2013;6;21;0.761;1;0;0
2013;6;22;1.15;1;0;0
2013;6;23;0.997;1;0;0
2013;6;24;1.028;1;0;0
2013;6;25;1.053;1;0;0
2013;6;26;2.358;1;0;0
2013;6;27;1.512;1;0;0
2013;6;28;1.034;1;0;0
2013;6;29;1.118;1;0;0
2013;6;30;1.478;1;0;0
2013;7;1;0.959;1;0;0
2013;7;2;0.831;1;0;0
2013;7;3;0.788;1;0;0
2013;7;4;0.717;1;0;0
2013;7;5;0.67;1;0;0
2013;7;6;0.605;1;0;0
2013;7;7;0.573;1;0;0
2013;7;8;0.467;1;0;0
2013;7;9;0.453;1;0;0
2013;7;10;0.438;1;0;0
2013;7;11;0.432;1;0;0
2013;7;12;0.417;1;0;0
2013;7;13;0.406;1;0;0
2013;7;14;0.389;1;0;0
2013;7;15;0.389;1;0;0
2013;7;16;0.426;1;0;0
2013;7;17;0.367;1;0;0
2013;7;18;0.36;1;0;0
2013;7;19;0.347;1;0;0
2013;7;20;0.352;1;0;0
2013;7;21;0.341;1;0;0
2013;7;22;0.34;1;0;0
2013;7;23;0.341;1;0;0
2013;7;24;0.338;1;0;0
2013;7;25;0.341;1;0;0
