YYYY;MM;DD;qobs;ckhs;qceq;qcol
1990;8;1;3.289;0;0;0
1990;8;2;3.238;0;0;0
1990;8;3;2.993;0;0;0
1990;8;4;2.936;0;0;0
1990;8;5;2.897;0;0;0
1990;8;6;3.06;0;0;0
1990;8;7;2.828;0;0;0
1990;8;8;2.8;0;0;0
1990;8;9;2.659;0;0;0
1990;8;10;2.598;0;0;0
1990;8;11;2.518;0;0;0
1990;8;12;2.543;0;0;0
1990;8;13;2.517;0;0;0
1990;8;14;2.593;0;0;0
1990;8;15;2.874;0;0;0
1990;8;16;2.792;0;0;0
1990;8;17;2.627;0;0;0
1990;8;18;2.408;0;0;0
1990;8;19;2.28;0;0;0
1990;8;20;2.313;0;0;0
1990;8;21;2.341;0;0;0
1990;8;22;2.348;0;0;0
1990;8;23;2.27;0;0;0
1990;8;24;2.343;0;0;0
1990;8;25;2.291;0;0;0
1990;8;26;2.801;0;0;0
1990;8;27;2.381;0;0;0
1990;8;28;2.295;0;0;0
1990;8;29;2.418;0;0;0
1990;8;30;2.642;0;0;0
1990;8;31;3.051;0;0;0
1990;9;1;2.773;0;0;0
1990;9;2;2.456;0;0;0
1990;9;3;2.587;0;0;0
1990;9;4;2.368;0;0;0
1990;9;5;2.415;0;0;0
1990;9;6;2.193;0;0;0
1990;9;7;2.087;0;0;0
1990;9;8;2.174;0;0;0
1990;9;9;2.048;0;0;0
1990;9;10;1.977;0;0;0
1990;9;11;1.963;0;0;0
1990;9;12;2.154;0;0;0
1990;9;13;2.153;0;0;0
1990;9;14;2.036;0;0;0
1990;9;15;2.004;0;0;0
1990;9;16;1.958;0;0;0
1990;9;17;1.893;0;0;0
1990;9;18;1.794;0;0;0
1990;9;19;1.923;0;0;0
1990;9;20;2.029;0;0;0
1990;9;21;1.871;0;0;0
1990;9;22;2.694;0;0;0
1990;9;23;3.13;0;0;0
1990;9;24;2.682;0;0;0
1990;9;25;2.456;0;0;0
1990;9;26;2.172;0;0;0
1990;9;27;2.061;0;0;0
1990;9;28;1.901;0;0;0
1990;9;29;1.862;0;0;0
1990;9;30;1.951;0;0;0
1990;10;1;2.144;0;0;0
1990;10;2;2.603;0;0;0
1990;10;3;2.64;0;0;0
1990;10;4;2.601;0;0;0
1990;10;5;2.521;0;0;0
1990;10;6;2.38;0;0;0
1990;10;7;2.358;0;0;0
1990;10;8;2.413;0;0;0
1990;10;9;2.292;0;0;0
1990;10;10;2.173;0;0;0
1990;10;11;2.017;0;0;0
1990;10;12;2;0;0;0
1990;10;13;1.96;0;0;0
1990;10;14;1.997;0;0;0
1990;10;15;1.901;0;0;0
1990;10;16;1.864;0;0;0
1990;10;17;1.795;0;0;0
1990;10;18;1.77;0;0;0
1990;10;19;1.803;0;0;0
1990;10;20;1.792;0;0;0
1990;10;21;1.696;0;0;0
1990;10;22;1.612;0;0;0
1990;10;23;1.695;0;0;0
1990;10;24;1.713;0;0;0
1990;10;25;1.739;0;0;0
1990;10;26;1.565;0;0;0
1990;10;27;1.529;0;0;0
1990;10;28;1.51;0;0;0
1990;10;29;2.037;0;0;0
1990;10;30;2.36;0;0;0
1990;10;31;2.211;0;0;0
1990;11;1;1.915;0;0;0
1990;11;2;1.826;0;0;0
1990;11;3;1.765;0;0;0
1990;11;4;1.855;0;0;0
1990;11;5;1.997;0;0;0
1990;11;6;1.95;0;0;0
1990;11;7;2.045;0;0;0
1990;11;8;2.06;0;0;0
1990;11;9;2.032;0;0;0
1990;11;10;2.037;0;0;0
1990;11;11;2.126;0;0;0
1990;11;12;2.025;0;0;0
1990;11;13;2.077;0;0;0
1990;11;14;2.154;0;0;0
1990;11;15;2.523;0;0;0
1990;11;16;2.721;0;0;0
1990;11;17;3.27;0;0;0
1990;11;18;3.625;0;0;0
1990;11;19;3.945;0;0;0
1990;11;20;5.177;0;0;0
1990;11;21;6.441;0;0;0
1990;11;22;7.246;0;0;0
1990;11;23;6.941;0;0;0
1990;11;24;6.528;0;0;0
1990;11;25;6.327;0;0;0
1990;11;26;5.743;0;0;0
1990;11;27;5.423;0;0;0
1990;11;28;5.008;0;0;0
1990;11;29;4.57;0;0;0
1990;11;30;4.314;0;0;0
1990;12;1;4.045;0;0;0
1990;12;2;3.864;0;0;0
1990;12;3;3.645;0;0;0
1990;12;4;3.58;0;0;0
1990;12;5;3.549;0;0;0
1990;12;6;3.428;0;0;0
1990;12;7;3.31;0;0;0
1990;12;8;3.191;0;0;0
1990;12;9;3.02;0;0;0
1990;12;10;2.775;0;0;0
1990;12;11;3.013;0;0;0
