YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;7.152;1;0;0
1981;1;2;6.125;1;0;0
1981;1;3;14.073;1;0;0
1981;1;4;28.054;1;0;0
1981;1;5;22.921;1;0;0
1981;1;6;19.087;1;0;0
1981;1;7;12.459;1;0;0
1981;1;8;7.921;1;0;0
1981;1;9;7.272;1;0;0
1981;1;10;7.016;1;0;0
1981;1;11;6.794;1;0;0
1981;1;12;6.508;1;0;0
1981;1;13;6.465;1;0;0
1981;1;14;6.217;1;0;0
1981;1;15;5.978;1;0;0
1981;1;16;5.987;1;0;0
1981;1;17;5.817;1;0;0
1981;1;18;5.89;1;0;0
1981;1;19;5.856;1;0;0
1981;1;20;5.832;1;0;0
1981;1;21;5.713;1;0;0
1981;1;22;5.545;1;0;0
1981;1;23;5.468;1;0;0
1981;1;24;5.439;1;0;0
1981;1;25;5.384;1;0;0
1981;1;26;5.365;1;0;0
1981;1;27;5.339;1;0;0
1981;1;28;5.188;1;0;0
1981;1;29;5.044;1;0;0
1981;1;30;5.05;1;0;0
1981;1;31;4.973;1;0;0
1981;2;1;4.745;1;0;0
1981;2;2;4.769;1;0;0
1981;2;3;4.766;1;0;0
1981;2;4;4.814;1;0;0
1981;2;5;4.875;1;0;0
1981;2;6;4.85;1;0;0
1981;2;7;5.994;1;0;0
1981;2;8;13.494;1;0;0
1981;2;9;12.25;1;0;0
1981;2;10;13.571;1;0;0
1981;2;11;16.129;1;0;0
1981;2;12;10.927;1;0;0
1981;2;13;9.089;1;0;0
1981;2;14;7.701;1;0;0
1981;2;15;6.545;1;0;0
1981;2;16;6.648;1;0;0
1981;2;17;6.683;1;0;0
1981;2;18;6.312;1;0;0
1981;2;19;5.986;1;0;0
1981;2;20;5.87;1;0;0
1981;2;21;5.846;1;0;0
1981;2;22;5.864;1;0;0
1981;2;23;5.57;1;0;0
1981;2;24;4.878;1;0;0
1981;2;25;4.083;1;0;0
1981;2;26;4.014;1;0;0
1981;2;27;4.031;1;0;0
1981;2;28;4.019;1;0;0
1981;3;1;4.033;1;0;0
1981;3;2;3.983;1;0;0
1981;3;3;4.002;1;0;0
1981;3;4;4.106;1;0;0
1981;3;5;4.13;1;0;0
1981;3;6;4.107;1;0;0
1981;3;7;4.861;1;0;0
1981;3;8;6.517;1;0;0
1981;3;9;13.816;1;0;0
1981;3;10;28.837;1;0;0
1981;3;11;57.388;1;0;0
1981;3;12;77.808;1;0;0
1981;3;13;74.208;1;0;0
1981;3;14;51.404;1;0;0
1981;3;15;41.8;1;0;0
1981;3;16;37.233;1;0;0
1981;3;17;32.983;1;0;0
1981;3;18;30.146;1;0;0
1981;3;19;25.1;1;0;0
1981;3;20;22.133;1;0;0
1981;3;21;15.038;1;0;0
1981;3;22;12.6;1;0;0
1981;3;23;20.162;1;0;0
1981;3;24;33.587;1;0;0
1981;3;25;62.525;1;0;0
1981;3;26;51.337;1;0;0
1981;3;27;44.292;1;0;0
1981;3;28;34.817;1;0;0
1981;3;29;34.204;1;0;0
1981;3;30;39.696;1;0;0
1981;3;31;37.962;1;0;0
1981;4;1;35.029;1;0;0
1981;4;2;32.458;1;0;0
1981;4;3;29.467;1;0;0
1981;4;4;25.558;1;0;0
1981;4;5;23.279;1;0;0
1981;4;6;20.979;1;0;0
1981;4;7;21.271;1;0;0
1981;4;8;20.262;1;0;0
1981;4;9;19.058;1;0;0
1981;4;10;17.208;1;0;0
1981;4;11;14.229;1;0;0
1981;4;12;13.342;1;0;0
1981;4;13;12.312;1;0;0
1981;4;14;9.947;1;0;0
1981;4;15;9.364;1;0;0
