YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;3.62;1;0;0
1981;1;2;4.096;1;0;0
1981;1;3;14.868;1;0;0
1981;1;4;73.166;1;0;0
1981;1;5;38.721;1;0;0
1981;1;6;16.534;1;0;0
1981;1;7;10.393;1;0;0
1981;1;8;9.272;1;0;0
1981;1;9;8.466;1;0;0
1981;1;10;6.134;1;0;0
1981;1;11;5.594;1;0;0
1981;1;12;5.403;1;0;0
1981;1;13;5.266;1;0;0
1981;1;14;5.011;1;0;0
1981;1;15;6.535;1;0;0
1981;1;16;7.6;1;0;0
1981;1;17;7.628;1;0;0
1981;1;18;11.853;1;0;0
1981;1;19;12.125;1;0;0
1981;1;20;13.352;1;0;0
1981;1;21;11.45;1;0;0
1981;1;22;8.464;1;0;0
1981;1;23;7.968;1;0;0
1981;1;24;6.259;1;0;0
1981;1;25;5.146;1;0;0
1981;1;26;4.882;1;0;0
1981;1;27;4.566;1;0;0
1981;1;28;4.212;1;0;0
1981;1;29;3.98;1;0;0
1981;1;30;3.841;1;0;0
1981;1;31;3.633;1;0;0
1981;2;1;3.543;1;0;0
1981;2;2;3.484;1;0;0
1981;2;3;3.684;1;0;0
1981;2;4;17.638;1;0;0
1981;2;5;28.29;1;0;0
1981;2;6;14.96;1;0;0
1981;2;7;26.174;1;0;0
1981;2;8;82.064;1;0;0
1981;2;9;66.277;1;0;0
1981;2;10;37.938;1;0;0
1981;2;11;24.147;1;0;0
1981;2;12;13.106;1;0;0
1981;2;13;9.357;1;0;0
1981;2;14;7.166;1;0;0
1981;2;15;6.164;1;0;0
1981;2;16;5.349;1;0;0
1981;2;17;5.014;1;0;0
1981;2;18;4.538;1;0;0
1981;2;19;4.344;1;0;0
1981;2;20;4.279;1;0;0
1981;2;21;4.127;1;0;0
1981;2;22;3.922;1;0;0
1981;2;23;3.822;1;0;0
1981;2;24;3.692;1;0;0
1981;2;25;3.48;1;0;0
1981;2;26;3.458;1;0;0
1981;2;27;3.316;1;0;0
1981;2;28;3.212;1;0;0
1981;3;1;3.517;1;0;0
1981;3;2;4.488;1;0;0
1981;3;3;6.185;1;0;0
1981;3;4;6.307;1;0;0
1981;3;5;5.448;1;0;0
1981;3;6;4.657;1;0;0
1981;3;7;5.941;1;0;0
1981;3;8;9.217;1;0;0
1981;3;9;10.555;1;0;0
1981;3;10;14.632;1;0;0
1981;3;11;22.595;1;0;0
1981;3;12;17.454;1;0;0
1981;3;13;16.173;1;0;0
1981;3;14;12.913;1;0;0
1981;3;15;9.821;1;0;0
1981;3;16;7.702;1;0;0
1981;3;17;7.463;1;0;0
1981;3;18;6.649;1;0;0
1981;3;19;5.769;1;0;0
1981;3;20;5.245;1;0;0
1981;3;21;4.763;1;0;0
1981;3;22;4.078;1;0;0
1981;3;23;3.932;1;0;0
1981;3;24;4.099;1;0;0
1981;3;25;4.31;1;0;0
1981;3;26;4.825;1;0;0
1981;3;27;4.346;1;0;0
1981;3;28;3.839;1;0;0
1981;3;29;3.674;1;0;0
1981;3;30;3.533;1;0;0
1981;3;31;3.291;1;0;0
1981;4;1;3.046;1;0;0
1981;4;2;3.021;1;0;0
1981;4;3;2.867;1;0;0
1981;4;4;2.542;1;0;0
1981;4;5;2.492;1;0;0
1981;4;6;2.519;1;0;0
1981;4;7;2.402;1;0;0
1981;4;8;2.202;1;0;0
1981;4;9;2.351;1;0;0
1981;4;10;2.37;1;0;0
1981;4;11;2.342;1;0;0
1981;4;12;2.181;1;0;0
1981;4;13;2.147;1;0;0
1981;4;14;2.128;1;0;0
1981;4;15;1.957;1;0;0
1981;4;16;2.02;1;0;0
1981;4;17;1.866;1;0;0
1981;4;18;1.805;1;0;0
1981;4;19;1.943;1;0;0
1981;4;20;1.723;1;0;0
1981;4;21;2.002;1;0;0
1981;4;22;2.013;1;0;0
1981;4;23;1.794;1;0;0
1981;4;24;1.799;1;0;0
1981;4;25;1.912;1;0;0
1981;4;26;1.876;1;0;0
1981;4;27;1.903;1;0;0
1981;4;28;2.501;1;0;0
1981;4;29;3;1;0;0
1981;4;30;2.811;1;0;0
1981;5;1;3.081;1;0;0
1981;5;2;6.262;1;0;0
