YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;128.823;1;0;0
1981;1;2;130.729;1;0;0
1981;1;3;165.25;1;0;0
1981;1;4;318.885;1;0;0
1981;1;5;300.333;1;0;0
1981;1;6;238.219;1;0;0
1981;1;7;207.594;1;0;0
1981;1;8;185.208;1;0;0
1981;1;9;171.031;1;0;0
1981;1;10;164.552;1;0;0
1981;1;11;161.562;1;0;0
1981;1;12;147.854;1;0;0
1981;1;13;140.823;1;0;0
1981;1;14;139.24;1;0;0
1981;1;15;143.781;1;0;0
1981;1;16;141.573;1;0;0
1981;1;17;145.365;1;0;0
1981;1;18;152.323;1;0;0
1981;1;19;146.74;1;0;0
1981;1;20;163.969;1;0;0
1981;1;21;161.281;1;0;0
1981;1;22;146.792;1;0;0
1981;1;23;138.531;1;0;0
1981;1;24;125.938;1;0;0
1981;1;25;120;1;0;0
1981;1;26;120.49;1;0;0
1981;1;27;122.625;1;0;0
1981;1;28;116.469;1;0;0
1981;1;29;109.615;1;0;0
1981;1;30;105.948;1;0;0
1981;1;31;105.604;1;0;0
1981;2;1;102.5;1;0;0
1981;2;2;108.479;1;0;0
1981;2;3;104.417;1;0;0
1981;2;4;142.01;1;0;0
1981;2;5;177.094;1;0;0
1981;2;6;157.385;1;0;0
1981;2;7;175.844;1;0;0
1981;2;8;305.625;1;0;0
1981;2;9;323.292;1;0;0
1981;2;10;284.802;1;0;0
1981;2;11;266.771;1;0;0
1981;2;12;231.708;1;0;0
1981;2;13;204.667;1;0;0
1981;2;14;189.156;1;0;0
1981;2;15;166.479;1;0;0
1981;2;16;158.26;1;0;0
1981;2;17;147.781;1;0;0
1981;2;18;149.406;1;0;0
1981;2;19;145.292;1;0;0
1981;2;20;138.625;1;0;0
1981;2;21;135.188;1;0;0
1981;2;22;130.531;1;0;0
1981;2;23;122.198;1;0;0
1981;2;24;128.292;1;0;0
1981;2;25;123.302;1;0;0
1981;2;26;113.542;1;0;0
1981;2;27;121.135;1;0;0
1981;2;28;126.375;1;0;0
1981;3;1;125.958;1;0;0
1981;3;2;128.083;1;0;0
1981;3;3;125.865;1;0;0
1981;3;4;148.365;1;0;0
1981;3;5;152.01;1;0;0
1981;3;6;133.031;1;0;0
1981;3;7;141.625;1;0;0
1981;3;8;191.281;1;0;0
1981;3;9;280.917;1;0;0
1981;3;10;434.01;1;0;0
1981;3;11;522.927;1;0;0
1981;3;12;641.479;1;0;0
1981;3;13;728.083;1;0;0
1981;3;14;688.677;1;0;0
1981;3;15;517.667;1;0;0
1981;3;16;434.708;1;0;0
1981;3;17;374.604;1;0;0
1981;3;18;327.083;1;0;0
1981;3;19;291.01;1;0;0
1981;3;20;262.604;1;0;0
1981;3;21;243.75;1;0;0
1981;3;22;229.625;1;0;0
1981;3;23;224.323;1;0;0
1981;3;24;242.5;1;0;0
1981;3;25;318.51;1;0;0
1981;3;26;405.302;1;0;0
1981;3;27;407.531;1;0;0
1981;3;28;342.938;1;0;0
1981;3;29;302.021;1;0;0
1981;3;30;295.073;1;0;0
1981;3;31;279.896;1;0;0
1981;4;1;291.385;1;0;0
1981;4;2;278.271;1;0;0
1981;4;3;266.24;1;0;0
1981;4;4;261.667;1;0;0
1981;4;5;253.062;1;0;0
1981;4;6;249.51;1;0;0
1981;4;7;229.24;1;0;0
1981;4;8;221.854;1;0;0
1981;4;9;234.51;1;0;0
1981;4;10;219.406;1;0;0
1981;4;11;218.646;1;0;0
1981;4;12;208.406;1;0;0
1981;4;13;203.354;1;0;0
1981;4;14;210;1;0;0
1981;4;15;199.229;1;0;0
1981;4;16;203.896;1;0;0
1981;4;17;196.625;1;0;0
1981;4;18;180.979;1;0;0
1981;4;19;149.135;1;0;0
1981;4;20;141;1;0;0
1981;4;21;142.344;1;0;0
1981;4;22;136.573;1;0;0
1981;4;23;131.823;1;0;0
1981;4;24;120.771;1;0;0
1981;4;25;120.729;1;0;0
1981;4;26;123.552;1;0;0
1981;4;27;142.417;1;0;0
1981;4;28;134.865;1;0;0
1981;4;29;131.49;1;0;0
1981;4;30;130.635;1;0;0
1981;5;1;141.115;1;0;0
1981;5;2;184.531;1;0;0
1981;5;3;192.146;1;0;0
1981;5;4;156.698;1;0;0
1981;5;5;145.521;1;0;0
1981;5;6;162.385;1;0;0
1981;5;7;155.896;1;0;0
1981;5;8;156.635;1;0;0
1981;5;9;151.052;1;0;0
1981;5;10;155.167;1;0;0
1981;5;11;158.427;1;0;0
1981;5;12;159.583;1;0;0
1981;5;13;156.469;1;0;0
1981;5;14;153.01;1;0;0
1981;5;15;145.156;1;0;0
1981;5;16;128.073;1;0;0
1981;5;17;147.375;1;0;0
1981;5;18;138.625;1;0;0
1981;5;19;132.312;1;0;0
1981;5;20;132.99;1;0;0
1981;5;21;137.677;1;0;0
1981;5;22;157.25;1;0;0
1981;5;23;166.49;1;0;0
1981;5;24;153.417;1;0;0
1981;5;25;141.552;1;0;0
1981;5;26;158.365;1;0;0
1981;5;27;314.927;1;0;0
1981;5;28;353.365;1;0;0
1981;5;29;277.688;1;0;0
1981;5;30;245.021;1;0;0
1981;5;31;211.229;1;0;0
1981;6;1;199;1;0;0
1981;6;2;194.281;1;0;0
1981;6;3;182.51;1;0;0
1981;6;4;183.219;1;0;0
1981;6;5;168.448;1;0;0
1981;6;6;160.688;1;0;0
1981;6;7;142.24;1;0;0
1981;6;8;145.812;1;0;0
1981;6;9;138.875;1;0;0
1981;6;10;150.094;1;0;0
1981;6;11;164.438;1;0;0
1981;6;12;143.646;1;0;0
1981;6;13;133.24;1;0;0
1981;6;14;127.979;1;0;0
1981;6;15;123.271;1;0;0
1981;6;16;115.729;1;0;0
1981;6;17;123.115;1;0;0
1981;6;18;116.104;1;0;0
1981;6;19;119.177;1;0;0
1981;6;20;127.719;1;0;0
1981;6;21;112.979;1;0;0
1981;6;22;127.49;1;0;0
1981;6;23;136.344;1;0;0
1981;6;24;123.844;1;0;0
1981;6;25;115.042;1;0;0
1981;6;26;108.562;1;0;0
1981;6;27;107.375;1;0;0
1981;6;28;113.542;1;0;0
1981;6;29;109.969;1;0;0
1981;6;30;106.385;1;0;0
1981;7;1;97.293;1;0;0
1981;7;2;93.36;1;0;0
1981;7;3;96.673;1;0;0
1981;7;4;134.51;1;0;0
1981;7;5;126.635;1;0;0
1981;7;6;107.904;1;0;0
1981;7;7;101.741;1;0;0
1981;7;8;110.646;1;0;0
1981;7;9;94.75;1;0;0
1981;7;10;88.322;1;0;0
1981;7;11;88.809;1;0;0
1981;7;12;120.865;1;0;0
1981;7;13;127.042;1;0;0
1981;7;14;111.781;1;0;0
1981;7;15;117.042;1;0;0
1981;7;16;102.423;1;0;0
1981;7;17;109.625;1;0;0
1981;7;18;149.667;1;0;0
1981;7;19;422.521;1;0;0
1981;7;20;577;1;0;0
1981;7;21;424.927;1;0;0
1981;7;22;345.333;1;0;0
1981;7;23;243.292;1;0;0
1981;7;24;205.073;1;0;0
1981;7;25;379.24;1;0;0
1981;7;26;278.708;1;0;0
1981;7;27;242.115;1;0;0
1981;7;28;218.656;1;0;0
1981;7;29;191.302;1;0;0
1981;7;30;165.188;1;0;0
1981;7;31;141.104;1;0;0
1981;8;1;134.448;1;0;0
1981;8;2;130.823;1;0;0
1981;8;3;123.406;1;0;0
1981;8;4;136.49;1;0;0
1981;8;5;119.896;1;0;0
1981;8;6;108.914;1;0;0
1981;8;7;104.581;1;0;0
1981;8;8;100.621;1;0;0
1981;8;9;137.01;1;0;0
1981;8;10;149.594;1;0;0
1981;8;11;146.812;1;0;0
1981;8;12;119.865;1;0;0
1981;8;13;114.344;1;0;0
1981;8;14;108.177;1;0;0
1981;8;15;103.686;1;0;0
1981;8;16;91.51;1;0;0
1981;8;17;100.181;1;0;0
1981;8;18;115.595;1;0;0
1981;8;19;92.207;1;0;0
1981;8;20;94.498;1;0;0
1981;8;21;96.734;1;0;0
1981;8;22;109.263;1;0;0
1981;8;23;117.292;1;0;0
1981;8;24;173.552;1;0;0
1981;8;25;133.573;1;0;0
1981;8;26;108.458;1;0;0
1981;8;27;102.709;1;0;0
1981;8;28;96.972;1;0;0
1981;8;29;93.945;1;0;0
1981;8;30;87.852;1;0;0
1981;8;31;85.363;1;0;0
1981;9;1;88.136;1;0;0
1981;9;2;122.281;1;0;0
1981;9;3;128.469;1;0;0
1981;9;4;95.261;1;0;0
1981;9;5;92.159;1;0;0
1981;9;6;80.111;1;0;0
1981;9;7;81.183;1;0;0
1981;9;8;82.269;1;0;0
1981;9;9;115.79;1;0;0
1981;9;10;110.938;1;0;0
1981;9;11;113.917;1;0;0
1981;9;12;151.531;1;0;0
1981;9;13;116.115;1;0;0
1981;9;14;131.917;1;0;0
1981;9;15;146.271;1;0;0
1981;9;16;135.438;1;0;0
1981;9;17;134.927;1;0;0
1981;9;18;128.708;1;0;0
1981;9;19;111.438;1;0;0
1981;9;20;107.948;1;0;0
1981;9;21;108.792;1;0;0
1981;9;22;99.088;1;0;0
1981;9;23;110.893;1;0;0
1981;9;24;165.333;1;0;0
1981;9;25;143.802;1;0;0
1981;9;26;126.458;1;0;0
1981;9;27;106.667;1;0;0
1981;9;28;110.622;1;0;0
1981;9;29;413.156;1;0;0
1981;9;30;669.198;1;0;0
1981;10;1;405.865;1;0;0
1981;10;2;297.385;1;0;0
1981;10;3;261.635;1;0;0
1981;10;4;242.208;1;0;0
1981;10;5;198.375;1;0;0
1981;10;6;162.281;1;0;0
1981;10;7;169.302;1;0;0
1981;10;8;155.594;1;0;0
1981;10;9;136.729;1;0;0
1981;10;10;124.906;1;0;0
1981;10;11;215.833;1;0;0
1981;10;12;314.188;1;0;0
1981;10;13;444.854;1;0;0
1981;10;14;353.438;1;0;0
1981;10;15;477.948;1;0;0
1981;10;16;578.26;1;0;0
1981;10;17;483.854;1;0;0
1981;10;18;378.833;1;0;0
1981;10;19;298.594;1;0;0
1981;10;20;264.948;1;0;0
1981;10;21;265.26;1;0;0
1981;10;22;321.688;1;0;0
1981;10;23;355.667;1;0;0
1981;10;24;303.917;1;0;0
1981;10;25;261.573;1;0;0
1981;10;26;239.844;1;0;0
1981;10;27;250.479;1;0;0
1981;10;28;294.156;1;0;0
1981;10;29;304.531;1;0;0
1981;10;30;326.188;1;0;0
1981;10;31;590.896;1;0;0
1981;11;1;536.802;1;0;0
1981;11;2;423.292;1;0;0
1981;11;3;361.469;1;0;0
1981;11;4;313.333;1;0;0
1981;11;5;281.219;1;0;0
1981;11;6;247.312;1;0;0
1981;11;7;234.76;1;0;0
1981;11;8;204.323;1;0;0
1981;11;9;189.125;1;0;0
1981;11;10;175.698;1;0;0
1981;11;11;164.76;1;0;0
1981;11;12;168.125;1;0;0
1981;11;13;174.344;1;0;0
1981;11;14;177.24;1;0;0
1981;11;15;168.229;1;0;0
1981;11;16;159.75;1;0;0
1981;11;17;155.354;1;0;0
1981;11;18;157.156;1;0;0
1981;11;19;164.031;1;0;0
1981;11;20;176.396;1;0;0
1981;11;21;170.823;1;0;0
1981;11;22;155.188;1;0;0
1981;11;23;147.865;1;0;0
1981;11;24;146.312;1;0;0
1981;11;25;173.802;1;0;0
1981;11;26;184.833;1;0;0
1981;11;27;187.115;1;0;0
1981;11;28;209.167;1;0;0
1981;11;29;228.438;1;0;0
1981;11;30;238.219;1;0;0
1981;12;1;341.219;1;0;0
1981;12;2;355.906;1;0;0
1981;12;3;306.656;1;0;0
1981;12;4;268.365;1;0;0
1981;12;5;271.948;1;0;0
1981;12;6;256.969;1;0;0
1981;12;7;223.354;1;0;0
1981;12;8;334.26;1;0;0
1981;12;9;543.469;1;0;0
1981;12;10;492.812;1;0;0
1981;12;11;446;1;0;0
1981;12;12;504.74;1;0;0
1981;12;13;497.24;1;0;0
1981;12;14;465.438;1;0;0
1981;12;15;441.365;1;0;0
1981;12;16;459.688;1;0;0
1981;12;17;492.667;1;0;0
1981;12;18;444.031;1;0;0
1981;12;19;373.99;1;0;0
1981;12;20;323.573;1;0;0
1981;12;21;286.385;1;0;0
1981;12;22;277.5;1;0;0
1981;12;23;257.281;1;0;0
1981;12;24;232.833;1;0;0
1981;12;25;232.531;1;0;0
1981;12;26;210.042;1;0;0
1981;12;27;202.073;1;0;0
1981;12;28;193.469;1;0;0
1981;12;29;185.865;1;0;0
1981;12;30;182.698;1;0;0
1981;12;31;183.854;1;0;0
1982;1;1;228.729;1;0;0
1982;1;2;333.771;1;0;0
1982;1;3;343.5;1;0;0
1982;1;4;363.417;1;0;0
1982;1;5;493.792;1;0;0
1982;1;6;652.292;1;0;0
1982;1;7;660.292;1;0;0
1982;1;8;602.312;1;0;0
1982;1;9;532.615;1;0;0
1982;1;10;661.427;1;0;0
1982;1;11;556.75;1;0;0
1982;1;12;531.198;1;0;0
1982;1;13;490.479;1;0;0
1982;1;14;420.354;1;0;0
1982;1;15;365.708;1;0;0
1982;1;16;319.323;1;0;0
1982;1;17;298.344;1;0;0
1982;1;18;267.625;1;0;0
1982;1;19;259.24;1;0;0
1982;1;20;230.896;1;0;0
1982;1;21;221.229;1;0;0
1982;1;22;216.406;1;0;0
1982;1;23;209.906;1;0;0
1982;1;24;195.094;1;0;0
1982;1;25;188.781;1;0;0
1982;1;26;186.406;1;0;0
1982;1;27;177.031;1;0;0
1982;1;28;187.188;1;0;0
1982;1;29;178.792;1;0;0
1982;1;30;271.031;1;0;0
1982;1;31;615.792;1;0;0
1982;2;1;673.052;1;0;0
1982;2;2;480.708;1;0;0
1982;2;3;376.635;1;0;0
1982;2;4;309.385;1;0;0
1982;2;5;285.406;1;0;0
1982;2;6;261.688;1;0;0
1982;2;7;257.979;1;0;0
1982;2;8;291.104;1;0;0
1982;2;9;316.458;1;0;0
1982;2;10;312.167;1;0;0
1982;2;11;291.938;1;0;0
1982;2;12;279.052;1;0;0
1982;2;13;270.51;1;0;0
1982;2;14;256.521;1;0;0
1982;2;15;250.479;1;0;0
1982;2;16;245.521;1;0;0
1982;2;17;235.479;1;0;0
1982;2;18;235.125;1;0;0
1982;2;19;222.854;1;0;0
1982;2;20;217.062;1;0;0
1982;2;21;199.573;1;0;0
1982;2;22;185.885;1;0;0
1982;2;23;179.344;1;0;0
1982;2;24;178.865;1;0;0
1982;2;25;165.281;1;0;0
1982;2;26;161.031;1;0;0
1982;2;27;147.927;1;0;0
1982;2;28;140.094;1;0;0
1982;3;1;149.521;1;0;0
1982;3;2;233.51;1;0;0
1982;3;3;241.781;1;0;0
1982;3;4;230.479;1;0;0
1982;3;5;225.677;1;0;0
1982;3;6;223.135;1;0;0
1982;3;7;192.74;1;0;0
1982;3;8;182.094;1;0;0
1982;3;9;167.49;1;0;0
1982;3;10;169.583;1;0;0
1982;3;11;210.229;1;0;0
1982;3;12;240.125;1;0;0
1982;3;13;221.26;1;0;0
1982;3;14;226.156;1;0;0
1982;3;15;214.469;1;0;0
1982;3;16;198.865;1;0;0
1982;3;17;198.438;1;0;0
1982;3;18;221.812;1;0;0
1982;3;19;244.927;1;0;0
1982;3;20;230.802;1;0;0
1982;3;21;222.062;1;0;0
1982;3;22;222.49;1;0;0
1982;3;23;214.281;1;0;0
1982;3;24;220.167;1;0;0
1982;3;25;210.938;1;0;0
1982;3;26;216.792;1;0;0
1982;3;27;216.771;1;0;0
1982;3;28;230.896;1;0;0
1982;3;29;264.25;1;0;0
1982;3;30;282.604;1;0;0
1982;3;31;327.99;1;0;0
1982;4;1;340.906;1;0;0
1982;4;2;323.812;1;0;0
1982;4;3;326.688;1;0;0
1982;4;4;327.979;1;0;0
1982;4;5;313.177;1;0;0
1982;4;6;307.771;1;0;0
1982;4;7;326.24;1;0;0
1982;4;8;345.448;1;0;0
1982;4;9;379.26;1;0;0
1982;4;10;337.146;1;0;0
1982;4;11;291.792;1;0;0
1982;4;12;248.292;1;0;0
1982;4;13;220;1;0;0
1982;4;14;213.76;1;0;0
1982;4;15;199.781;1;0;0
1982;4;16;180.208;1;0;0
1982;4;17;180.052;1;0;0
1982;4;18;176.312;1;0;0
1982;4;19;181.573;1;0;0
1982;4;20;188.927;1;0;0
1982;4;21;193.375;1;0;0
1982;4;22;163.385;1;0;0
1982;4;23;155.375;1;0;0
1982;4;24;161.146;1;0;0
1982;4;25;159.698;1;0;0
1982;4;26;135.167;1;0;0
1982;4;27;128.323;1;0;0
1982;4;28;147.24;1;0;0
1982;4;29;140.51;1;0;0
1982;4;30;170.208;1;0;0
1982;5;1;154.073;1;0;0
1982;5;2;146.448;1;0;0
1982;5;3;134.094;1;0;0
1982;5;4;149.646;1;0;0
1982;5;5;177.865;1;0;0
1982;5;6;211.406;1;0;0
1982;5;7;241.062;1;0;0
1982;5;8;218.844;1;0;0
1982;5;9;177.969;1;0;0
1982;5;10;177.635;1;0;0
1982;5;11;192.771;1;0;0
1982;5;12;200;1;0;0
1982;5;13;193.74;1;0;0
1982;5;14;202.24;1;0;0
1982;5;15;203.969;1;0;0
1982;5;16;202.521;1;0;0
1982;5;17;226.562;1;0;0
1982;5;18;247.573;1;0;0
1982;5;19;263.656;1;0;0
1982;5;20;233.198;1;0;0
1982;5;21;247.823;1;0;0
1982;5;22;266.635;1;0;0
1982;5;23;232.5;1;0;0
1982;5;24;299.042;1;0;0
1982;5;25;284.802;1;0;0
1982;5;26;224.938;1;0;0
1982;5;27;208.198;1;0;0
1982;5;28;218.812;1;0;0
1982;5;29;220.76;1;0;0
1982;5;30;208.729;1;0;0
1982;5;31;191.615;1;0;0
1982;6;1;193.292;1;0;0
1982;6;2;199.521;1;0;0
1982;6;3;223.792;1;0;0
1982;6;4;204.896;1;0;0
1982;6;5;186.552;1;0;0
1982;6;6;201.5;1;0;0
1982;6;7;179.229;1;0;0
1982;6;8;224.802;1;0;0
1982;6;9;208.573;1;0;0
1982;6;10;164.344;1;0;0
1982;6;11;165.771;1;0;0
1982;6;12;180.417;1;0;0
1982;6;13;210.562;1;0;0
1982;6;14;203.396;1;0;0
1982;6;15;240.344;1;0;0
