YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;1.516;1;0;0
1981;1;2;1.488;1;0;0
1981;1;3;1.487;1;0;0
1981;1;4;1.49;1;0;0
1981;1;5;1.479;1;0;0
1981;1;6;1.495;1;0;0
1981;1;7;1.447;1;0;0
1981;1;8;1.429;1;0;0
1981;1;9;1.395;1;0;0
1981;1;10;1.421;1;0;0
1981;1;11;1.382;1;0;0
1981;1;12;1.367;1;0;0
1981;1;13;1.34;1;0;0
1981;1;14;1.31;1;0;0
1981;1;15;1.309;1;0;0
1981;1;16;1.295;1;0;0
1981;1;17;1.279;1;0;0
1981;1;18;1.264;1;0;0
1981;1;19;1.246;1;0;0
1981;1;20;1.23;1;0;0
1981;1;21;1.215;1;0;0
1981;1;22;1.198;1;0;0
1981;1;23;1.183;1;0;0
1981;1;24;1.165;1;0;0
1981;1;25;1.15;1;0;0
1981;1;26;1.134;1;0;0
1981;1;27;1.13;1;0;0
1981;1;28;1.13;1;0;0
1981;1;29;1.117;1;0;0
1981;1;30;1.117;1;0;0
1981;1;31;1.106;1;0;0
1981;2;1;1.121;1;0;0
1981;2;2;1.14;1;0;0
1981;2;3;1.125;1;0;0
1981;2;4;1.127;1;0;0
1981;2;5;1.11;1;0;0
1981;2;6;1.061;1;0;0
1981;2;7;1.028;1;0;0
1981;2;8;1.014;1;0;0
1981;2;9;1.063;1;0;0
1981;2;10;1.067;1;0;0
1981;2;11;1.091;1;0;0
1981;2;12;1.097;1;0;0
1981;2;13;1.102;1;0;0
1981;2;14;1.063;1;0;0
1981;2;15;1.036;1;0;0
1981;2;16;1.036;1;0;0
1981;2;17;1.026;1;0;0
1981;2;18;1.029;1;0;0
1981;2;19;1.04;1;0;0
1981;2;20;1.036;1;0;0
1981;2;21;1.009;1;0;0
1981;2;22;1.01;1;0;0
1981;2;23;1.037;1;0;0
1981;2;24;1.05;1;0;0
1981;2;25;1.06;1;0;0
1981;2;26;1.063;1;0;0
1981;2;27;1.07;1;0;0
1981;2;28;1.07;1;0;0
1981;3;1;1.07;1;0;0
1981;3;2;1.07;1;0;0
1981;3;3;1.07;1;0;0
1981;3;4;1.07;1;0;0
1981;3;5;1.07;1;0;0
1981;3;6;1.07;1;0;0
1981;3;7;1.067;1;0;0
1981;3;8;1.056;1;0;0
1981;3;9;1.135;1;0;0
1981;3;10;1.401;1;0;0
1981;3;11;1.807;1;0;0
1981;3;12;2.072;1;0;0
1981;3;13;2.541;1;0;0
1981;3;14;1.943;1;0;0
1981;3;15;1.777;1;0;0
1981;3;16;2.032;1;0;0
1981;3;17;1.872;1;0;0
1981;3;18;1.775;1;0;0
1981;3;19;1.614;1;0;0
1981;3;20;1.533;1;0;0
1981;3;21;1.523;1;0;0
1981;3;22;1.532;1;0;0
1981;3;23;1.608;1;0;0
1981;3;24;1.696;1;0;0
1981;3;25;1.872;1;0;0
1981;3;26;2.139;1;0;0
1981;3;27;2.157;1;0;0
1981;3;28;2.013;1;0;0
1981;3;29;1.988;1;0;0
1981;3;30;2.8;1;0;0
1981;3;31;2.713;1;0;0
1981;4;1;2.446;1;0;0
1981;4;2;2.333;1;0;0
1981;4;3;2.235;1;0;0
1981;4;4;2.079;1;0;0
1981;4;5;2.026;1;0;0
1981;4;6;2.02;1;0;0
1981;4;7;1.997;1;0;0
1981;4;8;1.951;1;0;0
1981;4;9;1.937;1;0;0
1981;4;10;1.98;1;0;0
1981;4;11;1.931;1;0;0
1981;4;12;1.866;1;0;0
1981;4;13;1.852;1;0;0
1981;4;14;1.83;1;0;0
1981;4;15;1.825;1;0;0
1981;4;16;1.806;1;0;0
1981;4;17;1.765;1;0;0
1981;4;18;1.733;1;0;0
1981;4;19;1.738;1;0;0
1981;4;20;1.73;1;0;0
1981;4;21;1.734;1;0;0
1981;4;22;1.719;1;0;0
1981;4;23;1.705;1;0;0
1981;4;24;1.692;1;0;0
1981;4;25;1.677;1;0;0
1981;4;26;1.68;1;0;0
1981;4;27;2.039;1;0;0
1981;4;28;1.8;1;0;0
1981;4;29;1.731;1;0;0
1981;4;30;1.736;1;0;0
1981;5;1;1.75;1;0;0
1981;5;2;1.762;1;0;0
1981;5;3;1.846;1;0;0
1981;5;4;1.985;1;0;0
1981;5;5;2.11;1;0;0
1981;5;6;1.956;1;0;0
1981;5;7;1.91;1;0;0
1981;5;8;1.925;1;0;0
1981;5;9;1.847;1;0;0
1981;5;10;1.816;1;0;0
1981;5;11;1.906;1;0;0
1981;5;12;2.202;1;0;0
1981;5;13;2.59;1;0;0
1981;5;14;2.246;1;0;0
1981;5;15;2.092;1;0;0
1981;5;16;1.89;1;0;0
1981;5;17;1.752;1;0;0
1981;5;18;1.676;1;0;0
1981;5;19;1.643;1;0;0
1981;5;20;1.616;1;0;0
1981;5;21;1.581;1;0;0
1981;5;22;1.58;1;0;0
1981;5;23;1.95;1;0;0
1981;5;24;1.723;1;0;0
1981;5;25;1.715;1;0;0
1981;5;26;1.913;1;0;0
1981;5;27;4.43;1;0;0
1981;5;28;2.805;1;0;0
1981;5;29;2.419;1;0;0
1981;5;30;2.278;1;0;0
1981;5;31;2.124;1;0;0
1981;6;1;1.957;1;0;0
1981;6;2;1.87;1;0;0
1981;6;3;1.823;1;0;0
1981;6;4;1.808;1;0;0
1981;6;5;1.803;1;0;0
1981;6;6;1.747;1;0;0
1981;6;7;1.688;1;0;0
1981;6;8;1.681;1;0;0
1981;6;9;1.615;1;0;0
1981;6;10;1.907;1;0;0
1981;6;11;1.684;1;0;0
1981;6;12;1.568;1;0;0
1981;6;13;1.516;1;0;0
1981;6;14;1.481;1;0;0
1981;6;15;1.481;1;0;0
1981;6;16;1.49;1;0;0
1981;6;17;1.65;1;0;0
1981;6;18;3.265;1;0;0
1981;6;19;2.351;1;0;0
1981;6;20;1.949;1;0;0
1981;6;21;1.904;1;0;0
1981;6;22;3.427;1;0;0
1981;6;23;2.853;1;0;0
1981;6;24;2.977;1;0;0
1981;6;25;2.742;1;0;0
1981;6;26;2.462;1;0;0
1981;6;27;2.325;1;0;0
1981;6;28;2.159;1;0;0
1981;6;29;2.099;1;0;0
1981;6;30;2.09;1;0;0
1981;7;1;2.094;1;0;0
1981;7;2;1.965;1;0;0
1981;7;3;1.922;1;0;0
1981;7;4;1.942;1;0;0
1981;7;5;1.874;1;0;0
1981;7;6;1.814;1;0;0
1981;7;7;1.758;1;0;0
1981;7;8;1.741;1;0;0
1981;7;9;1.7;1;0;0
1981;7;10;1.682;1;0;0
1981;7;11;1.68;1;0;0
1981;7;12;1.747;1;0;0
1981;7;13;1.661;1;0;0
1981;7;14;1.645;1;0;0
1981;7;15;1.629;1;0;0
1981;7;16;1.603;1;0;0
1981;7;17;1.565;1;0;0
1981;7;18;1.605;1;0;0
1981;7;19;2.59;1;0;0
1981;7;20;1.889;1;0;0
1981;7;21;1.798;1;0;0
1981;7;22;1.735;1;0;0
1981;7;23;1.694;1;0;0
1981;7;24;1.807;1;0;0
1981;7;25;2.557;1;0;0
1981;7;26;2.476;1;0;0
1981;7;27;2.06;1;0;0
1981;7;28;1.914;1;0;0
1981;7;29;1.838;1;0;0
1981;7;30;1.772;1;0;0
1981;7;31;1.718;1;0;0
1981;8;1;1.675;1;0;0
1981;8;2;1.648;1;0;0
1981;8;3;1.641;1;0;0
1981;8;4;1.576;1;0;0
1981;8;5;1.545;1;0;0
1981;8;6;1.55;1;0;0
1981;8;7;1.555;1;0;0
1981;8;8;1.513;1;0;0
