YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;0.207;0;0;0
1981;1;2;0.194;0;0;0
1981;1;3;0.58;0;0;0
1981;1;4;0.801;0;0;0
1981;1;5;0.414;0;0;0
1981;1;6;0.361;0;0;0
1981;1;7;0.314;0;0;0
1981;1;8;0.284;0;0;0
1981;1;9;0.268;0;0;0
1981;1;10;0.25;0;0;0
1981;1;11;0.223;0;0;0
1981;1;12;0.207;0;0;0
1981;1;13;0.196;0;0;0
1981;1;14;0.177;0;0;0
1981;1;15;0.179;0;0;0
1981;1;16;0.169;0;0;0
1981;1;17;0.162;0;0;0
1981;1;18;0.154;0;0;0
1981;1;19;0.152;0;0;0
1981;1;20;0.151;0;0;0
1981;1;21;0.132;0;0;0
1981;1;22;0.108;0;0;0
1981;1;23;0.108;0;0;0
1981;1;24;0.108;0;0;0
1981;1;25;0.108;0;0;0
1981;1;26;0.107;0;0;0
1981;1;27;0.101;0;0;0
1981;1;28;0.101;0;0;0
1981;1;29;0.101;0;0;0
1981;1;30;0.101;0;0;0
1981;1;31;0.096;0;0;0
1981;2;1;0.09;0;0;0
1981;2;2;0.087;0;0;0
1981;2;3;0.087;0;0;0
1981;2;4;0.111;0;0;0
1981;2;5;0.21;0;0;0
1981;2;6;0.179;0;0;0
1981;2;7;0.311;0;0;0
1981;2;8;0.562;0;0;0
1981;2;9;0.751;0;0;0
1981;2;10;0.893;0;0;0
1981;2;11;0.693;0;0;0
1981;2;12;0.556;0;0;0
1981;2;13;0.462;0;0;0
1981;2;14;0.4;0;0;0
1981;2;15;0.353;0;0;0
1981;2;16;0.283;0;0;0
1981;2;17;0.272;0;0;0
1981;2;18;0.26;0;0;0
1981;2;19;0.222;0;0;0
1981;2;20;0.194;0;0;0
1981;2;21;0.176;0;0;0
1981;2;22;0.161;0;0;0
1981;2;23;0.155;0;0;0
1981;2;24;0.146;0;0;0
1981;2;25;0.139;0;0;0
1981;2;26;0.129;0;0;0
1981;2;27;0.118;0;0;0
