YYYY;MM;DD;hh;mm
2015;10;25;15;0
2015;10;25;16;0
2015;12;15;20;0
2015;12;15;21;0
2015;12;15;22;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2015;12;21;10;0
2016;6;8;10;0
2016;6;8;11;0
2016;6;8;12;0
2016;6;8;13;0
2016;6;8;14;0
2016;6;8;15;0
2016;6;8;16;0
2016;6;8;17;0
2016;6;8;18;0
2016;6;8;19;0
2016;6;8;20;0
2016;6;8;21;0
2017;1;30;23;0
2017;1;31;0;0
2017;1;31;1;0
2017;1;31;2;0
2017;1;31;3;0
2017;1;31;4;0
2017;1;31;5;0
2017;1;31;6;0
2017;1;31;7;0
2017;1;31;8;0
2017;1;31;9;0
2017;1;31;10;0
2017;1;31;11;0
2017;1;31;12;0
2017;1;31;13;0
2017;1;31;14;0
2017;1;31;15;0
2017;1;31;16;0
2017;1;31;17;0
2017;1;31;18;0
2017;1;31;19;0
2017;1;31;20;0
2017;1;31;21;0
2017;1;31;22;0
2017;1;31;23;0
2017;2;1;0;0
2017;2;1;1;0
2017;2;1;2;0
2017;2;1;3;0
2017;2;1;4;0
2017;2;1;5;0
2017;2;1;6;0
2017;2;1;7;0
2017;2;1;8;0
2017;2;1;9;0
2017;2;1;10;0
2017;2;1;11;0
2017;2;1;12;0
2017;2;1;13;0
2017;2;1;14;0
2017;2;1;15;0
2017;2;1;16;0
2017;2;1;17;0
2017;2;1;18;0
2017;2;1;19;0
2017;2;1;20;0
2017;2;1;21;0
2017;2;1;22;0
2017;2;1;23;0
2017;2;2;0;0
2017;2;2;1;0
2017;2;2;2;0
2017;2;2;3;0
2017;2;2;4;0
2017;2;2;5;0
2017;2;2;6;0
2017;2;2;7;0
2017;2;2;8;0
2017;2;2;9;0
2017;2;2;10;0
2017;2;2;11;0
2017;2;2;12;0
2017;2;2;13;0
2017;2;2;14;0
2017;2;2;15;0
2017;2;2;16;0
2017;2;2;17;0
2017;2;2;18;0
2017;2;2;19;0
2017;2;2;20;0
2017;2;2;21;0
2017;2;2;22;0
2017;2;2;23;0
2017;2;3;0;0
2017;2;3;1;0
2017;2;3;2;0
2017;2;3;3;0
2017;2;3;4;0
2017;2;3;5;0
2017;2;3;6;0
2017;2;3;7;0
2017;2;3;8;0
2017;2;3;9;0
2017;2;3;10;0
2017;2;3;11;0
2017;2;3;12;0
2017;2;3;13;0
2017;2;3;14;0
2017;2;3;15;0
2017;2;3;16;0
2017;2;3;17;0
2017;2;3;18;0
2017;2;3;19;0
2017;2;3;20;0
2017;2;3;21;0
2017;2;3;22;0
2017;2;3;23;0
2017;2;4;0;0
2017;2;4;1;0
2017;2;4;2;0
2017;2;4;3;0
2017;2;4;4;0
2017;2;4;5;0
2017;2;4;6;0
2017;2;4;7;0
2017;2;4;8;0
2017;2;4;9;0
2017;2;4;10;0
2017;2;4;11;0
2017;2;4;12;0
2017;2;4;13;0
2017;2;4;14;0
2017;2;4;15;0
2017;2;4;16;0
2017;2;4;17;0
2017;2;4;18;0
2017;2;4;19;0
2017;2;4;20;0
2017;2;4;21;0
2017;2;4;22;0
2017;2;4;23;0
2017;2;5;0;0
2017;2;5;1;0
2017;2;5;2;0
2017;2;5;3;0
2017;2;5;4;0
2017;2;5;5;0
2017;2;5;6;0
2017;2;5;7;0
2017;2;5;8;0
2017;2;5;9;0
2017;2;5;10;0
2017;2;5;11;0
2017;2;5;12;0
2017;2;5;13;0
2017;2;5;14;0
2017;2;5;15;0
2017;2;5;16;0
2017;2;5;17;0
2017;2;5;18;0
2017;2;5;19;0
2017;2;5;20;0
2017;2;5;21;0
2017;2;5;22;0
2017;2;5;23;0
2017;2;6;0;0
2017;2;6;1;0
2017;2;6;2;0
2017;2;6;3;0
2017;2;6;4;0
2017;2;6;5;0
2017;2;6;6;0
2017;2;6;7;0
2017;2;6;8;0
2017;2;6;9;0
2017;2;6;10;0
2017;2;6;11;0
2017;2;6;12;0
2017;2;6;13;0
2017;2;6;14;0
2017;2;6;15;0
2017;2;6;16;0
2017;2;6;17;0
2017;2;6;18;0
2017;2;6;19;0
2017;2;6;20;0
2017;2;6;21;0
2017;2;6;22;0
2017;2;6;23;0
2017;2;7;0;0
2017;2;7;1;0
2017;2;7;2;0
2017;2;7;3;0
2017;2;7;4;0
2017;2;7;5;0
2017;2;7;6;0
2017;2;7;7;0
2017;2;7;8;0
2017;2;7;9;0
2017;2;7;10;0
2017;2;7;11;0
2017;2;7;12;0
2017;2;7;13;0
2017;2;7;14;0
2017;2;7;15;0
2017;2;7;16;0
2017;2;7;17;0
2017;2;7;18;0
2017;2;7;19;0
2017;2;7;20;0
2017;2;7;21;0
2017;2;7;22;0
2017;2;7;23;0
2017;2;8;0;0
2017;2;8;1;0
2017;2;8;2;0
2017;2;8;3;0
2017;2;8;4;0
2017;2;8;5;0
2017;2;8;6;0
2017;2;8;7;0
2017;2;8;8;0
2017;2;8;9;0
2017;2;8;10;0
2017;2;8;11;0
2017;2;8;12;0
2017;2;8;13;0
2017;2;8;14;0
2017;2;8;15;0
2017;2;8;16;0
2017;2;8;17;0
2017;2;8;18;0
2017;2;8;19;0
2017;2;8;20;0
2017;2;8;21;0
