YYYY;MM;DD;hh;mm
2011;12;17;0;0
2011;12;17;1;0
2011;12;17;2;0
2011;12;17;3;0
2011;12;17;4;0
2011;12;17;5;0
2011;12;17;6;0
2011;12;17;7;0
2011;12;17;8;0
2011;12;17;9;0
2011;12;17;10;0
2011;12;17;11;0
2011;12;17;12;0
2011;12;17;13;0
2011;12;17;14;0
2011;12;17;15;0
2011;12;17;16;0
2011;12;17;17;0
2011;12;17;18;0
2011;12;17;19;0
2011;12;17;20;0
2011;12;17;21;0
2011;12;17;22;0
2011;12;17;23;0
2011;12;18;0;0
2011;12;18;1;0
2011;12;18;2;0
2011;12;18;3;0
2011;12;18;4;0
2011;12;18;5;0
2011;12;18;6;0
2016;6;20;10;0
2016;6;20;11;0
2016;6;20;12;0
2016;6;20;13;0
2016;6;20;14;0
2016;6;20;15;0
