YYYY;MM;DD;hh;mm
2013;11;22;5;0
2013;11;22;6;0
2013;11;22;23;0
2013;11;23;0;0
2013;11;23;1;0
2013;11;23;2;0
2013;11;23;3;0
2013;11;23;4;0
2013;11;23;5;0
2013;11;23;6;0
2013;11;23;7;0
2013;11;23;8;0
2013;11;23;9;0
2013;11;23;10;0
2013;11;23;11;0
2013;11;23;12;0
2013;11;23;13;0
2013;11;23;14;0
2013;11;23;15;0
2013;11;23;16;0
2013;11;23;17;0
2013;11;23;18;0
2013;11;23;19;0
2013;11;23;20;0
2013;11;23;21;0
2013;11;23;22;0
2013;11;23;23;0
2013;11;24;0;0
2013;11;24;1;0
2013;11;24;2;0
2013;11;24;3;0
2013;11;24;4;0
2013;11;24;5;0
2013;11;24;6;0
2013;11;24;7;0
2013;11;24;8;0
2013;11;24;9;0
2013;11;24;10;0
2013;11;24;11;0
2013;11;24;12;0
2013;11;24;13;0
2013;11;24;14;0
2013;11;24;15;0
2013;11;24;16;0
2013;11;24;17;0
2013;11;24;18;0
2013;11;24;19;0
2013;11;24;20;0
2013;11;24;21;0
2013;11;24;22;0
2013;11;24;23;0
2013;11;25;0;0
2013;11;25;1;0
2013;11;25;2;0
2013;11;25;3;0
2013;11;25;4;0
2013;11;25;5;0
2013;11;25;6;0
2013;11;25;7;0
2013;11;25;8;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2016;6;8;10;0
2016;6;8;11;0
2016;6;8;12;0
2016;6;8;13;0
2016;6;8;14;0
2016;6;8;15;0
2016;6;8;16;0
2016;6;8;17;0
2016;6;8;18;0
2016;6;8;19;0
2016;6;8;20;0
2016;6;8;21;0
