YYYY;MM;DD;hh;mm
2015;6;9;7;0
2015;6;9;8;0
2015;6;9;9;0
2015;6;9;10;0
2015;6;9;11;0
2015;6;9;12;0
2015;6;9;13;0
2015;6;9;14;0
2015;6;9;15;0
2015;6;9;16;0
2015;6;9;17;0
2015;6;9;18;0
2015;6;9;19;0
2015;6;9;20;0
2015;6;9;21;0
2015;6;9;23;0
2015;6;10;0;0
2015;6;10;1;0
2015;6;10;2;0
2015;6;10;3;0
2015;6;10;4;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2016;5;15;15;0
2016;5;15;16;0
2016;5;15;17;0
2016;5;15;18;0
2016;5;15;19;0
2016;5;15;20;0
2016;5;15;21;0
2016;5;15;22;0
2016;5;15;23;0
2016;5;16;0;0
2016;5;16;1;0
2016;5;16;2;0
2016;5;16;3;0
2016;5;16;4;0
2016;5;16;5;0
2016;5;16;6;0
2016;5;16;7;0
2016;5;16;8;0
2016;5;16;9;0
2016;5;16;10;0
2016;5;16;11;0
2016;5;16;12;0
2016;5;16;13;0
2016;5;16;14;0
2016;5;16;15;0
2016;5;16;16;0
2016;5;16;17;0
2016;5;16;18;0
2016;5;16;19;0
2016;5;16;20;0
2016;5;16;21;0
2016;5;16;22;0
2016;5;16;23;0
2016;5;17;0;0
2016;5;17;1;0
2016;5;17;2;0
2016;5;17;3;0
2016;5;17;4;0
2016;5;17;5;0
2016;5;17;6;0
2016;5;17;7;0
