YYYY;MM;DD;hh;mm
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2017;1;21;23;0
2017;1;22;0;0
2017;1;22;1;0
2017;1;22;2;0
2017;1;22;3;0
2017;1;22;4;0
2017;1;22;5;0
2017;1;22;6;0
2017;1;22;7;0
2017;1;22;8;0
2017;1;22;9;0
2017;1;22;10;0
2017;1;22;11;0
2017;1;22;12;0
2017;1;22;13;0
2017;1;22;14;0
2017;1;22;15;0
2017;1;22;16;0
2017;1;22;17;0
2017;1;22;18;0
2017;1;22;19;0
2017;1;22;20;0
2017;1;22;21;0
2017;1;22;22;0
2017;1;22;23;0
2017;1;23;0;0
2017;1;23;1;0
2017;1;23;2;0
2017;1;23;3;0
2017;1;23;4;0
2017;1;23;5;0
2017;1;23;6;0
2017;1;23;7;0
2017;1;23;8;0
2017;1;23;9;0
2017;1;23;10;0
2017;1;23;11;0
2017;1;23;12;0
2017;1;23;13;0
2017;1;23;14;0
2017;1;23;15;0
2017;1;23;16;0
2017;1;23;17;0
2017;1;23;18;0
2017;1;23;19;0
2017;1;23;20;0
2017;1;23;21;0
2017;1;23;22;0
2017;1;23;23;0
2017;1;24;0;0
2017;1;24;1;0
2017;1;24;2;0
2017;1;24;3;0
2017;1;24;4;0
2017;1;24;5;0
2017;1;24;6;0
2017;1;24;7;0
2017;1;24;8;0
2017;1;24;9;0
2017;1;24;10;0
2017;1;24;11;0
2017;1;24;12;0
2017;1;24;13;0
2017;1;24;14;0
2017;1;24;15;0
2017;1;24;16;0
2017;1;24;17;0
2017;1;24;18;0
2017;1;24;19;0
2017;1;24;20;0
2017;1;24;21;0
2017;1;24;22;0
2017;1;24;23;0
2017;1;25;0;0
2017;1;25;1;0
2017;1;25;2;0
2017;1;25;3;0
2017;1;25;4;0
2017;1;25;5;0
2017;1;25;6;0
2017;1;25;7;0
2017;1;25;8;0
2017;1;25;9;0
2017;1;25;10;0
2017;1;25;11;0
2017;1;25;12;0
2017;1;25;13;0
2017;1;25;14;0
2017;1;25;15;0
2017;1;25;16;0
2017;1;25;17;0
2017;1;25;18;0
2017;1;25;19;0
2017;1;25;20;0
2017;1;25;21;0
2017;1;25;22;0
2017;1;25;23;0
2017;1;26;0;0
2017;1;26;1;0
2017;1;26;2;0
2017;1;26;3;0
2017;1;26;4;0
2017;1;26;5;0
2017;1;26;6;0
2017;1;26;7;0
2017;1;26;8;0
2017;1;26;9;0
2017;1;26;10;0
2017;1;26;11;0
2017;1;26;12;0
2017;1;26;13;0
2017;1;26;14;0
2017;1;26;15;0
2017;1;26;16;0
2017;1;26;17;0
2017;1;26;18;0
2017;1;26;19;0
2017;1;26;20;0
2017;1;26;21;0
2017;1;26;22;0
2017;1;26;23;0
2017;1;27;0;0
2017;1;27;1;0
