YYYY;MM;DD;hh;mm
2015;6;13;23;0
2015;6;14;0;0
2015;6;14;1;0
2015;6;14;2;0
2015;6;14;3;0
2015;6;14;4;0
2015;6;14;5;0
2015;6;14;6;0
2015;6;14;7;0
2015;6;14;8;0
2015;6;14;9;0
2015;6;14;10;0
2015;6;14;11;0
2015;6;14;12;0
2015;6;14;13;0
2015;6;14;14;0
2015;6;14;15;0
2015;6;14;16;0
2015;6;14;17;0
2015;6;14;18;0
2015;6;14;19;0
2015;6;14;20;0
2015;6;14;21;0
2015;6;14;22;0
2015;6;14;23;0
2015;6;15;0;0
2015;6;15;1;0
2015;6;15;2;0
2015;6;15;3;0
2015;6;15;4;0
2015;6;15;5;0
2015;6;15;6;0
2015;6;15;7;0
2015;6;15;8;0
2015;6;15;9;0
2015;6;27;18;0
2015;6;27;19;0
2015;6;27;20;0
2015;6;27;21;0
2015;6;27;22;0
2015;6;27;23;0
2015;6;28;0;0
2015;6;28;1;0
2015;6;28;2;0
2015;6;28;3;0
2015;6;28;4;0
2015;6;28;5;0
2015;6;28;6;0
2015;6;28;7;0
2015;6;28;8;0
2015;6;28;9;0
2015;6;28;10;0
2015;6;28;11;0
2015;6;28;12;0
2015;6;28;13;0
2015;6;28;14;0
2015;6;28;15;0
2015;6;28;16;0
2015;6;28;17;0
2015;6;28;18;0
2015;6;28;19;0
2015;6;28;20;0
2015;6;28;21;0
2015;6;28;22;0
2015;6;28;23;0
2015;6;29;0;0
2015;6;29;1;0
2015;6;29;2;0
2015;6;29;3;0
2015;6;29;4;0
2015;6;29;5;0
2015;6;29;6;0
2015;6;29;7;0
2015;6;29;8;0
2015;6;29;9;0
2015;6;29;10;0
2015;6;29;11;0
2015;6;29;12;0
2015;6;29;13;0
2015;6;29;14;0
2015;6;29;15;0
2015;6;29;16;0
2015;6;29;17;0
2015;6;29;18;0
2015;6;29;19;0
2015;6;29;20;0
2015;6;29;21;0
2015;6;29;22;0
2015;6;29;23;0
2015;6;30;0;0
2015;6;30;1;0
2015;6;30;2;0
2015;6;30;3;0
2015;6;30;4;0
2015;6;30;5;0
2015;6;30;6;0
2015;6;30;7;0
2015;6;30;8;0
2015;6;30;9;0
2015;7;23;7;0
2015;7;23;8;0
2015;7;23;9;0
2015;7;23;10;0
2015;7;23;11;0
2015;7;23;12;0
2015;7;23;13;0
2015;7;23;14;0
2015;7;23;15;0
2015;7;23;16;0
2015;7;23;17;0
2015;7;23;18;0
2015;7;23;19;0
2015;7;23;20;0
2015;7;23;21;0
2015;7;23;22;0
2015;7;23;23;0
2015;7;24;0;0
2015;7;24;1;0
2015;7;24;2;0
2015;7;24;3;0
2015;7;24;4;0
2015;7;24;5;0
2015;7;24;6;0
2015;7;24;7;0
2015;7;24;8;0
2015;7;24;9;0
2015;7;24;10;0
2015;7;24;11;0
2015;7;24;12;0
2015;7;24;13;0
2015;7;24;14;0
2015;7;24;15;0
2015;7;24;16;0
2015;7;24;17;0
2015;7;24;18;0
2015;7;24;19;0
2015;7;24;20;0
2015;7;24;21;0
2015;7;24;22;0
2015;7;24;23;0
2015;7;25;0;0
2015;7;25;1;0
2015;7;25;2;0
2015;7;25;3;0
2015;7;25;4;0
2015;7;25;5;0
2015;7;25;6;0
2015;7;25;7;0
2015;7;25;8;0
2015;7;25;9;0
2015;7;25;10;0
2015;7;25;11;0
2015;7;25;12;0
2015;7;25;13;0
2015;7;25;14;0
2015;7;25;15;0
2015;7;25;16;0
2015;7;25;17;0
2015;7;25;18;0
2015;7;25;19;0
2015;7;25;20;0
2015;7;25;21;0
2015;7;25;22;0
2015;7;25;23;0
2015;7;26;0;0
2015;7;26;1;0
2015;7;26;2;0
2015;7;26;3;0
2015;7;26;4;0
2015;7;26;5;0
2015;7;26;6;0
2015;7;26;7;0
2015;7;26;8;0
2015;7;26;9;0
2015;7;26;10;0
2015;7;26;11;0
2015;7;26;12;0
2015;7;26;13;0
2015;7;26;14;0
2015;7;26;15;0
2015;7;26;16;0
2015;7;26;17;0
2015;7;26;18;0
2015;7;26;19;0
2015;7;26;20;0
2015;7;26;21;0
2015;7;26;22;0
2015;7;26;23;0
2015;7;27;0;0
2015;7;27;1;0
2015;7;27;2;0
2015;7;27;3;0
2015;7;27;4;0
2015;7;27;5;0
2015;7;27;6;0
2015;7;27;7;0
2015;7;27;8;0
2015;7;27;9;0
2015;7;27;10;0
2015;7;27;11;0
2015;7;27;12;0
2015;7;27;13;0
2015;7;27;14;0
2015;7;27;15;0
2015;7;27;16;0
2015;7;27;17;0
2015;7;27;18;0
2015;7;27;19;0
2015;7;27;20;0
2015;7;27;21;0
2015;7;27;22;0
2015;7;27;23;0
2015;7;28;0;0
2015;7;28;1;0
2015;7;28;2;0
2015;7;28;3;0
2015;7;28;4;0
2015;7;28;5;0
2015;7;28;6;0
2015;7;28;7;0
2015;7;28;8;0
2015;7;28;9;0
2015;7;28;10;0
2015;7;28;11;0
2015;7;28;12;0
2015;7;28;13;0
2015;7;28;14;0
2015;7;28;15;0
2015;7;28;16;0
2015;7;28;17;0
2015;7;28;18;0
2015;7;28;19;0
2015;7;28;20;0
2015;7;28;21;0
2015;7;28;22;0
2015;7;28;23;0
2015;7;29;0;0
2015;7;29;1;0
2015;7;29;2;0
2015;7;29;3;0
2015;7;29;4;0
2015;7;29;5;0
2015;7;29;6;0
2015;7;29;7;0
2015;7;29;8;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2016;6;8;10;0
2016;6;8;11;0
2016;6;8;12;0
2016;6;8;13;0
2016;6;8;14;0
2016;6;8;15;0
2016;6;8;16;0
2016;6;8;17;0
2016;6;8;18;0
2016;6;8;19;0
2016;6;8;20;0
2016;6;8;21;0
