YYYY;MM;DD;hh;mm
2013;6;1;10;0
2013;6;1;11;0
2013;6;1;12;0
2013;6;1;13;0
2013;6;1;14;0
2013;6;1;15;0
2013;6;1;16;0
2013;6;1;17;0
2013;6;1;18;0
2013;6;1;19;0
2013;6;1;20;0
2013;6;1;21;0
2013;6;1;22;0
2013;6;1;23;0
2013;6;2;0;0
2013;6;2;1;0
2013;6;2;2;0
2013;6;2;3;0
2013;6;2;4;0
2013;6;2;5;0
2013;6;2;6;0
2013;6;2;7;0
2013;6;2;8;0
2013;6;2;9;0
2013;6;2;10;0
2013;6;2;11;0
2013;6;2;12;0
2013;6;2;13;0
2013;6;2;14;0
2013;6;2;15;0
2013;6;2;16;0
2013;6;2;17;0
2013;6;2;18;0
2013;6;2;19;0
2013;6;2;20;0
2013;6;2;21;0
2013;6;2;22;0
2013;6;2;23;0
2013;6;3;0;0
2013;6;3;1;0
2013;6;3;2;0
2013;6;3;3;0
2013;6;3;4;0
2013;6;3;5;0
2013;6;3;6;0
2013;6;3;7;0
2013;6;3;8;0
2013;6;3;9;0
2013;6;3;10;0
2013;6;3;11;0
2013;6;3;12;0
2013;6;3;13;0
2013;6;3;14;0
2013;6;3;15;0
2013;6;3;16;0
2013;6;3;17;0
2013;6;3;18;0
2013;6;3;19;0
2013;6;3;20;0
2013;6;3;21;0
2013;6;3;22;0
2013;6;3;23;0
2013;6;4;0;0
2013;6;4;1;0
2013;6;4;2;0
2013;6;4;3;0
2013;6;4;4;0
2013;6;4;5;0
2013;6;4;6;0
2013;6;4;7;0
2013;6;4;8;0
2013;6;4;9;0
2013;6;4;10;0
2013;6;4;11;0
2013;6;4;12;0
2013;6;4;13;0
2013;6;4;14;0
2013;6;4;15;0
2013;6;4;16;0
