YYYY;MM;DD;hh;mm
2015;8;31;23;0
2015;9;1;0;0
2015;9;1;1;0
2015;9;1;2;0
2015;9;1;3;0
2015;9;1;4;0
2015;9;1;5;0
2015;9;1;6;0
2015;9;1;8;0
2015;9;1;9;0
2015;9;1;10;0
2015;9;1;11;0
2015;9;1;12;0
2015;9;1;13;0
2015;9;1;14;0
2015;9;1;15;0
2015;10;11;23;0
2015;10;12;0;0
2015;10;12;1;0
2015;10;12;2;0
2015;10;12;3;0
2015;10;12;4;0
2015;10;12;5;0
2015;10;12;6;0
2015;10;12;7;0
2015;10;12;8;0
2015;10;12;9;0
2015;10;12;13;0
2015;10;12;14;0
2015;10;12;15;0
2015;10;12;16;0
2015;10;12;17;0
2015;10;12;18;0
2015;10;12;19;0
2015;10;12;20;0
2015;10;12;21;0
2015;10;18;23;0
2015;10;19;0;0
2015;10;19;1;0
2015;10;19;2;0
2015;10;19;3;0
2015;10;19;4;0
2015;10;19;5;0
2015;10;19;6;0
2015;10;19;9;0
2015;10;19;10;0
2015;10;19;11;0
2015;10;19;12;0
2015;10;19;13;0
2015;10;19;14;0
2015;10;19;15;0
2015;10;19;16;0
2015;10;19;17;0
2015;10;19;18;0
2015;10;19;19;0
2015;10;19;20;0
2015;10;19;21;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
