YYYY;MM;DD;hh;mm
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2016;11;7;9;0
2016;11;7;10;0
2016;11;7;11;0
2016;11;7;12;0
2016;11;7;13;0
2016;11;7;14;0
2016;11;7;15;0
2016;11;7;16;0
2016;11;7;17;0
2016;11;7;18;0
2016;11;7;19;0
2016;11;7;20;0
2016;11;7;21;0
2016;11;7;22;0
2016;11;7;23;0
2016;11;8;0;0
2016;11;8;1;0
2016;11;8;2;0
2016;11;8;3;0
2016;11;8;4;0
2016;11;8;5;0
2016;11;8;6;0
2016;11;8;7;0
2016;11;8;8;0
2016;11;8;9;0
2016;11;8;10;0
2016;11;8;11;0
2016;11;8;12;0
2016;11;8;13;0
2016;11;8;14;0
2016;11;8;15;0
2016;11;8;16;0
2016;11;8;17;0
2016;11;8;18;0
2016;11;8;19;0
2016;11;8;20;0
2016;11;8;21;0
2016;11;8;22;0
2016;11;8;23;0
2016;11;9;0;0
2016;11;9;1;0
2016;11;9;2;0
2016;11;9;3;0
2016;11;9;4;0
2016;11;9;5;0
