YYYY;MM;DD;hh;mm
2017;4;10;0;0
2017;4;10;1;0
2017;4;10;2;0
2017;4;10;3;0
2017;4;10;4;0
2017;4;10;5;0
2017;4;10;6;0
2017;4;10;7;0
2017;4;10;8;0
2017;4;10;9;0
2017;4;10;10;0
2017;4;10;11;0
2017;4;10;12;0
2017;4;10;13;0
2017;4;10;14;0
2017;4;10;15;0
2017;4;10;16;0
2017;4;10;17;0
2017;4;10;18;0
2017;4;10;19;0
2017;4;10;20;0
2017;4;10;21;0
2017;4;10;22;0
2017;4;10;23;0
2017;4;11;0;0
2017;4;11;1;0
2017;4;11;2;0
2017;4;11;3;0
2017;4;11;4;0
2017;4;11;5;0
2017;4;11;6;0
2017;4;11;7;0
2017;4;11;8;0
2017;4;11;9;0
2017;4;11;10;0
2017;4;11;11;0
2017;4;11;12;0
2017;4;11;13;0
2017;4;11;14;0
2017;4;11;15;0
2017;4;11;16;0
2017;4;11;17;0
2017;4;11;18;0
2017;4;11;19;0
2017;4;11;20;0
2017;4;11;21;0
