YYYY;MM;DD;hh;mm
2012;11;6;5;0
2012;11;6;6;0
2012;11;6;7;0
2012;11;6;8;0
2012;11;6;9;0
2012;11;6;10;0
2012;11;6;11;0
2012;11;6;12;0
2012;11;6;13;0
2012;11;6;14;0
2012;11;6;15;0
2012;11;6;16;0
2012;11;6;17;0
2012;11;6;18;0
2012;11;6;19;0
2012;11;6;20;0
2012;11;6;21;0
2012;11;6;22;0
2012;11;6;23;0
2012;11;7;0;0
2012;11;7;1;0
2012;11;7;2;0
2012;11;7;3;0
2012;11;7;4;0
2012;11;7;5;0
2012;11;7;6;0
2012;11;7;7;0
2012;11;7;8;0
2012;11;7;9;0
2012;11;7;10;0
2012;11;7;11;0
2012;11;7;12;0
2012;11;7;13;0
2012;11;7;14;0
2012;11;7;15;0
2012;11;7;16;0
2012;11;7;17;0
2012;11;7;18;0
2012;11;7;19;0
2012;11;7;20;0
2012;11;7;21;0
2012;11;7;22;0
2012;11;7;23;0
2012;11;8;0;0
2012;11;8;1;0
2012;11;8;2;0
2012;11;8;3;0
2012;11;8;4;0
2012;11;8;5;0
2012;11;8;6;0
2012;11;8;7;0
2015;10;11;23;0
2015;10;12;0;0
2015;10;12;1;0
2015;10;12;2;0
2015;10;12;3;0
2015;10;12;4;0
2015;10;12;5;0
2015;10;12;6;0
2015;10;12;7;0
2015;10;12;8;0
2015;10;12;9;0
2015;10;12;12;0
2015;10;12;13;0
2015;10;12;14;0
2015;10;12;15;0
2015;10;12;16;0
2015;10;12;17;0
2015;10;12;18;0
2015;10;12;19;0
2015;10;12;20;0
2015;10;12;21;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
