YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;-2.6;-6.4;-12.1;-5.7;-9.6;-14.8;2.2;0.2;0.5;3.1;2;153.88;97;16;54;20;86121;0.04;8.43;0.33;0.4
1981;1;2;2;-3.6;-5.1;-6.4;-6;-7.9;-8.9;1.8;0.6;0.52;3.1;2;165.52;59;12;22;9;86107;0.23;12.92;0.33;0.4
1981;1;3;3;1.5;-0.1;-3.3;-1.2;-4.2;-6;2.2;1.2;0.52;3.1;2;174.89;75;18;53;17;85131;0.43;8.56;0.33;0.4
1981;1;4;4;0.6;-2.6;-5.8;-1.1;-4;-9;1.6;-0.3;0.51;3;2;189.66;27;6;73;23;84607;0.5;20.86;0.33;0.4
1981;1;5;5;-6.6;-8.5;-9.2;-10.1;-11.1;-12.5;2.3;-0.8;0.52;3;2;207.42;73;15;52;23;85312;0.46;15.63;0.33;0.4
1981;1;6;6;-7.6;-8.7;-9.9;-9.9;-11;-12;1;0.1;0.52;3;2;223.54;39;8;21;10;85184;0.16;20.37;0.33;0.4
1981;1;7;7;-10;-11.6;-13.4;-12;-13.9;-15.6;1.1;-0.8;0.52;3;2;241.91;116;22;55;22;86026;0.19;11.65;0.33;0.4
1981;1;8;8;-13.4;-14.8;-19.8;-15.3;-18.4;-23;0.4;-0.2;0.52;3;2;249.74;120;26;84;44;86921;0.13;2.79;0.33;0.4
1981;1;9;9;-8.4;-17;-23.5;-16;-21.4;-26;0;1.3;0.52;3;2;250.52;164;35;72;48;86598;0;0;0.32;0.4
1981;1;10;10;-6.3;-12.9;-18.2;-12;-16.1;-20.4;0;1.3;0.52;3;2;250.62;143;30;51;19;85472;-0.04;0.3;0.32;0.39
1981;1;11;11;-5;-9.4;-13.4;-8.2;-11.8;-15.9;-0.4;0.4;0.51;3;2;251.05;144;30;60;33;85853;-0.05;0.25;0.32;0.39
1981;1;12;12;-4;-11.7;-16.7;-10.5;-15.4;-18.9;0;1.3;0.51;3;2;251.25;163;36;81;52;85411;-0.01;0;0.32;0.39
1981;1;13;13;-7.4;-10.4;-14;-9.5;-12.8;-17;0.3;0.3;0.51;3;2;252.51;70;16;30;8;84986;-0.04;4.07;0.32;0.39
1981;1;14;14;-6;-9.8;-11.7;-10.6;-13.7;-16.4;0.4;0.8;0.51;3;2;255.64;167;36;87;36;85104;0.05;0.44;0.32;0.39
