YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;1.6;0.4;-1.9;-0.5;-2.6;-4.6;5.9;0.4;0.2;1.2;2.2;5.94;128;28;69;41;94539;0.71;4.7;0.47;0.47
1981;1;2;2;1.4;-0.2;-1.8;-0.1;-2.1;-4.6;5;1.7;0.3;1.2;2.2;12.55;83;17;41;16;94468;0.31;13.24;0.47;0.47
1981;1;3;3;4.2;3.2;1.9;2.8;1.3;-0.2;7.1;3;0.34;1.2;2.2;17.41;49;10;27;10;93209;0.26;16.8;0.48;0.47
1981;1;4;4;2.8;0.5;-3.2;1.1;-1;-5.8;4.7;-0.4;0.29;1.1;2.2;13.07;106;19;71;33;92861;0.45;5.14;0.49;0.48
1981;1;5;5;-1.6;-3;-4.2;-4.2;-5.8;-7.3;5.2;-1.8;0.34;1.1;2.2;17.59;162;33;79;47;93875;0.51;4.86;0.48;0.48
1981;1;6;6;-1.4;-3.7;-5.4;-2.9;-5.2;-6.5;2.7;-0.7;0.37;1.1;2.2;25.12;60;11;51;25;93686;0.17;10.45;0.48;0.48
1981;1;7;7;-5.7;-7.2;-8.6;-6.8;-8.9;-10.4;2.4;-1.9;0.37;1.1;2.2;31.31;161;29;75;47;94835;-0.01;1.74;0.48;0.48
1981;1;8;8;-7.7;-10.6;-17.3;-10.1;-12.7;-18.9;0.4;0.2;0.37;1.1;2.2;32.19;125;28;71;39;95829;0.1;0.19;0.47;0.48
1981;1;9;9;-4.7;-11.4;-20.2;-7.1;-15.2;-22.7;0.8;1.4;0.37;1.1;2.2;32.16;191;39;74;31;95296;0.23;0.74;0.47;0.48
1981;1;10;10;-0.6;-2.5;-4.3;-1.9;-3.8;-6.4;0.2;0.9;0.37;1;2.2;34.41;86;16;44;15;93915;0.05;3.95;0.47;0.48
1981;1;11;11;-1.4;-2.5;-3.6;-2.9;-3.7;-4.5;-2.2;-1.5;0.37;1;2.2;37.03;82;17;30;12;94492;0.12;0.9;0.47;0.48
1981;1;12;12;-1.7;-3.6;-6;-3.6;-5;-6.5;1.3;1.1;0.37;1;2.2;37.34;106;22;56;26;93856;0.09;0.35;0.47;0.48
1981;1;13;13;-2.1;-3.6;-5.5;-3.6;-4.8;-6.3;1.7;-1.2;0.37;1;2.2;38.68;99;22;48;25;93495;0.09;1.95;0.46;0.48
1981;1;14;14;-0.1;-4.5;-7.4;-2.8;-7.3;-9.2;3;2.5;0.37;1;2.2;39.46;186;36;76;32;93489;0.39;1.99;0.46;0.48
1981;1;15;15;1.4;-1.2;-4.5;-0.1;-3.4;-5.8;5.7;0.7;0.37;1;2.2;48.85;184;37;88;41;91761;0.51;12.88;0.46;0.48
1981;1;16;16;-2.9;-4.3;-5.2;-6;-6.8;-8;3.9;0.7;0.37;1;2.2;53.85;175;33;84;42;93112;0.33;2.43;0.46;0.48
1981;1;17;17;2.4;0.9;-2.4;-0.4;-1.3;-5.7;3.9;2.3;0.37;1;2.2;56.51;155;32;60;28;92790;0.32;8.38;0.46;0.48
1981;1;18;18;0.4;-0.9;-3.5;-1.1;-2.2;-5;3;0.1;0.37;1;2.2;62.27;83;18;65;31;93675;0.28;3.88;0.46;0.48
1981;1;19;19;2;-0.5;-3.8;0.2;-2.2;-5.3;3.9;1.2;0.37;1;2.2;66.17;79;17;58;25;93555;0.21;10.17;0.46;0.48
1981;1;20;20;-0.9;-2.8;-5.1;-2.7;-4.4;-6.2;2.3;-1.7;0.37;1;2.2;72.11;194;39;84;55;93523;0.31;1.82;0.46;0.48
1981;1;21;21;-3.2;-5.6;-9.2;-6.4;-7.6;-10.7;0.5;-0.5;0.37;1;2.2;73.31;157;35;65;43;95107;0.12;0.41;0.46;0.48
1981;1;22;22;-4.8;-9;-13.3;-8.1;-10.9;-14.5;-1;0.8;0.37;1;2.2;73.34;219;46;98;58;95360;0.03;0;0.46;0.48
1981;1;23;23;-3.4;-9;-13.6;-7.2;-11.2;-14.7;-1.4;0.2;0.36;0.9;2.2;73.33;233;48;98;60;95466;0.03;0;0.45;0.48
1981;1;24;24;-1.6;-8.5;-13;-7;-11.5;-14.7;0.2;0.7;0.36;0.9;2.2;73.32;237;51;98;62;94998;0.06;0;0.45;0.48
1981;1;25;25;0.7;-4.1;-11.9;-1;-6.5;-15.1;2.6;1.1;0.36;0.9;2.2;73.67;88;22;59;13;94816;0.05;1.95;0.45;0.48
1981;1;26;26;0;-1.5;-3.7;-1.1;-2.8;-4.2;2.1;-1.3;0.36;0.9;2.2;76.64;184;42;75;42;95432;0.23;2.24;0.45;0.48
1981;1;27;27;-2;-4.7;-7.9;-4;-6.4;-8.7;-0.4;0.5;0.36;0.9;2.2;77.23;223;46;114;50;96082;0.16;0;0.45;0.48
1981;1;28;28;-1.7;-6.9;-11.5;-6;-9.2;-12.9;-1.2;0.1;0.36;0.9;2.2;77.16;221;46;80;50;96178;0.11;0;0.45;0.48
1981;1;29;29;-1.3;-7.6;-12.5;-6.8;-11.1;-14.9;-1.4;0.3;0.36;0.9;2.2;77.09;250;58;101;71;95878;0.15;0;0.45;0.48
1981;1;30;30;0.4;-8.2;-14.5;-8.3;-12.3;-16.1;0.2;0.9;0.35;0.9;2.2;77.01;258;59;103;64;95831;0.08;0;0.44;0.48
1981;1;31;31;3.4;-5.8;-14.5;-7.4;-12.7;-18.5;0.5;0.7;0.35;0.9;2.2;76.91;255;59;100;56;96016;0.12;0;0.44;0.48
