YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;0.9;-6.2;-12.6;-6.2;-10.4;-15.1;1;-0.7;0.39;1.8;2.2;98.58;147;32;73;38;89505;0.05;1.13;0.35;0.4
1981;1;2;2;-3.4;-6.7;-12.3;-6.8;-10.1;-14.3;1;-0.1;0.39;1.8;2.2;100.35;156;33;63;44;89588;0.07;1.53;0.35;0.4
1981;1;3;3;-1.2;-5.3;-9;-3.7;-7.2;-10.9;1.3;0.6;0.39;1.8;2.2;102.13;193;38;77;32;88687;0.03;1.95;0.35;0.4
1981;1;4;4;-0.3;-3.4;-6.7;-3.1;-5.4;-8.3;0.7;-0.2;0.39;1.7;2.2;103.81;150;29;68;41;88113;0.04;2.25;0.35;0.4
1981;1;5;5;-4;-7.4;-10.5;-7;-12.5;-15.1;1.7;-1;0.4;1.7;2.2;106.09;169;36;94;62;88521;0.3;1.87;0.35;0.4
1981;1;6;6;-6;-9.6;-14.1;-10.5;-13.3;-16.3;0.5;-0.4;0.4;1.7;2.2;107.53;135;29;58;39;88910;0.04;1.08;0.35;0.4
1981;1;7;7;-9.3;-13.5;-16.1;-15.8;-18;-19.9;0.6;-1.4;0.4;1.7;2.2;108.5;202;42;103;62;89561;0.18;0.74;0.34;0.4
1981;1;8;8;-11.1;-16.5;-20.6;-18.4;-20.8;-23.2;0;-1.6;0.4;1.7;2.2;108.65;204;44;99;70;90680;0.09;0;0.34;0.4
1981;1;9;9;-9.9;-17.6;-23.9;-18.7;-22.6;-26.4;0.1;-1;0.39;1.7;2.2;108.65;212;47;100;66;90602;0;0;0.34;0.4
1981;1;10;10;-6.8;-15;-23.9;-16;-20.6;-26.8;0.2;-0.6;0.39;1.7;2.2;108.65;211;46;84;45;89506;0;0;0.34;0.4
1981;1;11;11;-4.6;-11;-19.2;-12.2;-15.6;-21.8;0;-0.6;0.39;1.7;2.2;108.68;210;45;90;44;89886;-0.01;0;0.34;0.4
1981;1;12;12;-6.9;-9.5;-12.7;-10.7;-12.6;-15.7;0.8;0;0.39;1.7;2.2;108.71;214;47;95;59;89591;-0.01;0.03;0.34;0.4
1981;1;13;13;-4.9;-8.5;-13.8;-7.5;-10.8;-15.7;0.4;-0.8;0.39;1.7;2.2;109.81;131;23;49;18;88757;0;3.43;0.34;0.4
1981;1;14;14;-3.9;-6.7;-10.3;-8.7;-12.2;-14.1;0.4;-0.5;0.39;1.7;2.2;112.27;226;49;112;62;88833;0.11;0.1;0.34;0.4
1981;1;15;15;-4.8;-9;-12.3;-8.5;-12.2;-15.7;1;0;0.39;1.6;2.2;112.82;130;28;94;38;87347;0;1.22;0.34;0.4
1981;1;16;16;-6;-11.3;-17.5;-12.3;-15.8;-19.9;1;-0.7;0.39;1.6;2.2;113.51;209;48;94;64;88335;0.03;0.14;0.34;0.4
1981;1;17;17;-6.3;-9.8;-13.7;-11.5;-14.3;-17.4;0.8;-0.3;0.39;1.6;2.2;113.69;224;50;87;51;88738;0.03;0.13;0.34;0.4
1981;1;18;18;-0.7;-7.5;-13.2;-7.4;-11.5;-15.7;0.5;-0.8;0.39;1.6;2.2;113.93;162;36;81;33;89005;0;0.4;0.34;0.4
1981;1;19;19;-3.9;-8.4;-13.3;-7.5;-11.1;-15.2;0.7;-0.3;0.39;1.6;2.2;114.29;158;36;68;41;89140;0;0.91;0.34;0.4
1981;1;20;20;-2.3;-8.4;-13.8;-10.3;-12.5;-15.8;0.4;-0.9;0.39;1.6;2.2;115.17;232;52;97;60;88580;0.04;0.32;0.33;0.39
1981;1;21;21;-3;-7;-10.8;-9.7;-11.7;-15.2;0.2;-2;0.39;1.6;2.2;115.39;217;47;81;48;89785;0.13;0.21;0.33;0.39
1981;1;22;22;-3;-6.9;-11;-9.5;-11;-13.4;-0.1;-1.5;0.39;1.6;2.2;115.34;210;45;94;53;90443;0.14;0;0.33;0.39
1981;1;23;23;-2.2;-9;-14.9;-7.8;-12.5;-17.1;-0.1;-1.1;0.39;1.6;2.2;115.25;242;55;96;67;90748;0;0;0.33;0.39
1981;1;24;24;-0.9;-8.6;-16.4;-9.6;-13.6;-18.5;0;-0.8;0.39;1.6;2.2;115.25;242;55;96;59;90302;0.03;0;0.33;0.39
1981;1;25;25;-2.8;-9.1;-16.4;-9.9;-14;-18.8;0.6;-0.5;0.38;1.6;2.2;115.22;198;47;68;47;90040;0.05;0.01;0.33;0.39
1981;1;26;26;-1.4;-6.1;-9.4;-8.1;-11.1;-15.1;0.7;-1.4;0.38;1.6;2.2;115.68;247;53;98;52;90251;0.27;0.93;0.33;0.39
1981;1;27;27;-4.6;-9.1;-13.9;-12.3;-14.9;-17.2;0.2;-1;0.38;1.6;2.2;115.79;260;59;107;74;91087;0.09;0;0.33;0.39
