YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;2.9;-1.3;-5.8;-0.7;-4.3;-7.9;1.2;0.2;0.33;2.1;2.2;14.24;151;29;71;44;98191;0.05;0.58;0.41;0.38
1981;1;2;2;2.9;-0.3;-2.4;-1.6;-4.4;-6.8;2.6;-0.3;0.31;2.1;2.2;13.67;203;42;93;74;98312;0.66;0.2;0.41;0.38
1981;1;3;3;4;1.8;-0.3;-0.7;-2.2;-4.8;2.6;2.1;0.3;2.1;2.2;12.87;162;26;58;27;97084;0.77;0.71;0.41;0.38
1981;1;4;4;5.4;0.8;-3.4;1.4;-1.2;-5;1.1;0.1;0.28;2.1;2.2;11.58;186;35;74;46;96676;0.13;0.88;0.41;0.38
1981;1;5;5;1.4;-0.6;-2.5;-2.9;-5.7;-8.5;2;-3;0.27;2.1;2.2;11.37;124;26;94;64;97107;1.04;0.86;0.4;0.38
1981;1;6;6;1;-1.9;-4.6;-4.2;-6.5;-10.1;0.6;-0.6;0.28;2.1;2.2;11.44;210;38;94;55;97802;0.23;1.5;0.4;0.38
1981;1;7;7;-2.3;-5;-7.2;-4.6;-9.2;-11.9;0.4;-3.6;0.36;2.1;2.2;13.3;201;42;100;66;98617;0.59;1.22;0.4;0.38
1981;1;8;8;-5.7;-7.7;-9.6;-11.6;-12.2;-13.3;-0.5;-4.9;0.35;2.1;2.2;13.07;202;45;106;90;99979;0.54;0.02;0.4;0.38
1981;1;9;9;-4.7;-9.3;-14;-11.8;-14.9;-18.5;0.2;-1.7;0.34;2.1;2.2;12.72;226;50;116;89;99881;0.16;0;0.4;0.38
1981;1;10;10;-4.7;-10.6;-17.2;-12.7;-17.5;-22.2;1.1;1.1;0.34;2.1;2.2;12.54;226;49;106;70;98651;0.18;0;0.4;0.38
1981;1;11;11;-2.8;-6.5;-11.2;-7.7;-12.8;-16.6;0.5;-0.2;0.33;2.1;2.2;12.38;211;46;95;49;99023;0.12;0.01;0.4;0.38
1981;1;12;12;-1.7;-6;-10;-7.8;-10.5;-13.8;1;1.8;0.33;2.1;2.2;12.24;225;48;100;62;98550;0.24;0;0.4;0.38
1981;1;13;13;-1;-4.5;-9.7;-3.5;-7.2;-12.1;0.4;-1;0.36;2.1;2.2;13.32;81;14;56;26;97598;0.33;4.11;0.4;0.38
1981;1;14;14;-0.8;-4.1;-12.1;-4.5;-8;-14.3;0;-2.2;0.45;2.1;2.1;15.66;191;41;107;60;97730;0.56;0.12;0.39;0.38
1981;1;15;15;0;-4.8;-9.9;-3.6;-7.7;-12.1;2;2;0.45;2.1;2.1;15.52;109;20;64;33;95919;0.42;0.7;0.39;0.38
1981;1;16;16;1.4;-6.6;-12.1;-5.7;-10.4;-14.9;1.7;-1.4;0.44;2.1;2.1;15.38;197;43;99;72;97099;0.25;0;0.39;0.38
1981;1;17;17;0;-5.3;-13.1;-5.5;-9.2;-16.3;1.7;2.1;0.42;2.1;2.1;14.99;196;42;89;46;97528;0.43;0.23;0.39;0.38
1981;1;18;18;1;-4.3;-9.1;-1.9;-6.6;-11.1;0.8;0.6;0.42;2.1;2.1;14.8;161;34;73;39;97830;0.13;0.67;0.39;0.38
1981;1;19;19;1.6;-3.2;-10.4;-1.7;-5;-11.7;1.1;1.2;0.41;2.1;2.1;14.78;216;45;100;46;97969;0.27;1.66;0.39;0.38
1981;1;20;20;2.1;-3.7;-7.7;-1.8;-5.7;-9.4;0.4;-0.9;0.48;2.1;2.1;16.95;174;37;96;57;97383;0.01;2.49;0.39;0.38
1981;1;21;21;1.1;-1.4;-4.6;-3.2;-4.7;-6.8;0.1;-5.8;0.47;2.1;2.1;16.7;164;36;81;65;98707;1.03;0.02;0.39;0.38
1981;1;22;22;-0.7;-2.4;-3.9;-4.9;-6.2;-7.3;-0.8;-5.1;0.45;2.1;2.1;15.83;181;39;80;66;99533;0.92;0.02;0.39;0.38
1981;1;23;23;1.1;-3.1;-5.5;-4.6;-7.1;-9.2;-0.4;-2.4;0.43;2.1;2.1;15.17;213;48;95;71;99844;0.4;0;0.39;0.38
1981;1;24;24;1.5;-2;-5.3;-3.5;-7;-11.1;0.1;-0.8;0.41;2.1;2.1;14.69;186;39;72;35;99324;0.24;0.04;0.39;0.39
1981;1;25;25;1.3;-1.7;-4.8;-3.3;-4.9;-7;1.2;1.1;0.39;2.1;2.1;14.13;153;34;54;31;98972;0.3;0;0.39;0.39
1981;1;26;26;3;-1.3;-4.2;-1.6;-5.9;-10.2;1.4;-2.6;0.37;2.1;2.1;13.71;214;49;98;63;99151;0.92;1.16;0.39;0.39
1981;1;27;27;-1.5;-3.7;-5.1;-8.6;-9.1;-9.6;0.2;-4.6;0.35;2.1;2.1;12.8;252;58;100;84;100232;0.87;0;0.39;0.39
1981;1;28;28;-1.6;-4.5;-8.5;-8.5;-9.6;-12.5;-0.5;-3.7;0.34;2.1;2.1;12.11;267;62;110;89;100534;0.57;0;0.39;0.39
1981;1;29;29;2;-4.5;-11.2;-6.4;-10.7;-16.1;-0.3;-2.8;0.33;2.1;2.1;11.58;275;65;108;75;100231;0.51;0;0.39;0.39
1981;1;30;30;2.6;-1.2;-4;-1.6;-6.4;-10.7;0.4;-0.8;0.3;2.1;2.1;10.6;282;66;105;65;100153;0.09;0;0.39;0.39
