YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;-5;-8.8;-14.6;-10.3;-14.6;-16.9;0.8;-0.9;0.64;4;0.8;522.75;93;19;39;19;79129;-0.09;4.77;0.32;0.37
1981;1;2;2;-11.1;-13.3;-16;-12.8;-15.2;-17.7;0.8;-0.7;0.66;4;0.8;531.5;89;18;38;18;79060;-0.06;11.18;0.31;0.37
1981;1;3;3;-4.4;-7.1;-10.4;-6.9;-9.6;-12;0.7;0.2;0.67;4;0.8;540.69;91;19;56;9;78385;-0.04;8.02;0.31;0.37
1981;1;4;4;-5.4;-8;-13.8;-6.6;-9.4;-16.3;0.5;-0.8;0.67;4;0.8;549.34;60;12;59;23;77746;-0.12;7.91;0.31;0.37
1981;1;5;5;-12.8;-14.4;-15.7;-15.1;-17;-18.3;1;-1.4;0.67;4;0.8;559.58;58;12;65;27;78026;0.06;14.98;0.31;0.37
1981;1;6;6;-13.3;-15.4;-17;-16.1;-17.8;-19.2;0.5;-0.3;0.67;4;0.8;571.96;76;14;41;23;78168;0;11.41;0.31;0.37
1981;1;7;7;-16.6;-18.2;-19.5;-18.7;-21;-22.6;0.5;-1.5;0.67;4;0.8;582.41;104;22;82;31;78652;0;8.04;0.31;0.37
1981;1;8;8;-19.5;-22.1;-25.3;-22.8;-25.6;-29;0.1;-1.2;0.67;4;0.8;589.13;106;23;70;47;79548;0;3.68;0.31;0.37
1981;1;9;9;-15.3;-19.7;-26.1;-19.6;-27.4;-31.7;-0.1;-0.5;0.67;4;0.8;590.26;125;27;57;44;79584;0;0;0.31;0.37
1981;1;10;10;-11;-13.5;-15.9;-14.4;-16;-18.6;-0.2;0.1;0.66;4;0.8;590.28;123;27;45;17;78754;-0.04;0.13;0.31;0.37
1981;1;11;11;-8.3;-12.2;-14;-13.6;-14.5;-15.5;-0.2;0.2;0.66;4;0.8;590.47;116;25;53;25;79042;-0.05;0.05;0.31;0.37
1981;1;12;12;-9.1;-13.2;-14.9;-13.7;-15.5;-16.5;0.1;0.7;0.65;4;0.8;590.57;133;29;69;41;78769;-0.05;0;0.31;0.37
1981;1;13;13;-12.1;-14.3;-15.6;-15.2;-16.4;-17.5;0;-0.5;0.65;4;0.8;591.2;84;18;32;9;78099;-0.06;2.32;0.31;0.37
1981;1;14;14;-13;-16.1;-18.2;-16.7;-20.1;-22;0.2;-0.5;0.65;4;0.8;593.17;140;30;85;44;78193;0;0.36;0.31;0.37
1981;1;15;15;-10.8;-13.5;-16.3;-13;-16.7;-19.9;0.5;-0.3;0.65;4;0.8;595.7;90;20;75;22;76884;-0.06;5.53;0.31;0.37
1981;1;16;16;-15.1;-16.9;-18.9;-17.8;-19.3;-21.4;0.5;-0.6;0.66;4;0.8;601.9;95;21;60;38;77743;0;5.42;0.31;0.37
1981;1;17;17;-8.6;-13.8;-18.5;-14.9;-17.7;-21.3;0.1;0.6;0.66;4;0.8;605.61;127;27;61;29;78058;-0.03;2.76;0.31;0.37
1981;1;18;18;-7.8;-11.4;-13.4;-11.5;-13.8;-17.1;0.2;-0.5;0.66;4;0.8;608.19;124;26;52;23;78424;-0.07;3.86;0.31;0.37
1981;1;19;19;-9.8;-12.9;-15.7;-13;-15.1;-17.7;0.2;0.3;0.66;4;0.8;612.05;77;19;48;19;78506;-0.04;7.25;0.31;0.37
1981;1;20;20;-11.8;-14.3;-16.4;-14.8;-17.1;-19.6;0.4;-1.1;0.67;4;0.8;620.66;113;25;67;29;78009;0;8.07;0.31;0.37
1981;1;21;21;-13.6;-16.2;-18.3;-16.6;-18.7;-20.7;0.3;-1.6;0.67;4;0.8;628.69;105;24;54;37;79169;0;5.24;0.31;0.37
1981;1;22;22;-12.3;-16.8;-19.4;-17.4;-19.7;-22;-0.1;-0.8;0.66;4;0.8;630.65;144;33;79;62;79650;-0.01;0;0.31;0.37
1981;1;23;23;-8.8;-13.2;-17;-16.5;-19.3;-21.4;-0.3;-0.2;0.66;4;0.8;630.74;146;34;65;46;79953;-0.04;0;0.31;0.37
1981;1;24;24;-6;-9.6;-13;-17.4;-20.2;-22.8;0;-0.4;0.65;4;0.8;630.75;149;34;64;41;79646;0;0;0.31;0.37
1981;1;25;25;-9;-11.6;-13.2;-15;-18.2;-20.7;0.3;-0.4;0.65;4;0.8;630.78;141;33;64;35;79418;0;0.37;0.31;0.37
1981;1;26;26;-11.9;-13.2;-15.4;-13.3;-14.9;-17.6;0.6;-1.4;0.66;4;0.8;635.27;100;23;50;18;79584;-0.08;8.26;0.31;0.37
