YYYY;MM;DD;DOY;2m_temp_max;2m_temp_mean;2m_temp_min;2m_dp_temp_max;2m_dp_temp_mean;2m_dp_temp_min;10m_wind_u;10m_wind_v;fcst_alb;lai_high_veg;lai_low_veg;swe;surf_net_solar_rad_max;surf_net_solar_rad_mean;surf_net_therm_rad_max;surf_net_therm_rad_mean;surf_press;total_et;prec;volsw_123;volsw_4
1981;1;1;1;2.6;0.7;-2.4;-0.6;-3.7;-7.3;6.5;-0.5;0.19;1.3;2.8;6.55;147;28;76;50;93248;0.83;2.7;0.37;0.36
1981;1;2;2;0.2;-1.4;-3;-1.6;-5;-7.8;5.2;-0.4;0.22;1.3;2.8;7.96;140;27;62;39;93339;0.43;2.93;0.37;0.36
1981;1;3;3;4;2.5;0.5;1.8;0.4;-1.4;7.8;0.9;0.28;1.3;2.8;11.71;100;20;44;19;92054;1.22;11.52;0.37;0.36
1981;1;4;4;2.3;0.8;-1.4;0;-2.1;-4;4.7;-0.2;0.25;1.3;2.8;9.83;167;34;69;48;91850;0.85;1.93;0.38;0.36
1981;1;5;5;-1.5;-3.5;-5.5;-4;-7.2;-9.9;4.3;-2.7;0.31;1.3;2.8;12.76;94;20;78;48;92401;0.6;4.1;0.38;0.36
1981;1;6;6;-3.4;-5.4;-7.8;-7.7;-8.8;-10.3;2;-1.3;0.35;1.3;2.8;14.7;97;21;49;36;92879;0.26;1.68;0.38;0.37
1981;1;7;7;-5.9;-9.2;-13;-8.3;-12.6;-15.6;1.8;-2.6;0.39;1.2;2.8;16.54;119;24;72;42;93780;0.29;1.5;0.37;0.37
1981;1;8;8;-9.1;-12.3;-18.3;-13.7;-15.3;-20.6;0.8;-2;0.39;1.2;2.8;17.04;120;26;81;42;95117;0.19;0.29;0.37;0.37
1981;1;9;9;-8.7;-15;-20.3;-14.9;-19.2;-23.4;2.2;0.4;0.39;1.2;2.8;16.99;188;40;92;58;94782;0.18;0;0.37;0.37
1981;1;10;10;-2.7;-8.3;-13.3;-6.4;-11.8;-18.4;0.4;0.1;0.39;1.2;2.8;16.82;151;32;69;35;93504;0.15;0.01;0.37;0.37
