YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;6.83;6.73;0.9;1.1;0.11;0.13;0.01;0;22.05;6.91;354.5;358.02;0.04;0;0.6;0.48;1.03
1981;1;2;12.34;12.26;-0.3;-0.2;0;0;0;0;27.89;13.19;353.77;357.2;6.08;5.96;0.68;0.55;1.23
1981;1;3;16.1;16.09;3.9;4;0.5;0.51;0.01;0;48.76;35.2;353.09;356.38;0;0;0.83;0.55;11.62
1981;1;4;6.84;6.71;1.5;1.6;0.19;0.19;0.06;0.05;54.1;40.69;352.47;355.58;0;0;0.78;0.55;4.61
1981;1;5;7.59;7.48;-2.3;-2.2;0;0;0;0;53.97;40.59;351.91;354.83;7.59;7.48;0.76;0.55;2
1981;1;6;7.77;7.67;-3.6;-3.5;0;0;0;0;53.89;40.49;351.17;354.1;15.36;15.15;0.76;0.55;1.54
1981;1;7;2.67;2.49;-7.8;-7.7;0;0;0;0;53.89;40.49;350.32;353.25;18.03;17.64;0.76;0.55;1.33
1981;1;8;1.14;1.09;-11.2;-11.2;0;0;0;0;53.89;40.49;349.47;352.39;19.17;18.73;0.75;0.55;1.18
1981;1;9;0;0;-14.3;-14.4;0;0;0;0;53.89;40.49;348.62;351.54;19.17;18.73;0.74;0.54;1.11
1981;1;10;0.07;0.07;-8.9;-8.9;0;0;0;0;53.89;40.49;347.78;350.69;19.24;18.8;0.74;0.54;1.06
1981;1;11;0.06;0.06;-6;-5.8;0;0;0;0;53.89;40.49;346.94;349.85;19.29;18.86;0.73;0.54;1.01
1981;1;12;0;0;-6.8;-6.6;0;0;0;0;53.89;40.49;346.1;349;19.29;18.86;0.72;0.54;0.99
1981;1;13;1.01;0.92;-5.6;-5.4;0;0;0;0;53.89;40.49;345.27;348.16;20.3;19.78;0.71;0.54;0.97
1981;1;14;0.53;0.52;-5.2;-5.1;0;0;0;0;53.89;40.49;344.43;347.32;20.83;20.3;0.7;0.54;0.94
1981;1;15;8.94;8.93;-2.6;-2.5;0;0;0;0;53.89;40.49;343.6;346.48;29.77;29.23;0.7;0.54;1.54
1981;1;16;5.51;5.51;-3.8;-3.7;0;0;0;0;53.89;40.49;342.77;345.64;35.28;34.74;0.69;0.54;1.19
1981;1;17;5.77;5.85;-1.9;-1.8;0;0;0;0;53.89;40.49;341.94;344.81;41.04;40.59;0.69;0.53;1.17
1981;1;18;9.14;9.04;-0.3;-0.2;0;0;0;0;55.27;41.83;341.12;343.97;47.66;47.08;0.68;0.53;1.73
1981;1;19;15.11;15.18;-0.8;-0.7;0;0;0;0;57.26;43.71;340.29;343.14;58.2;57.48;0.69;0.53;1.77
1981;1;20;6.12;5.85;-1.6;-1.5;0;0;0;0;57.26;43.71;339.47;342.32;64.31;63.33;0.69;0.53;1.77
1981;1;21;4.07;3.72;-3;-2.9;0;0;0;0;57.26;43.71;338.65;341.49;68.38;67.05;0.69;0.53;1.32
1981;1;22;0.22;0.21;-5.4;-5.4;0;0;0;0;57.26;43.71;337.83;340.67;68.61;67.26;0.69;0.53;1.13
1981;1;23;0;0;-9.7;-9.8;0;0;0;0;57.26;43.71;337.02;339.84;68.61;67.26;0.69;0.53;1.01
1981;1;24;0.02;0.02;-9.7;-9.7;0;0;0;0;57.26;43.71;336.2;339.02;68.62;67.28;0.68;0.53;0.96
1981;1;25;3.08;3.11;-6.2;-6.1;0;0;0;0;57.26;43.71;335.39;338.2;71.71;70.39;0.68;0.52;0.92
1981;1;26;5.42;5.21;-1.8;-1.7;0;0;0;0;57.26;43.71;334.58;337.39;77.13;75.6;0.67;0.52;0.93
1981;1;27;0;0;-7.9;-7.9;0;0;0;0;57.26;43.71;333.77;336.57;77.13;75.6;0.67;0.52;0.9
1981;1;28;0;0;-8.8;-8.7;0;0;0;0;57.26;43.71;332.96;335.76;77.14;75.6;0.66;0.52;0.86
1981;1;29;0;0;-11.7;-11.8;0;0;0;0;57.26;43.71;332.16;334.95;77.14;75.6;0.66;0.52;0.79
1981;1;30;0;0;-10.3;-10.4;0;0;0;0;57.26;43.71;331.36;334.14;77.14;75.6;0.65;0.52;0.73
1981;1;31;0;0;-7;-7;0;0;0;0;57.26;43.71;330.56;333.34;77.14;75.6;0.65;0.52;0.75
1981;2;1;0;0;-4.9;-4.8;0;0;0;0;57.26;43.71;329.76;332.53;77.14;75.6;0.65;0.52;0.72
1981;2;2;0;0;-3;-2.8;0;0;0;0;57.26;43.71;328.96;331.73;77.14;75.6;0.64;0.51;0.71
1981;2;3;3.71;3.83;-0.1;0;0;0;0;0;57.3;43.75;328.17;330.93;80.64;79.17;0.64;0.51;0.76
1981;2;4;12.89;12.89;1.5;1.6;0.19;0.2;0.03;0.03;60.03;44.66;327.38;330.13;74.56;72.3;2.6;2.46;7.72
1981;2;5;4.82;4.76;-1.3;-1.2;0;0;0;0;60.09;44.66;326.58;329.33;78.54;76.15;1.48;1.31;3.07
1981;2;6;5.74;5.69;-0.8;-0.7;0;0;0;0;60.1;44.66;325.8;328.54;83.68;81.13;0.98;0.79;1.53
1981;2;7;10.32;10.21;4.1;4.2;0.56;0.57;0.15;0.11;63.71;44.56;327.15;330.12;64.32;61.85;7.6;6.88;16.38
1981;2;8;1.26;1.24;4.8;4.9;0.66;0.67;0.36;0.22;66.36;44.66;329.06;332.32;45.18;43.38;9.32;8.23;13.75
1981;2;9;0.01;0.01;2.2;2.3;0.29;0.3;0.14;0.07;67.02;44.56;331.36;334.98;37.9;36.14;3.78;3.27;3.76
