YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;2.03;2.03;1.1;1.1;0.15;0.15;0.02;0.02;10.3;10.3;101.02;101.02;0;0;0.33;0.33;0.73
1981;1;2;3.44;3.44;-0.5;-0.5;0;0;0;0;10.51;10.51;100.83;100.83;3.21;3.21;0.48;0.48;0.78
1981;1;3;10.37;10.37;3;3;0.41;0.41;0;0;23.82;23.82;100.64;100.64;0;0;0.47;0.47;2.6
1981;1;4;2.2;2.2;1;1;0.13;0.13;0.03;0.03;25.82;25.82;100.45;100.45;0;0;0.47;0.47;4.1
1981;1;5;3.53;3.53;-3.3;-3.3;0;0;0;0;25.76;25.76;100.27;100.27;3.53;3.53;0.47;0.47;2.9
1981;1;6;1.4;1.4;-5.4;-5.4;0;0;0;0;25.76;25.76;100.03;100.03;4.93;4.93;0.47;0.47;1.5
1981;1;7;0.86;0.86;-9.3;-9.3;0;0;0;0;25.76;25.76;99.79;99.79;5.79;5.79;0.47;0.47;1.35
1981;1;8;0.18;0.18;-12.7;-12.7;0;0;0;0;25.76;25.76;99.55;99.55;5.97;5.97;0.47;0.47;1.28
1981;1;9;0;0;-15.4;-15.4;0;0;0;0;25.76;25.76;99.3;99.3;5.97;5.97;0.47;0.47;1.2
1981;1;10;0.31;0.31;-9;-9;0;0;0;0;25.76;25.76;99.06;99.06;6.28;6.28;0.47;0.47;1.15
1981;1;11;1.2;1.2;-5.2;-5.2;0;0;0;0;25.76;25.76;98.82;98.82;7.48;7.48;0.47;0.47;1.1
1981;1;12;0.23;0.23;-5.7;-5.7;0;0;0;0;25.76;25.76;98.58;98.58;7.71;7.71;0.46;0.46;1
1981;1;13;0.23;0.23;-5.9;-5.9;0;0;0;0;25.76;25.76;98.34;98.34;7.94;7.94;0.46;0.46;0.85
1981;1;14;0.37;0.37;-6.3;-6.3;0;0;0;0;25.76;25.76;98.1;98.1;8.31;8.31;0.46;0.46;0.7
1981;1;15;8.12;8.12;-1.9;-1.9;0;0;0;0;25.76;25.76;97.87;97.87;16.43;16.43;0.46;0.46;0.6
1981;1;16;0.42;0.42;-5;-5;0;0;0;0;25.76;25.76;97.63;97.63;16.85;16.85;0.46;0.46;0.55
1981;1;17;3.47;3.47;-3.7;-3.7;0;0;0;0;25.76;25.76;97.39;97.39;20.32;20.32;0.46;0.46;0.5
1981;1;18;4.98;4.98;-2;-2;0;0;0;0;25.76;25.76;97.15;97.15;25.3;25.3;0.46;0.46;0.5
1981;1;19;5.09;5.09;-2.4;-2.4;0;0;0;0;25.76;25.76;96.92;96.92;30.39;30.39;0.46;0.46;0.5
1981;1;20;3.02;3.02;-2.5;-2.5;0;0;0;0;25.76;25.76;96.68;96.68;33.41;33.41;0.46;0.46;0.5
1981;1;21;0.62;0.62;-3.2;-3.2;0;0;0;0;25.76;25.76;96.45;96.45;34.03;34.03;0.45;0.45;0.45
1981;1;22;0.13;0.13;-6;-6;0;0;0;0;25.76;25.76;96.21;96.21;34.16;34.16;0.45;0.45;0.45
1981;1;23;0;0;-8.8;-8.8;0;0;0;0;25.76;25.76;95.98;95.98;34.16;34.16;0.45;0.45;0.45
1981;1;24;0.2;0.2;-5.6;-5.6;0;0;0;0;25.76;25.76;95.75;95.75;34.36;34.36;0.45;0.45;0.45
1981;1;25;1.17;1.17;-3.1;-3.1;0;0;0;0;25.76;25.76;95.52;95.52;35.53;35.53;0.45;0.45;0.45
1981;1;26;2.02;2.02;-3.8;-3.8;0;0;0;0;25.76;25.76;95.28;95.28;37.55;37.55;0.45;0.45;0.4
1981;1;27;0.05;0.05;-7.4;-7.4;0;0;0;0;25.76;25.76;95.05;95.05;37.6;37.6;0.45;0.45;0.4
1981;1;28;0.1;0.1;-9;-9;0;0;0;0;25.76;25.76;94.82;94.82;37.7;37.7;0.45;0.45;0.35
1981;1;29;0;0;-9.5;-9.5;0;0;0;0;25.76;25.76;94.59;94.59;37.7;37.7;0.45;0.45;0.35
1981;1;30;0;0;-7.3;-7.3;0;0;0;0;25.76;25.76;94.36;94.36;37.7;37.7;0.44;0.44;0.35
1981;1;31;0;0;-1.7;-1.7;0;0;0;0;25.76;25.76;94.13;94.13;37.7;37.7;0.44;0.44;0.35
1981;2;1;0;0;0.4;0.4;0.06;0.06;0.03;0.03;26.12;26.12;93.9;93.9;37.29;37.29;0.44;0.44;0.25
1981;2;2;0;0;0.7;0.7;0.1;0.1;0.06;0.06;29.27;29.27;93.68;93.68;33.88;33.88;0.44;0.44;0.25
1981;2;3;2.43;2.43;2.3;2.3;0.33;0.33;0.16;0.16;43.32;43.32;93.45;93.45;21.05;21.05;0.44;0.44;0.25
1981;2;4;6.59;6.59;1;1;0.14;0.14;0.04;0.04;53.02;53.02;93.35;93.35;16.49;16.49;0.44;0.44;0.25
1981;2;5;0.47;0.47;-1.9;-1.9;0;0;0;0;53.02;53.02;93.12;93.12;16.96;16.96;0.44;0.44;0.25
1981;2;6;1.38;1.38;-2.3;-2.3;0;0;0;0;53.02;53.02;92.9;92.9;18.34;18.34;0.44;0.44;0.7
1981;2;7;2.76;2.76;3.2;3.2;0.46;0.46;0.09;0.09;63.27;63.27;92.92;92.92;8.75;8.75;0.44;0.44;0.82
1981;2;8;1.25;1.25;3.9;3.9;0.56;0.56;0.06;0.06;69.02;69.02;92.99;92.99;2.6;2.6;0.47;0.47;5.15
1981;2;9;0.23;0.23;3.1;3.1;0.45;0.45;0;0;71.06;71.06;93.11;93.11;0;0;0.61;0.61;10.7
1981;2;10;0.49;0.49;2.1;2.1;0.3;0.3;0.12;0.12;71.16;71.16;93.27;93.27;0;0;0.79;0.79;8.5
1981;2;11;0.3;0.3;-1;-1;0;0;0;0;70.98;70.98;93.44;93.44;0.3;0.3;0.87;0.87;4.26
1981;2;12;0.45;0.45;-3.7;-3.7;0;0;0;0;70.98;70.98;93.21;93.21;0.75;0.75;0.89;0.89;1.6
1981;2;13;1.49;1.49;-3.6;-3.6;0;0;0;0;70.98;70.98;92.99;92.99;2.24;2.24;0.9;0.9;1.56
1981;2;14;0.62;0.62;-4.6;-4.6;0;0;0;0;70.98;70.98;92.76;92.76;2.86;2.86;0.89;0.89;1.24
1981;2;15;0.15;0.15;-4.3;-4.3;0;0;0;0;70.98;70.98;92.54;92.54;3.01;3.01;0.86;0.86;1.02
1981;2;16;0.91;0.91;-2;-2;0;0;0;0;70.98;70.98;92.31;92.31;3.92;3.92;0.81;0.81;1.02
1981;2;17;0.71;0.71;-3.9;-3.9;0;0;0;0;70.98;70.98;92.09;92.09;4.63;4.63;0.77;0.77;0.94
1981;2;18;2.53;2.53;-5.7;-5.7;0;0;0;0;70.98;70.98;91.87;91.87;7.16;7.16;0.72;0.72;0.82
1981;2;19;0.62;0.62;-5.9;-5.9;0;0;0;0;70.98;70.98;91.64;91.64;7.78;7.78;0.68;0.68;1.08
1981;2;20;0.66;0.66;-4.7;-4.7;0;0;0;0;70.98;70.98;91.42;91.42;8.44;8.44;0.65;0.65;0.87
1981;2;21;0.65;0.65;-4.5;-4.5;0;0;0;0;70.98;70.98;91.2;91.2;9.09;9.09;0.61;0.61;1.1
1981;2;22;5.25;5.25;-2.2;-2.2;0;0;0;0;70.98;70.98;90.98;90.98;14.34;14.34;0.59;0.59;1.14
1981;2;23;4.53;4.53;-0.8;-0.8;0;0;0;0;70.98;70.98;90.76;90.76;18.87;18.87;0.56;0.56;1.08
1981;2;24;0.28;0.28;0.9;0.9;0.13;0.13;0.07;0.07;73.33;73.33;90.54;90.54;16.04;16.04;0.56;0.56;0.95
1981;2;25;0;0;-1.2;-1.2;0;0;0;0;73.33;73.33;90.32;90.32;16.04;16.04;0.58;0.58;0.83
1981;2;26;0;0;-4.8;-4.8;0;0;0;0;73.33;73.33;90.1;90.1;16.04;16.04;0.61;0.61;0.46
1981;2;27;0;0;-5.2;-5.2;0;0;0;0;73.33;73.33;89.88;89.88;16.04;16.04;0.62;0.62;0.42
1981;2;28;0.09;0.09;-4.1;-4.1;0;0;0;0;73.33;73.33;89.66;89.66;16.13;16.13;0.61;0.61;0.36
1981;3;1;2.3;2.3;-2.2;-2.2;0;0;0;0;73.33;73.33;89.44;89.44;18.43;18.43;0.59;0.59;0.36
1981;3;2;0.18;0.18;-0.7;-0.7;0;0;0;0;73.33;73.33;89.23;89.23;18.61;18.61;0.57;0.57;0.36
1981;3;3;0.68;0.68;-0.3;-0.3;0;0;0;0;73.33;73.33;89.01;89.01;19.29;19.29;0.55;0.55;0.36
1981;3;4;1.28;1.28;-0.2;-0.2;0;0;0;0;73.33;73.33;88.8;88.8;20.57;20.57;0.54;0.54;0.36
1981;3;5;0.1;0.1;-1.4;-1.4;0;0;0;0;73.33;73.33;88.58;88.58;20.67;20.67;0.52;0.52;0.36
1981;3;6;0.16;0.16;0;0;0;0;0;0;73.33;73.33;88.37;88.37;20.83;20.83;0.5;0.5;0.36
1981;3;7;0.08;0.08;5.1;5.1;0.94;0.94;0.22;0.22;85.85;85.85;88.48;88.48;4.01;4.01;0.6;0.6;0.8
1981;3;8;2.14;2.14;6.8;6.8;1.27;1.27;0;0;89.99;89.99;88.66;88.66;0;0;1.18;1.18;0.93
1981;3;9;1.85;1.85;9.6;9.6;1.8;1.8;0.64;0.64;90.41;90.41;88.9;88.9;0;0;1.38;1.38;1.65
1981;3;10;9.47;9.47;8;8;1.5;1.5;0.52;0.52;96.15;96.15;89.19;89.19;0;0;1.66;1.66;3.32
1981;3;11;7.24;7.24;11.9;11.9;2.25;2.25;1.01;1.01;99.66;99.66;89.54;89.54;0;0;2.5;2.5;6.33
