YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;1.46;1.46;1.7;1.7;0.21;0.21;0.32;0.32;18.39;18.39;68.17;68.17;0;0;0.06;0.06;-999
1981;1;2;1.58;1.58;-0.4;-0.4;0;0;0;0;18.54;18.54;68.07;68.07;1.18;1.18;0.06;0.06;-999
1981;1;3;6.96;6.96;3.8;3.8;0.49;0.49;0.48;0.48;23.42;23.42;67.97;67.97;0;0;0.06;0.06;-999
1981;1;4;1.95;1.95;1.6;1.6;0.2;0.2;0.29;0.29;24.81;24.81;67.87;67.87;0;0;0.06;0.06;-999
1981;1;5;1.74;1.74;-2.5;-2.5;0;0;0;0;24.75;24.75;67.77;67.77;1.74;1.74;0.06;0.06;-999
1981;1;6;1.59;1.59;-4.5;-4.5;0;0;0;0;24.75;24.75;67.61;67.61;3.33;3.33;0.06;0.06;-999
1981;1;7;0.34;0.34;-8;-8;0;0;0;0;24.75;24.75;67.44;67.44;3.67;3.67;0.06;0.06;-999
1981;1;8;0.06;0.06;-10.6;-10.6;0;0;0;0;24.75;24.75;67.28;67.28;3.73;3.73;0.06;0.06;-999
1981;1;9;0;0;-13.2;-13.2;0;0;0;0;24.75;24.75;67.11;67.11;3.73;3.73;0.06;0.06;-999
1981;1;10;0.35;0.35;-7.9;-7.9;0;0;0;0;24.75;24.75;66.95;66.95;4.08;4.08;0.06;0.06;-999
1981;1;11;0.67;0.67;-4;-4;0;0;0;0;24.75;24.75;66.79;66.79;4.75;4.75;0.06;0.06;-999
1981;1;12;0.33;0.33;-4.4;-4.4;0;0;0;0;24.75;24.75;66.62;66.62;5.08;5.08;0.06;0.06;-999
1981;1;13;0.06;0.06;-4.4;-4.4;0;0;0;0;24.75;24.75;66.46;66.46;5.14;5.14;0.06;0.06;-999
1981;1;14;0.2;0.2;-5.8;-5.8;0;0;0;0;24.75;24.75;66.3;66.3;5.34;5.34;0.06;0.06;-999
1981;1;15;6.45;6.45;-4;-4;0;0;0;0;24.75;24.75;66.14;66.14;11.79;11.79;0.06;0.06;-999
1981;1;16;0.08;0.08;-5.8;-5.8;0;0;0;0;24.75;24.75;65.97;65.97;11.87;11.87;0.06;0.06;-999
1981;1;17;3.19;3.19;-6.2;-6.2;0;0;0;0;24.75;24.75;65.81;65.81;15.06;15.06;0.06;0.06;-999
1981;1;18;4.31;4.31;-4.2;-4.2;0;0;0;0;24.75;24.75;65.65;65.65;19.37;19.37;0.06;0.06;-999
1981;1;19;3.49;3.49;-3.4;-3.4;0;0;0;0;24.75;24.75;65.49;65.49;22.86;22.86;0.06;0.06;-999
1981;1;20;4.54;4.54;-2.6;-2.6;0;0;0;0;24.75;24.75;65.33;65.33;27.4;27.4;0.06;0.06;-999
1981;1;21;0.33;0.33;-2.7;-2.7;0;0;0;0;24.75;24.75;65.17;65.17;27.73;27.73;0.06;0.06;-999
1981;1;22;0.13;0.13;-4.7;-4.7;0;0;0;0;24.75;24.75;65.01;65.01;27.86;27.86;0.06;0.06;-999
1981;1;23;0;0;-8.1;-8.1;0;0;0;0;24.75;24.75;64.86;64.86;27.86;27.86;0.06;0.06;-999
1981;1;24;0.19;0.19;-5.7;-5.7;0;0;0;0;24.75;24.75;64.7;64.7;28.05;28.05;0.06;0.06;-999
1981;1;25;0.92;0.92;-4;-4;0;0;0;0;24.75;24.75;64.54;64.54;28.97;28.97;0.06;0.06;-999
1981;1;26;0.22;0.22;-3.4;-3.4;0;0;0;0;24.75;24.75;64.38;64.38;29.19;29.19;0.06;0.06;-999
1981;1;27;0.01;0.01;-6.3;-6.3;0;0;0;0;24.75;24.75;64.22;64.22;29.2;29.2;0.06;0.06;-999
1981;1;28;0.03;0.03;-8.5;-8.5;0;0;0;0;24.75;24.75;64.07;64.07;29.23;29.23;0.06;0.06;-999
1981;1;29;0;0;-8.6;-8.6;0;0;0;0;24.75;24.75;63.91;63.91;29.23;29.23;0.06;0.06;-999
1981;1;30;0;0;-6.2;-6.2;0;0;0;0;24.75;24.75;63.75;63.75;29.23;29.23;0.06;0.06;-999
1981;1;31;0;0;-2;-2;0;0;0;0;24.75;24.75;63.6;63.6;29.23;29.23;0.06;0.06;-999
1981;2;1;0;0;-0.3;-0.3;0;0;0;0;24.75;24.75;63.44;63.44;29.23;29.23;0.06;0.06;-999
1981;2;2;0;0;-0.4;-0.4;0;0;0;0;24.75;24.75;63.29;63.29;29.23;29.23;0.06;0.06;-999
1981;2;3;2.55;2.55;-0.9;-0.9;0;0;0;0;24.75;24.75;63.13;63.13;31.58;31.58;0.06;0.06;-999
1981;2;4;6.86;6.86;1.4;1.4;0.18;0.18;0.19;0.19;31.75;31.75;62.98;62.98;31.18;31.18;0.06;0.06;-999
1981;2;5;0.18;0.18;-1.7;-1.7;0;0;0;0;31.75;31.75;62.83;62.83;31.36;31.36;0.05;0.05;-999
1981;2;6;0.65;0.65;-3.3;-3.3;0;0;0;0;31.75;31.75;62.67;62.67;32.01;32.01;0.05;0.05;-999
1981;2;7;2.41;2.41;3.3;3.3;0.44;0.44;0.66;0.66;42.73;42.73;62.52;62.52;22.76;22.76;0.05;0.05;-999
1981;2;8;0.6;0.6;5.1;5.1;0.7;0.7;1.15;1.15;54.63;54.63;62.46;62.46;9.97;9.97;0.06;0.06;-999
1981;2;9;0.06;0.06;4.3;4.3;0.58;0.58;0.98;0.98;59.44;59.44;62.41;62.41;4.24;4.24;0.09;0.09;-999
1981;2;10;0.47;0.47;2.7;2.7;0.36;0.36;0.59;0.59;61.25;61.25;62.37;62.37;2.15;2.15;0.12;0.12;-999
1981;2;11;0.02;0.02;-0.5;-0.5;0;0;0;0;61.1;61.1;62.34;62.34;2.17;2.17;0.11;0.11;-999
1981;2;12;0.41;0.41;-3.4;-3.4;0;0;0;0;61.1;61.1;62.19;62.19;2.58;2.58;0.09;0.09;-999
1981;2;13;0.96;0.96;-2.7;-2.7;0;0;0;0;61.1;61.1;62.04;62.04;3.54;3.54;0.07;0.07;-999
1981;2;14;0.24;0.24;-3.8;-3.8;0;0;0;0;61.1;61.1;61.88;61.88;3.78;3.78;0.06;0.06;-999
1981;2;15;0.34;0.34;-3;-3;0;0;0;0;61.1;61.1;61.73;61.73;4.12;4.12;0.05;0.05;-999
1981;2;16;0.47;0.47;-1.2;-1.2;0;0;0;0;61.1;61.1;61.58;61.58;4.56;4.56;0.05;0.05;-999
1981;2;17;0.29;0.29;-2.8;-2.8;0;0;0;0;61.1;61.1;61.43;61.43;4.85;4.85;0.05;0.05;-999
1981;2;18;1.51;1.51;-4.8;-4.8;0;0;0;0;61.1;61.1;61.28;61.28;6.36;6.36;0.05;0.05;-999
1981;2;19;0.47;0.47;-4.8;-4.8;0;0;0;0;61.1;61.1;61.13;61.13;6.83;6.83;0.05;0.05;-999
1981;2;20;0.2;0.2;-4.4;-4.4;0;0;0;0;61.1;61.1;60.98;60.98;7.03;7.03;0.05;0.05;-999
1981;2;21;0.7;0.7;-3.2;-3.2;0;0;0;0;61.1;61.1;60.83;60.83;7.73;7.73;0.05;0.05;-999
1981;2;22;8.52;8.52;-1.5;-1.5;0;0;0;0;61.12;61.12;60.69;60.69;16.02;16.02;0.05;0.05;-999
1981;2;23;5.3;5.3;0.5;0.5;0.06;0.06;0.07;0.07;62.76;62.76;60.54;60.54;18.2;18.2;0.05;0.05;-999
1981;2;24;0.08;0.08;-0.5;-0.5;0;0;0;0;62.76;62.76;60.39;60.39;18.27;18.27;0.05;0.05;-999
1981;2;25;0.01;0.01;-2.9;-2.9;0;0;0;0;62.76;62.76;60.24;60.24;18.29;18.29;0.05;0.05;-999
1981;2;26;0;0;-7.2;-7.2;0;0;0;0;62.76;62.76;60.1;60.1;18.29;18.29;0.05;0.05;-999
1981;2;27;0;0;-8.5;-8.5;0;0;0;0;62.76;62.76;59.95;59.95;18.29;18.29;0.05;0.05;-999
1981;2;28;0;0;-5.8;-5.8;0;0;0;0;62.76;62.76;59.8;59.8;18.29;18.29;0.05;0.05;-999
1981;3;1;1.91;1.91;-1.2;-1.2;0;0;0;0;62.76;62.76;59.66;59.66;20.09;20.09;0.05;0.05;-999
1981;3;2;0.36;0.36;0;0;0;0;0;0;62.76;62.76;59.51;59.51;20.4;20.4;0.05;0.05;-999
1981;3;3;1.01;1.01;0;0;0;0;0;0;62.76;62.76;59.37;59.37;21.24;21.24;0.05;0.05;-999
1981;3;4;1.14;1.14;-0.1;-0.1;0;0;0;0;62.77;62.77;59.22;59.22;22.2;22.2;0.05;0.05;-999
1981;3;5;0;0;-1.6;-1.6;0;0;0;0;62.77;62.77;59.08;59.08;22.2;22.2;0.05;0.05;-999
1981;3;6;0.16;0.16;-0.1;-0.1;0;0;0;0;62.77;62.77;58.93;58.93;22.33;22.33;0.05;0.05;-999
1981;3;7;0.03;0.03;4.2;4.2;0.73;0.73;1.25;1.25;72.97;72.97;59.02;59.02;9.44;9.44;0.08;0.08;-999
1981;3;8;1.6;1.6;6.1;6.1;1.08;1.08;1.65;1.65;78.57;78.57;59.12;59.12;2.23;2.23;0.2;0.2;-999
1981;3;9;0.72;0.72;9.4;9.4;1.7;1.7;0.85;0.85;80.13;80.13;59.22;59.22;0;0;0.26;0.26;-999
1981;3;10;7.51;7.51;7.8;7.8;1.4;1.4;1.38;1.38;82.48;82.48;59.34;59.34;0;0;0.29;0.29;-999
1981;3;11;4.68;4.68;11.2;11.2;2.05;2.05;2.84;2.84;84.06;84.06;59.46;59.46;0;0;0.32;0.32;-999
1981;3;12;3.45;3.45;8.5;8.5;1.53;1.53;2.34;2.34;84.62;84.62;59.6;59.6;0;0;0.32;0.32;-999
1981;3;13;1.98;1.98;6.3;6.3;1.12;1.12;1.89;1.89;84.77;84.77;59.75;59.75;0;0;0.3;0.3;-999
1981;3;14;0.4;0.4;4.9;4.9;0.86;0.86;1.38;1.38;83.58;83.58;59.9;59.9;0;0;0.26;0.26;-999
1981;3;15;0.21;0.21;4.7;4.7;0.82;0.82;1.3;1.3;82.25;82.25;60.04;60.04;0;0;0.22;0.22;-999
1981;3;16;10.16;10.16;2.8;2.8;0.47;0.47;0.34;0.34;86.27;86.27;60.19;60.19;0;0;0.27;0.27;-999
1981;3;17;4.61;4.61;4;4;0.69;0.69;0.9;0.9;88.56;88.56;60.34;60.34;0;0;0.35;0.35;-999
1981;3;18;10.72;10.72;2.1;2.1;0.35;0.35;0.23;0.23;93.96;93.96;60.51;60.51;0;0;0.48;0.48;-999
1981;3;19;0;0;3.4;3.4;0.58;0.58;1.04;1.04;93.66;93.66;60.69;60.69;0;0;0.52;0.52;-999
1981;3;20;0;0;4.6;4.6;0.8;0.8;1.54;1.54;93.23;93.23;60.88;60.88;0;0;0.43;0.43;-999
1981;3;21;0;0;6.2;6.2;1.1;1.1;1.94;1.94;92.05;92.05;61.07;61.07;0;0;0.35;0.35;-999
1981;3;22;0;0;7.6;7.6;1.36;1.36;2.16;2.16;89.66;89.66;61.26;61.26;0;0;0.29;0.29;-999
1981;3;23;0.14;0.14;8;8;1.44;1.44;2.28;2.28;87.28;87.28;61.43;61.43;0;0;0.25;0.25;-999
1981;3;24;8.61;8.61;9.3;9.3;1.68;1.68;1.58;1.58;89.84;89.84;61.6;61.6;0;0;0.28;0.28;-999
1981;3;25;0.07;0.07;10.1;10.1;1.84;1.84;3.34;3.34;88.47;88.47;61.77;61.77;0;0;0.3;0.3;-999
1981;3;26;3.25;3.25;12;12;2.2;2.2;3.15;3.15;87.66;87.66;61.94;61.94;0;0;0.27;0.27;-999
1981;3;27;0;0;7.1;7.1;1.27;1.27;2.01;2.01;85.44;85.44;62.09;62.09;0;0;0.25;0.25;-999
1981;3;28;0;0;4.5;4.5;0.78;0.78;1.24;1.24;83.99;83.99;62.25;62.25;0;0;0.21;0.21;-999
1981;3;29;0;0;7.4;7.4;1.32;1.32;2.1;2.1;81.69;81.69;62.39;62.39;0;0;0.18;0.18;-999
1981;3;30;0.08;0.08;10.7;10.7;1.95;1.95;3.01;3.01;78.55;78.55;62.53;62.53;0;0;0.16;0.16;-999
1981;3;31;0.01;0.01;11.8;11.8;2.17;2.17;3.21;3.21;75.16;75.16;62.66;62.66;0;0;0.13;0.13;-999
1981;4;1;0;0;11.9;11.9;2.44;2.44;3.47;3.47;71.51;71.51;62.78;62.78;0;0;0.12;0.12;-999
1981;4;2;0;0;8.6;8.6;1.73;1.73;2.34;2.34;68.99;68.99;62.89;62.89;0;0;0.1;0.1;-999
