YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;10.77;10.77;-7.1;-7.1;0;0;0;0;20.18;20.18;477.84;477.84;10.77;10.77;4.01;4.01;1.55
1981;1;2;19.87;19.87;-6.9;-6.9;0;0;0;0;19.73;19.73;477.66;477.66;30.64;30.64;3.19;3.19;1.56
1981;1;3;20.57;20.57;-3.1;-3.1;0;0;0;0;19.73;19.73;475.63;475.63;51.21;51.21;2.97;2.97;1.75
1981;1;4;38.33;38.33;-3.4;-3.4;0;0;0;0;19.73;19.73;473.61;473.61;89.54;89.54;2.94;2.94;4.21
1981;1;5;21.83;21.83;-9.2;-9.2;0;0;0;0;19.73;19.73;471.6;471.6;111.37;111.37;2.9;2.9;2.77
1981;1;6;26.17;26.17;-9.5;-9.5;0;0;0;0;19.73;19.73;469.59;469.59;137.54;137.54;2.85;2.85;2.17
1981;1;7;12.43;12.43;-11.9;-11.9;0;0;0;0;19.73;19.73;467.6;467.6;149.97;149.97;2.8;2.8;1.87
1981;1;8;1.03;1.03;-15.4;-15.4;0;0;0;0;19.73;19.73;465.61;465.61;151;151;2.75;2.75;1.79
1981;1;9;0;0;-16.1;-16.1;0;0;0;0;19.73;19.73;463.63;463.63;151;151;2.7;2.7;1.78
1981;1;10;0.43;0.43;-12.7;-12.7;0;0;0;0;19.73;19.73;461.66;461.66;151.43;151.43;2.66;2.66;1.69
1981;1;11;0.23;0.23;-10.5;-10.5;0;0;0;0;19.73;19.73;459.7;459.7;151.66;151.66;2.61;2.61;1.57
1981;1;12;0.04;0.04;-12.1;-12.1;0;0;0;0;19.73;19.73;457.75;457.75;151.7;151.7;2.57;2.57;1.46
1981;1;13;5.26;5.26;-10;-10;0;0;0;0;19.73;19.73;455.8;455.8;156.96;156.96;2.53;2.53;1.43
1981;1;14;0.71;0.71;-10.8;-10.8;0;0;0;0;19.73;19.73;453.86;453.86;157.67;157.67;2.5;2.5;1.34
1981;1;15;25.72;25.72;-7.7;-7.7;0;0;0;0;19.73;19.73;451.94;451.94;183.39;183.39;2.46;2.46;1.44
1981;1;16;9.65;9.65;-10.6;-10.6;0;0;0;0;19.73;19.73;450.02;450.02;193.04;193.04;2.43;2.43;1.43
1981;1;17;12.71;12.71;-7;-7;0;0;0;0;19.73;19.73;448.1;448.1;205.75;205.75;2.4;2.4;1.43
