ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros;NEXTDOWNID
312;11.225;751;732;110;531;137;4.7;348;0.802;0.49;2.54;2.25;1.68;0.89;0.92;0.36;0.12;13.2;1.22;jja;203.2;3.26;djf;312;0.257;0;0.743;0;0;0.001;4.53;4.02;0.78;0.31;0.88;0.6;1;0.65;0.48;0.722;0.11;0.45;0.35;0.2;0.123;0.013;mt;0;0.909;0;0;0;0;0;0;0;0.091;0;0;0;-13.8;0.029;313
313;204.646;669;668;172;788;128;22.1;135;0.729;0.45;2.53;2.26;1.68;0.89;0.99;0.4;0.12;13.3;1.2;jja;203.6;3.23;djf;312;0.459;0;0.507;0;0;0.025;3.77;3.36;0.74;0.25;0.89;0.68;0.93;0.65;0.47;0.673;0.11;0.443;0.355;0.201;0.125;0.011;mt;0;0.853;0.029;0;0;0;0;0;0;0.118;0;0;0;-13.7;0.035;0
315;95.289;400;349;129;684;110;13.4;13;0.824;0.57;3.15;2.38;1.65;0.76;1.17;0.31;0.12;11.9;1.21;jja;186.6;3;djf;242;0.808;0;0.174;0;0;0.018;3.39;2.96;0.75;0.22;0.91;0.73;5.25;1.07;0.48;0.216;0.15;0.376;0.38;0.244;0.113;0.007;sm;0;0.006;0;0;0;0;0.153;0.84;0;0;0;0;0;-12.6;0.169;317
316;37.156;451;432;116;598;127;11.4;16;0.606;0.66;3.14;2.35;1.67;0.75;1.11;0.32;0.13;12.15;1.22;jja;187;2.99;djf;231;0.646;0;0.311;0;0;0.043;4.05;3.69;0.78;0.21;0.92;0.75;3.12;1.22;0.48;0.194;0.16;0.388;0.371;0.241;0.132;0.006;sm;0;0.276;0;0;0;0;0.27;0.454;0;0;0;0;0;-12.4;0.105;317
317;153.499;330;307;85;556;88;19.7;330;0.71;0.39;2.69;2.42;1.72;0.9;1.29;0.29;0.09;12.5;1.21;jja;198.85;3.19;djf;211;0.739;0;0.228;0;0;0.033;2.77;2.43;0.7;0.21;0.83;0.66;7.59;0.87;0.48;0.294;0.14;0.399;0.351;0.249;0.075;0.006;sm;0;0.143;0.045;0;0;0;0.039;0.773;0;0;0;0;0;-13.2;0.151;0
318;42.272;830;814;177;845;285;7.9;18;0.928;0.49;3.77;2.34;1.66;0.62;0.81;0.36;0.19;11.8;1.22;jja;176.45;2.82;djf;312;0.135;0;0.843;0;0;0;4.87;4.54;0.79;0.25;0.87;0.68;0.67;0.38;0.5;0.106;0.07;0.345;0.418;0.238;0.115;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;319
319;102.389;721;699;171;896;248;15.3;17;0.747;0.54;3.53;2.32;1.64;0.66;0.88;0.34;0.16;12;1.23;jja;179.75;2.87;djf;313;0.381;0;0.582;0;0;0.028;4.69;4.42;0.8;0.21;0.89;0.74;0.7;0.44;0.5;0.128;0.07;0.346;0.409;0.246;0.116;0.018;sc;0;0.008;0;0;0;0;0.992;0;0;0;0;0;0;-11.8;0.06;320
320;144.888;559;537;156;882;218;17.7;24;0.767;0.53;3.07;2.37;1.68;0.77;1.03;0.34;0.13;12.55;1.24;jja;188.9;2.99;djf;313;0.473;0;0.492;0;0;0.035;4.64;4.3;0.8;0.23;0.92;0.73;0.9;0.77;0.49;0.169;0.11;0.386;0.381;0.234;0.114;0.012;sc;0;0.064;0;0;0;0;0.815;0.12;0;0;0;0;0;-11.9;0.072;0
321;92.002;301;287;53;386;65;14.4;12;0.752;0.32;2.54;2.45;1.74;0.96;1.36;0.29;0.1;13.25;1.23;jja;205.65;3.29;djf;211;0.817;0;0.15;0;0;0.033;2.47;2.21;0.68;0.19;0.8;0.67;12.9;0.85;0.48;0.283;0.14;0.398;0.347;0.255;0.058;0.005;sm;0;0.038;0;0;0;0;0.009;0.952;0;0;0;0;0;-13.8;0.182;0
322;48.434;627;636;128;654;186;6.8;106;1.151;0.62;2.48;2.25;1.72;0.91;1.06;0.45;0.11;13.7;1.21;jja;206.65;3.21;djf;312;0.318;0;0.649;0;0;0.029;4.28;3.73;0.76;0.28;0.87;0.62;0.81;0.68;0.47;0.665;0.11;0.436;0.362;0.202;0.14;0.009;mt;0;0.905;0;0;0;0;0;0;0;0.095;0;0;0;-13.8;0.03;0
324;163.301;383;361;97;491;85;16.7;353;0.864;0.42;2.14;2.45;1.77;1.14;1.4;0.35;0.08;14.7;1.2;jja;222.45;3.55;djf;211;0.515;0;0.419;0;0;0.054;3.02;2.59;0.71;0.28;0.83;0.58;3.14;0.76;0.47;0.467;0.12;0.421;0.356;0.223;0.108;0.008;mt;0;0.6;0;0;0;0;0;0.4;0;0;0;0;0;-14.3;0.082;0
325;102.86;832;815;192;914;308;10.5;47;1.095;0.59;3.7;2.37;1.67;0.64;0.83;0.38;0.18;12.05;1.22;jja;177.4;2.81;djf;312;0.074;0;0.87;0;0;0.008;4.57;4.14;0.78;0.28;0.86;0.62;0.63;0.39;0.49;0.099;0.07;0.357;0.428;0.215;0.122;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;328
326;51.581;905;860;209;1170;292;9.5;37;0.85;0.65;3.64;2.34;1.72;0.64;0.78;0.4;0.2;11.05;1.21;jja;171.7;2.78;djf;312;0.102;0.003;0.841;0;0;0.027;4.04;3.61;0.74;0.28;0.82;0.58;0.7;0.37;0.49;0.069;0.06;0.336;0.412;0.252;0.119;0.018;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;327
327;52.037;794;748;202;1141;283;11.8;10;0.689;0.69;3.53;2.38;1.68;0.67;0.86;0.41;0.19;11.95;1.25;jja;177.25;2.81;djf;312;0.14;0;0.808;0;0;0.037;4.22;3.75;0.75;0.28;0.83;0.59;0.79;0.61;0.48;0.091;0.1;0.353;0.436;0.211;0.126;0.016;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;328
328;136.785;682;655;178;1014;295;14.8;6;0.893;0.61;3.33;2.38;1.68;0.71;0.94;0.38;0.16;12.65;1.23;jja;185.6;2.91;djf;313;0.078;0;0.867;0;0;0.04;4.91;4.5;0.8;0.29;0.88;0.63;0.66;0.53;0.49;0.141;0.09;0.35;0.428;0.222;0.115;0.017;sc;0;0;0;0;0;0;0.969;0.031;0;0;0;0;0;-11.8;0.064;332
329;41.208;719;684;148;860;271;7.5;355;0.97;0.34;2.85;2.43;1.77;0.85;1;0.4;0.13;13.45;1.26;NA;199.45;3.1;djf;313;0.095;0;0.87;0;0;0.005;4.51;4.06;0.77;0.31;0.85;0.58;0.59;0.52;0.49;0.141;0.08;0.348;0.423;0.23;0.12;0.017;sc;0;0;0;0;0;0;0.975;0.025;0;0;0;0;0;-11.8;0.063;331
330;90.844;756;737;174;999;293;17;8;0.633;0.52;3.1;2.42;1.73;0.78;0.94;0.4;0.15;13.15;1.26;NA;192.3;2.99;djf;313;0.09;0;0.882;0;0;0.006;4.91;4.44;0.79;0.32;0.87;0.59;0.6;0.38;0.49;0.132;0.07;0.351;0.423;0.226;0.119;0.02;sc;0;0;0;0;0;0;0.935;0.065;0;0;0;0;0;-11.8;0.068;331
331;84.28;571;558;115;716;170;12.9;277;0.806;0.46;2.75;2.42;1.74;0.88;1.11;0.38;0.13;13.3;1.25;jja;201.45;3.16;djf;313;0.432;0;0.512;0;0;0.057;4.72;4.39;0.81;0.25;0.92;0.72;0.87;0.43;0.49;0.177;0.07;0.351;0.384;0.265;0.088;0.014;sc;0;0;0;0;0;0;0.533;0.467;0;0;0;0;0;-12.1;0.121;332
332;169.791;554;516;187;1088;198;21.8;359;0.675;0.46;2.8;2.42;1.7;0.86;1.09;0.35;0.13;12.55;1.26;jja;197.65;3.08;djf;313;0.397;0;0.529;0;0;0.065;4.45;4.14;0.79;0.24;0.9;0.71;1.49;0.54;0.48;0.187;0.09;0.358;0.4;0.241;0.097;0.014;sm;0;0.025;0;0;0;0;0.343;0.632;0;0;0;0;0;-12.3;0.141;0
334;77.753;872;883;61;353;84;18.7;101;0.533;0.43;2.88;2.15;1.58;0.75;0.85;0.47;0.14;12.15;1.23;jja;191.95;3.05;djf;312;0.407;0;0.548;0;0;0.013;3.79;3.52;0.74;0.19;0.85;0.72;1.02;0.55;0.44;0.599;0.09;0.62;0.24;0.141;0.063;0.017;pa;0;0;1;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;336
335;268.822;709;696;92;507;81;28.4;78;0.65;0.44;2.67;2.18;1.56;0.82;0.99;0.47;0.11;12.75;1.19;jja;196.2;3.09;djf;312;0.608;0;0.363;0;0;0.028;3.15;2.88;0.71;0.19;0.85;0.72;1.03;0.47;0.38;0.832;0.07;0.764;0.155;0.081;0.039;0.015;pa;0;0.075;0.925;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;336
336;275.85;759;753;103;521;102;29.1;29;0.644;0.51;2.75;2.18;1.61;0.79;0.95;0.49;0.12;12.6;1.2;jja;196.1;3.09;djf;312;0.389;0;0.566;0;0;0.034;3.64;3.24;0.73;0.23;0.85;0.67;1.02;0.51;0.41;0.752;0.08;0.666;0.214;0.121;0.053;0.015;pa;0;0.23;0.77;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;0
337;32.811;803;800;38;208;61;9.1;51;0.713;0.48;2.74;2.2;1.64;0.8;0.93;0.53;0.12;12.95;1.19;NA;199.05;3.11;djf;312;0.457;0;0.528;0;0;0.015;3.59;3.22;0.73;0.21;0.86;0.7;1;0.65;0.45;0.553;0.11;0.493;0.326;0.181;0.125;0.01;mt;0;0.834;0.166;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;338
338;62.089;715;719;50;298;71;14;36;0.634;0.5;2.63;2.23;1.66;0.85;1.03;0.53;0.11;13.65;1.21;jja;203.8;3.15;djf;312;0.455;0;0.514;0;0;0.031;3.66;3.26;0.73;0.22;0.89;0.71;1.03;0.62;0.47;0.843;0.11;0.424;0.366;0.21;0.106;0.009;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;0
340;140.084;480;487;82;317;56;17.2;90;0.774;0.46;2.01;2.3;1.63;1.14;1.38;0.46;0.09;16.45;1.2;jja;229.5;3.65;djf;211;0.622;0;0.351;0;0;0.025;2.88;2.52;0.7;0.22;0.84;0.66;1.04;0.69;0.47;0.452;0.11;0.412;0.359;0.229;0.071;0.008;mt;0;0.703;0;0;0;0;0;0;0;0.297;0;0;0;-13.5;0.072;341
341;81.195;434;455;87;338;66;15.1;158;0.675;0.48;1.9;2.4;1.65;1.26;1.5;0.45;0.09;16.85;1.2;jja;234.7;3.73;djf;211;0.533;0;0.415;0;0;0.052;2.89;2.49;0.7;0.24;0.84;0.64;1.02;1.02;0.48;0.492;0.15;0.409;0.346;0.245;0.09;0.006;mt;0;0.796;0;0;0;0;0;0;0;0.204;0;0;0;-13.6;0.053;0
343;305.775;685;702;140;763;101;35;81;0.564;0.45;2.47;2.25;1.69;0.91;1.04;0.48;0.11;13.95;1.21;NA;207.8;3.19;djf;312;0.49;0;0.48;0;0;0.03;3.65;3.27;0.73;0.22;0.89;0.72;1;0.63;0.47;0.655;0.11;0.437;0.358;0.205;0.113;0.01;mt;0;0.985;0.015;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;0
344;53.931;371;336;108;504;106;13.2;13;0.627;0.39;2.33;2.52;1.74;1.08;1.37;0.31;0.1;14.3;1.24;jja;215.85;3.42;djf;313;0.529;0;0.425;0;0;0.046;3.7;3.41;0.76;0.24;0.88;0.68;4.5;0.86;0.48;0.183;0.13;0.408;0.341;0.251;0.07;0.006;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;345
345;210.735;341;307;118;606;96;26.9;25;0.608;0.39;2.25;2.54;1.77;1.13;1.46;0.34;0.09;14.8;1.22;jja;219.7;3.47;djf;211;0.619;0;0.314;0;0;0.067;3.47;3.2;0.75;0.24;0.87;0.68;4.92;0.69;0.48;0.211;0.11;0.408;0.341;0.251;0.054;0.006;sm;0;0;0;0;0;0;0.001;0.999;0;0;0;0;0;-14.5;0.19;0
346;201.643;358;331;121;696;108;22.6;11;0.709;0.3;2.24;2.57;1.78;1.15;1.47;0.36;0.09;15.65;1.23;jja;224.5;3.54;djf;211;0.503;0;0.38;0;0;0.118;3.79;3.48;0.76;0.26;0.89;0.67;3.5;0.66;0.48;0.308;0.11;0.411;0.339;0.251;0.052;0.007;sm;0;0;0;0;0;0;0.011;0.989;0;0;0;0;0;-13.7;0.189;0
347;68.102;310;304;69;339;106;8.5;350;1.093;0.31;2.12;2.64;1.8;1.25;1.62;0.36;0.08;16;1.22;jja;230.85;3.64;djf;311;0.359;0;0.567;0;0;0.074;4.24;3.86;0.79;0.3;0.92;0.65;3.5;0.74;0.48;0.372;0.12;0.407;0.337;0.256;0.056;0.006;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
348;5.566;389;389;38;196;114;3.1;342;0.851;0.03;1.98;2.66;1.85;1.34;1.56;0.39;0.07;17.2;1.24;jja;235.45;3.7;djf;311;0.209;0;0.658;0;0;0.134;5.14;4.77;0.83;0.29;0.92;0.67;4.55;0.58;0.48;0.786;0.09;0.426;0.334;0.241;0.06;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
350;379.582;278;273;41;266;49;26.2;150;0.84;0.29;1.82;2.69;1.73;1.48;1.8;0.44;0.07;17.3;1.21;jja;242.85;3.96;djf;211;0.666;0;0.272;0;0;0.056;3.06;2.84;0.71;0.22;0.83;0.66;12.97;1.09;0.48;0.343;0.16;0.345;0.425;0.23;0.1;0.008;sm;0;0;0;0;0;0;0.002;0.998;0;0;0;0;0;-14.5;0.19;0
352;32.896;358;368;78;352;152;9.9;67;0.656;0.39;1.96;2.67;1.88;1.36;1.6;0.39;0.07;17.15;1.24;jja;237.35;3.77;djf;311;0.094;0;0.748;0;0;0.158;4.76;4.43;0.83;0.3;0.92;0.65;3.32;0.55;0.48;0.693;0.09;0.425;0.338;0.237;0.058;0.008;sm;0;0;0;0;0;0;0.02;0.98;0;0;0;0;0;-13.5;0.187;0
354;22.853;365;364;54;305;122;7.5;123;0.723;0.26;2.08;2.63;1.8;1.26;1.57;0.37;0.08;16.55;1.23;jja;233.3;3.68;NA;311;0.09;0;0.721;0;0;0.178;4.87;4.48;0.83;0.31;0.92;0.65;3.45;0.6;0.48;0.705;0.09;0.426;0.33;0.244;0.062;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
356;56.673;525;515;83;515;133;7.9;98;1.076;0.28;2.38;2.49;1.84;1.05;1.27;0.39;0.1;15.05;1.22;jja;219.5;3.44;djf;311;0.114;0;0.854;0;0;0.032;5.56;5.09;0.86;0.34;0.95;0.64;3.51;0.35;0.47;0.481;0.06;0.423;0.364;0.213;0.043;0.01;sm;0;0;0;0;0;0;0.135;0.865;0;0;0;0;0;-12.7;0.172;357
357;123.732;457;450;83;524;155;16.4;107;0.764;0.34;2.34;2.56;1.89;1.09;1.37;0.4;0.1;15.55;1.23;jja;221.4;3.45;djf;311;0.212;0;0.75;0;0;0.039;5.2;4.8;0.84;0.33;0.94;0.64;1.69;0.6;0.48;0.338;0.09;0.392;0.361;0.247;0.076;0.011;sm;0;0;0;0;0;0;0.372;0.628;0;0;0;0;0;-12.2;0.142;0
359;186.594;590;570;124;760;206;18.8;115;0.819;0.35;2.63;2.48;1.79;0.94;1.16;0.42;0.12;14.65;1.24;jja;209.4;3.25;djf;313;0.247;0;0.726;0;0;0.027;4.95;4.55;0.82;0.3;0.91;0.64;0.89;0.46;0.49;0.205;0.08;0.366;0.391;0.243;0.1;0.015;sm;0;0;0;0;0;0;0.478;0.522;0;0;0;0;0;-12.1;0.128;360
360;102.911;476;458;117;682;151;14.6;88;0.784;0.37;2.59;2.59;1.83;1;1.33;0.44;0.1;15.15;1.25;jja;214.3;3.33;djf;312;0.144;0;0.767;0;0;0.077;4.19;3.58;0.77;0.38;0.88;0.51;1.47;0.55;0.49;0.473;0.09;0.358;0.373;0.27;0.102;0.014;sc;0;0;0;0;0;0;0.699;0.301;0;0;0;0;0;-12;0.099;0
361;59.136;418;413;82;438;137;13.3;106;0.654;0.36;2.17;2.64;1.86;1.22;1.49;0.39;0.08;16.2;1.24;jja;227.9;3.56;djf;311;0.186;0;0.667;0;0;0.131;4.52;4.16;0.81;0.32;0.92;0.62;0.98;0.74;0.49;0.486;0.11;0.35;0.364;0.286;0.095;0.011;sm;0;0.075;0;0;0;0;0.402;0.523;0;0;0;0;0;-12.2;0.124;0
363;18.843;263;219;92;383;57;11;82;0.446;0.4;2.07;2.78;1.86;1.34;1.71;0.38;0.07;16.75;1.21;jja;233.7;3.67;djf;112;0.338;0;0.147;0;0;0.51;1.24;1.12;0.59;0.23;0.7;0.5;18.48;0.97;0.49;0.315;0.14;0.314;0.423;0.263;0.103;0.008;sm;0;0;0;0;0;0;0.015;0.985;0;0;0;0;0;-13.6;0.188;0
366;49.936;760;736;148;1036;296;11.5;28;0.695;0.38;3.16;2.44;1.75;0.77;0.94;0.45;0.16;13.25;1.23;jja;187.65;2.95;djf;312;0.051;0;0.935;0;0;0.002;3.78;3.09;0.73;0.37;0.81;0.45;0.66;0.37;0.5;0.112;0.07;0.329;0.404;0.267;0.105;0.018;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;0
377;94.116;831;832;104;497;100;13.2;293;0.826;0.43;2.68;2.16;1.59;0.81;0.84;0.41;0.13;12.6;1.17;jja;195.65;3.2;djf;312;0.37;0;0.588;0;0;0.028;4.24;3.86;0.76;0.22;0.89;0.72;1.01;0.84;0.49;0.663;0.14;0.439;0.356;0.205;0.13;0.027;pa;0;0.015;0.985;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;0
378;270.487;700;673;134;585;92;25.3;42;0.733;0.45;2.55;2.17;1.56;0.85;0.99;0.43;0.12;13.15;1.17;jja;200.2;3.22;djf;312;0.426;0;0.522;0;0.001;0.043;3.49;3.05;0.72;0.26;0.85;0.63;1.02;0.57;0.39;0.747;0.08;0.755;0.158;0.088;0.054;0.016;pa;0;0;0.942;0;0;0;0;0;0.058;0;0;0;0;-14.1;0.021;0
383;173.852;581;574;39;222;45;18.7;56;0.798;0.38;2.34;2.16;1.51;0.92;1.15;0.45;0.1;14.75;1.2;jja;211.2;3.32;djf;211;0.669;0;0.27;0;0;0.057;2.73;2.42;0.69;0.18;0.83;0.71;1.06;0.43;0.46;0.6;0.08;0.441;0.357;0.203;0.046;0.01;mt;0;0.42;0.418;0;0;0;0;0;0;0.162;0;0;0;-13.6;0.044;0
388;113.794;549;543;44;294;47;11.7;42;1.03;0.38;2.02;2.23;1.53;1.1;1.29;0.43;0.1;16.55;1.19;jja;228.15;3.61;djf;211;0.62;0;0.302;0;0;0.078;2.69;2.33;0.69;0.19;0.82;0.68;1.01;0.97;0.48;0.469;0.14;0.409;0.344;0.248;0.083;0.006;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;0
390;87.334;457;459;45;295;51;18.4;105;0.573;0.57;1.85;2.41;1.68;1.3;1.52;0.45;0.09;17.25;1.2;jja;237.85;3.79;djf;211;0.643;0;0.332;0;0;0.025;2.84;2.55;0.71;0.21;0.85;0.69;1.01;0.95;0.48;0.432;0.14;0.41;0.344;0.246;0.084;0.006;mt;0;0.628;0.15;0;0;0;0;0.059;0;0.163;0;0;0;-13.6;0.055;391
391;191.702;284;265;65;290;40;20.2;81;0.775;0.35;1.78;2.65;1.69;1.49;1.85;0.45;0.07;18.1;1.21;jja;243.45;3.91;djf;211;0.804;0;0.136;0;0;0.06;2.23;2.03;0.65;0.22;0.75;0.57;10.97;1.09;0.48;0.357;0.15;0.336;0.451;0.212;0.127;0.009;sm;0;0;0.203;0;0;0;0;0.792;0;0.006;0;0;0;-14.5;0.154;0
395;80.714;301;295;42;288;67;14.4;96;0.703;0.28;1.85;2.7;1.77;1.46;1.71;0.44;0.07;17.6;1.25;jja;245.05;3.99;djf;211;0.671;0;0.278;0;0;0.05;2.92;2.74;0.7;0.19;0.83;0.7;4.45;0.95;0.48;0.25;0.15;0.392;0.357;0.251;0.07;0.006;sm;0;0;0;0;0;0;0.112;0.888;0;0;0;0;0;-12.8;0.176;0
398;72.048;221;219;24;139;47;10.9;146;0.878;0.25;1.88;2.83;1.76;1.51;1.73;0.41;0.07;17.9;1.26;jja;244.55;4.01;djf;211;0.851;0;0.061;0;0;0.088;2.04;1.86;0.64;0.19;0.75;0.61;12.62;1.24;0.48;0.197;0.17;0.343;0.445;0.212;0.129;0.007;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
401;128.551;844;826;126;849;252;16.5;207;0.776;0.37;3.32;2.41;1.72;0.73;0.87;0.42;0.17;12.9;1.23;jja;182.7;2.87;djf;312;0.06;0;0.925;0;0;0.006;4.08;3.57;0.74;0.31;0.81;0.54;0.86;0.34;0.49;0.117;0.06;0.339;0.413;0.248;0.123;0.019;sc;0;0;0;0;0;0;0.969;0.031;0;0;0;0;0;-11.8;0.064;403
402;79.916;1144;1102;312;1420;354;9.8;104;1.029;0.63;3.46;2.19;1.68;0.63;0.67;0.45;0.2;11.15;1.23;jja;175.05;2.79;djf;312;0.037;0.025;0.812;0;0;0;4.11;3.83;0.72;0.21;0.8;0.65;0.57;0.34;0.48;0.037;0.06;0.356;0.426;0.219;0.137;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;403
403;43.33;942;869;271;1458;304;8.7;201;0.858;0.59;3.3;2.36;1.72;0.72;0.81;0.45;0.18;11.95;1.23;jja;180.7;2.86;djf;312;0.069;0.019;0.867;0;0;0.007;4.14;3.73;0.73;0.26;0.8;0.59;0.78;0.36;0.49;0.066;0.06;0.364;0.432;0.204;0.135;0.02;sc;0;0;0;0;0;0;0.99;0.01;0;0;0;0;0;-11.8;0.061;0
408;96.381;926;848;296;1294;197;15.5;70;0.715;0.71;2.79;2.41;1.68;0.86;0.86;0.55;0.12;16.6;1.2;jja;207.6;3.18;djf;312;0.239;0;0.681;0;0;0.026;3.91;3.48;0.74;0.31;0.83;0.55;1.15;0.68;0.46;0.376;0.11;0.485;0.329;0.186;0.126;0.01;mt;0;0.907;0;0;0;0;0;0.093;0;0;0;0;0;-14.2;0.027;410
409;115.871;923;868;259;1142;217;18.3;77;0.664;0.69;2.99;2.45;1.66;0.82;0.88;0.55;0.14;16;1.19;jja;199.95;3.08;djf;312;0.238;0;0.722;0;0;0.027;4.14;3.64;0.75;0.33;0.84;0.54;0.87;0.66;0.46;0.328;0.11;0.463;0.344;0.193;0.129;0.011;mt;0;0.813;0;0;0;0;0.077;0.11;0;0;0;0;0;-12.9;0.034;410
410;59.007;634;643;111;535;177;11.7;345;0.741;0.48;2.7;2.59;1.7;0.96;1.13;0.54;0.1;16.6;1.21;jja;212.8;3.26;djf;312;0.418;0;0.548;0;0;0.034;3.99;3.59;0.75;0.31;0.85;0.57;1.29;0.75;0.46;0.673;0.11;0.498;0.316;0.186;0.116;0.009;mt;0;0.759;0;0;0;0;0.103;0.138;0;0;0;0;0;-12.8;0.04;412
411;70.176;599;595;92;515;154;13.1;291;0.72;0.46;2.54;2.63;1.72;1.04;1.2;0.51;0.09;16.65;1.21;jja;217.3;3.32;djf;313;0.467;0;0.514;0;0;0.019;3.94;3.56;0.75;0.31;0.88;0.59;0.96;0.69;0.46;0.65;0.11;0.454;0.346;0.2;0.117;0.009;mt;0;0.828;0;0;0;0;0.172;0;0;0;0;0;0;-12.6;0.019;412
412;70.567;533;510;146;672;148;19.4;53;0.488;0.44;2.74;2.64;1.71;0.96;1.23;0.53;0.1;15.85;1.21;jja;209.7;3.23;djf;312;0.32;0;0.588;0;0;0.092;3.87;3.33;0.75;0.36;0.84;0.5;0.95;0.68;0.47;0.599;0.11;0.432;0.348;0.221;0.112;0.01;mt;0;0.605;0;0;0;0;0.341;0.054;0;0;0;0;0;-12.3;0.037;0
416;195.573;432;365;176;893;88;23.6;74;0.669;0.48;2.66;2.65;1.82;1;1.36;0.48;0.09;15.05;1.22;jja;208.45;3.19;djf;312;0.351;0.005;0.444;0;0;0.156;2.56;2.02;0.67;0.35;0.78;0.44;16.1;0.36;0.49;0.469;0.06;0.345;0.405;0.25;0.121;0.018;sm;0;0;0;0;0;0;0.259;0.741;0;0;0;0;0;-12.4;0.156;0
428;118.604;561;567;137;570;127;26.1;131;0.471;0.39;2.37;2.62;1.71;1.11;1.22;0.48;0.09;17.5;1.19;jja;221.85;3.41;djf;211;0.451;0;0.522;0;0;0.025;3.63;3.16;0.74;0.34;0.9;0.57;2.5;0.68;0.47;0.783;0.11;0.43;0.358;0.212;0.113;0.009;mt;0;0.674;0;0;0;0;0.115;0.211;0;0;0;0;0;-12.7;0.054;429
429;109.442;349;340;74;516;66;21.1;130;0.56;0.4;2.12;2.69;1.75;1.27;1.42;0.43;0.08;18.6;1.22;jja;234.65;3.69;djf;313;0.376;0;0.57;0;0;0.049;3.44;2.78;0.74;0.41;0.85;0.44;3.48;0.63;0.47;0.546;0.1;0.425;0.341;0.234;0.072;0.008;sm;0;0.298;0;0;0;0;0.004;0.698;0;0;0;0;0;-14;0.136;0
430;148.669;452;449;123;537;106;26;139;0.529;0.43;2.28;2.66;1.72;1.17;1.35;0.46;0.08;18.05;1.2;jja;228.15;3.51;djf;313;0.431;0;0.492;0;0;0.074;3.41;2.96;0.74;0.34;0.88;0.54;3.47;0.64;0.47;0.745;0.1;0.429;0.353;0.217;0.1;0.009;mt;0;0.548;0;0;0;0;0.027;0.378;0;0;0;0.047;0;-13.2;0.083;0
431;76.675;387;349;121;514;109;10.1;50;0.978;0.44;2.27;2.7;1.77;1.19;1.46;0.46;0.08;18.1;1.22;jja;228.7;3.55;djf;211;0.39;0;0.484;0;0;0.126;3.37;2.98;0.73;0.33;0.85;0.54;3.65;0.99;0.48;0.69;0.15;0.409;0.353;0.238;0.099;0.006;sm;0;0.326;0;0;0;0.003;0;0.671;0;0;0;0;0;-14.5;0.131;432
432;141.946;260;233;88;533;54;17.7;58;0.758;0.35;2.14;2.73;1.87;1.28;1.62;0.42;0.07;17.5;1.22;jja;232.6;3.64;djf;211;0.659;0;0.223;0;0;0.114;2.4;2.15;0.68;0.26;0.8;0.57;10.86;1.18;0.48;0.372;0.17;0.347;0.432;0.221;0.115;0.007;sm;0;0.105;0;0;0;0;0;0.895;0;0;0;0;0;-15;0.171;0
436;82.103;857;825;170;950;184;10.5;172;0.974;0.8;2.53;2.4;1.62;0.95;0.85;0.51;0.12;16.35;1.19;jja;212.35;3.3;djf;231;0.429;0;0.505;0;0;0.036;4.4;3.97;0.77;0.3;0.9;0.62;0.94;0.43;0.49;0.307;0.08;0.371;0.39;0.239;0.101;0.015;mt;0;0.434;0;0;0;0;0.346;0.199;0;0;0;0.021;0;-12.3;0.065;437
